"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Nov 23 03:09:10 UTC 2022","Wed Nov 23 03:09:10 UTC 2022","296","","Verify Close Shipment Functionality","","Verify Close Shipment Functionality","Verify Close Function For Selected Shipment And Select Yes Option","Verify Close Function For Selected Shipment And Select Yes Option",""
"failed","Wed Nov 23 03:09:35 UTC 2022","Wed Nov 23 03:09:35 UTC 2022","566","","Verify Timeline Tab For Multiple Shipments","","Verify Timeline Tab For Multiple Shipments","Verify shipment details ‘Timeline’ Tab with Completed Status For Multi Trip Tracker And Status Should Be Pending","Verify shipment details ‘Timeline’ Tab with Completed Status For Multi Trip Tracker And Status Should Be Pending",""
"passed","Wed Nov 23 03:06:39 UTC 2022","Wed Nov 23 03:06:47 UTC 2022","7798","","Hamburger Menu - Links Navigation","","Hamburger Menu - Links Navigation","Verify Switch To China Menu","Verify Switch To China Menu",""
"failed","Wed Nov 23 03:09:32 UTC 2022","Wed Nov 23 03:09:33 UTC 2022","952","","Verify Timeline Tab For Multiple Shipments","","Verify Timeline Tab For Multiple Shipments","Verify shipment details ‘Timeline’ Tab with Another Shipment Associated With The Same Tracker Using Shipments Dropdown_Completed Status Shipments For Multi Trip Tracker","Verify shipment details ‘Timeline’ Tab with Another Shipment Associated With The Same Tracker Using Shipments Dropdown_Completed Status Shipments For Multi Trip Tracker",""
"passed","Wed Nov 23 03:05:42 UTC 2022","Wed Nov 23 03:05:45 UTC 2022","2931","","Edit Shipment - In Progress","","Edit Shipment - In Progress","Verify Add New Stop For Edit Shipment","Verify Add New Stop For Edit Shipment",""
"failed","Wed Nov 23 03:15:28 UTC 2022","Wed Nov 23 03:15:28 UTC 2022","4","","Timeline","","Timeline","Shipment details pop up window should be closed","Shipment details pop up window should be closed",""
"failed","Wed Nov 23 03:12:41 UTC 2022","Wed Nov 23 03:12:44 UTC 2022","2969","","Create Shipment from Shipment Details - Left Pane","","Create Shipment from Shipment Details - Left Pane","Verify 'List View Details' screen","Verify 'List View Details' screen",""
"failed","Wed Nov 23 03:08:30 UTC 2022","Wed Nov 23 03:08:37 UTC 2022","7204","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","Verify shipment template checkbox In Create Shipment Form","Verify shipment template checkbox In Create Shipment Form",""
"failed","Wed Nov 23 03:15:28 UTC 2022","Wed Nov 23 03:15:28 UTC 2022","29","","Timeline","","Timeline","Verify shipment details ‘Timeline’ Tab for Multi trip tracker with atleast one completed trip","Verify shipment details ‘Timeline’ Tab for Multi trip tracker with atleast one completed trip",""
"failed","Wed Nov 23 03:07:48 UTC 2022","Wed Nov 23 03:07:49 UTC 2022","954","","Verify Push Functionality","","Verify Push Functionality","Verify Newly Created Shipment Able to Find Or Not And Make Delete Action on it By Changing Priviously Selected Customer","Verify Newly Created Shipment Able to Find Or Not And Make Delete Action on it By Changing Priviously Selected Customer",""
"passed","Wed Nov 23 03:13:32 UTC 2022","Wed Nov 23 03:13:56 UTC 2022","24604","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","Verify Form Filling Functionality After Reset","Verify Form Filling Functionality After Reset",""
"failed","Wed Nov 23 03:11:25 UTC 2022","Wed Nov 23 03:11:31 UTC 2022","6250","","Sensor Chart Scenarios","","Sensor Chart Scenarios","Verify Set Manually Sensor chart Min/Max chart values hyperlink functionality ","Verify Set Manually Sensor chart Min/Max chart values hyperlink functionality ",""
"passed","Wed Nov 23 03:14:21 UTC 2022","Wed Nov 23 03:14:59 UTC 2022","37952","","Close shipment","","Close shipment","Deleted tracker Close Shipment Screen","Deleted tracker Close Shipment Screen",""
"failed","Wed Nov 23 03:11:56 UTC 2022","Wed Nov 23 03:12:02 UTC 2022","6371","","Sensor Chart Scenarios","","Sensor Chart Scenarios","Verify alert icons text message on the chart","Verify alert icons text message on the chart",""
"failed","Wed Nov 23 03:08:20 UTC 2022","Wed Nov 23 03:08:28 UTC 2022","8095","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","Verify Change Customer Function For Pull Function","Verify Change Customer Function For Pull Function",""
"failed","Wed Nov 23 03:10:13 UTC 2022","Wed Nov 23 03:10:13 UTC 2022","127","","Create Shipment Scenarios Additional Assertion Part","","Create Shipment Scenarios Additional Assertion Part","Verify Probe DropDown Shows Error Message","Verify Probe DropDown Shows Error Message",""
"failed","Wed Nov 23 03:09:33 UTC 2022","Wed Nov 23 03:09:34 UTC 2022","591","","Verify Timeline Tab For Multiple Shipments","","Verify Timeline Tab For Multiple Shipments","Verify shipment details ‘Timeline’ Tab with Completed Status For Single Trip Tracker And Status Should Be Completed","Verify shipment details ‘Timeline’ Tab with Completed Status For Single Trip Tracker And Status Should Be Completed",""
"failed","Wed Nov 23 03:15:25 UTC 2022","Wed Nov 23 03:15:28 UTC 2022","2579","","Timeline","","Timeline","Verify shipment details ""Timeline"" Tab with Completed Status","Verify shipment details ""Timeline"" Tab with Completed Status",""
"passed","Wed Nov 23 03:07:50 UTC 2022","Wed Nov 23 03:07:50 UTC 2022","312","","Verify Push Functionality","","Verify Push Functionality","Verify Newly Created Shipment and Delete It","Verify Newly Created Shipment and Delete It",""
"passed","Wed Nov 23 03:04:05 UTC 2022","Wed Nov 23 03:04:14 UTC 2022","9112","","Delete shipment","","Delete shipment","Delete Shipment Screen","Delete Shipment Screen",""
"passed","Wed Nov 23 03:06:22 UTC 2022","Wed Nov 23 03:06:26 UTC 2022","3826","","Hamburger Menu - Links Navigation","","Hamburger Menu - Links Navigation","Verify Import Locations Screen","Verify Import Locations Screen",""
"failed","Wed Nov 23 03:09:31 UTC 2022","Wed Nov 23 03:09:31 UTC 2022","777","","Verify Timeline Tab For Multiple Shipments","","Verify Timeline Tab For Multiple Shipments","Verify shipment details ‘Timeline’ Tab with Completed Status For Multi Trip Tracker","Verify shipment details ‘Timeline’ Tab with Completed Status For Multi Trip Tracker",""
"failed","Wed Nov 23 03:06:53 UTC 2022","Wed Nov 23 03:07:03 UTC 2022","9995","","Hamburger Menu - Links Navigation","","Hamburger Menu - Links Navigation","Verify Import Locations Screen And Upload File","Verify Import Locations Screen And Upload File",""
"failed","Wed Nov 23 03:07:49 UTC 2022","Wed Nov 23 03:07:50 UTC 2022","236","","Verify Push Functionality","","Verify Push Functionality","Verify Change Customer Function For Delete Push Trip","Verify Change Customer Function For Delete Push Trip",""
"failed","Wed Nov 23 03:04:36 UTC 2022","Wed Nov 23 03:04:44 UTC 2022","8692","","Edit Shipment - In Progress","","Edit Shipment - In Progress","Verify and Set Tracker Id Into Search Box","Verify and Set Tracker Id Into Search Box",""
"passed","Wed Nov 23 03:08:16 UTC 2022","Wed Nov 23 03:08:17 UTC 2022","190","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","Verify Create Shipment Pop Up Displayed","Verify Create Shipment Pop Up Displayed",""
"passed","Wed Nov 23 03:10:03 UTC 2022","Wed Nov 23 03:10:10 UTC 2022","6253","","Create Shipment Scenarios Additional Assertion Part","","Create Shipment Scenarios Additional Assertion Part","Verify Temperature Range Drop Down Display Error Message","Verify Temperature Range Drop Down Display Error Message",""
"passed","Wed Nov 23 03:13:30 UTC 2022","Wed Nov 23 03:13:31 UTC 2022","1065","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","Verify No Destination Required CheckBox","Verify No Destination Required CheckBox",""
"failed","Wed Nov 23 03:11:44 UTC 2022","Wed Nov 23 03:11:50 UTC 2022","6281","","Sensor Chart Scenarios","","Sensor Chart Scenarios","Verify the label colors displayed on the chart","Verify the label colors displayed on the chart",""
"failed","Wed Nov 23 03:09:35 UTC 2022","Wed Nov 23 03:09:35 UTC 2022","120","","Verify Timeline Tab For Multiple Shipments","","Verify Timeline Tab For Multiple Shipments","Verify Close Form Function","Verify Close Form Function",""
"passed","Wed Nov 23 03:04:44 UTC 2022","Wed Nov 23 03:04:59 UTC 2022","14362","","Edit Shipment - In Progress","","Edit Shipment - In Progress","Verify and Set Tracker Id Into Main Filter Search Box","Verify and Set Tracker Id Into Main Filter Search Box",""
"failed","Wed Nov 23 03:15:28 UTC 2022","Wed Nov 23 03:15:28 UTC 2022","8","","Timeline","","Timeline","Click on View current location","Click on View current location",""
"passed","Wed Nov 23 03:09:58 UTC 2022","Wed Nov 23 03:10:02 UTC 2022","4529","","Create Shipment Scenarios Additional Assertion Part","","Create Shipment Scenarios Additional Assertion Part","Verify Shipment Template Checkbox Ticked and After Click on Submit Button Validation Message Should Reflect In Front Of Shipment Template Name","Verify Shipment Template Checkbox Ticked and After Click on Submit Button Validation Message Should Reflect In Front Of Shipment Template Name",""
