"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 14 04:36:48 UTC 2022","Fri Oct 14 04:36:48 UTC 2022","268","","Map View - Scenarios","","Map View - Scenarios","Validate clustered button turns to blue/Marked, when user clicks on clustered Location","Validate clustered button turns to blue/Marked, when user clicks on clustered Location",""
"passed","Fri Oct 14 04:27:04 UTC 2022","Fri Oct 14 04:27:05 UTC 2022","373","","List Shipments - View","","List Shipments - View","Verify list view is displayed based on selection of customer","Verify list view is displayed based on selection of customer",""
"passed","Fri Oct 14 04:35:57 UTC 2022","Fri Oct 14 04:35:58 UTC 2022","441","","Verify Route Deviation","","Verify Route Deviation","Verify Navigate to Route Deviation Screen","Verify Navigate to Route Deviation Screen",""
"failed","Fri Oct 14 04:15:25 UTC 2022","Fri Oct 14 04:15:26 UTC 2022","1408","","Track Your Shipment - Authorized User","","Track Your Shipment - Authorized User","Verify excel sheet is downloaded, when user clicks on excel sheet","Verify excel sheet is downloaded, when user clicks on excel sheet",""
"passed","Fri Oct 14 04:25:13 UTC 2022","Fri Oct 14 04:25:21 UTC 2022","7496","","Historical - Additional Filters","","Historical - Additional Filters","Verify dropdown value should be able to populate the values based on the inputs [Temperature Ranges]","Verify dropdown value should be able to populate the values based on the inputs [Temperature Ranges]",""
"passed","Fri Oct 14 04:39:10 UTC 2022","Fri Oct 14 04:39:14 UTC 2022","4637","","Scoreboards","","Scoreboards","Verify Manage Add Dashboard Functionality","Verify Manage Add Dashboard Functionality",""
"failed","Fri Oct 14 04:13:16 UTC 2022","Fri Oct 14 04:13:22 UTC 2022","5641","","Management","","Management","Verify Edit Template for newly created Template With New Data For Test","Verify Edit Template for newly created Template With New Data For Test",""
"passed","Fri Oct 14 04:27:30 UTC 2022","Fri Oct 14 04:27:33 UTC 2022","3019","","List Shipments - View","","List Shipments - View","Verify Actual Start Time Column","Verify Actual Start Time Column",""
"passed","Fri Oct 14 04:11:53 UTC 2022","Fri Oct 14 04:11:54 UTC 2022","1393","","Management","","Management","Verify location functionality for Origin","Verify location functionality for Origin",""
"passed","Fri Oct 14 04:15:30 UTC 2022","Fri Oct 14 04:15:30 UTC 2022","376","","Track Your Shipment - Authorized User","","Track Your Shipment - Authorized User","Verify list view button should be displayed","Verify list view button should be displayed",""
"failed","Fri Oct 14 04:13:05 UTC 2022","Fri Oct 14 04:13:07 UTC 2022","1748","","Management","","Management","Verify Edit functionality for newly created Template","Verify Edit functionality for newly created Template",""
"passed","Fri Oct 14 04:32:14 UTC 2022","Fri Oct 14 04:32:14 UTC 2022","365","","Schedule Reports","","Schedule Reports","Verify Schedule report grid column","Verify Schedule report grid column",""
"passed","Fri Oct 14 04:39:08 UTC 2022","Fri Oct 14 04:39:09 UTC 2022","508","","Scoreboards","","Scoreboards","Verify Popup should be displayed with header as Add Dashboard","Verify Popup should be displayed with header as Add Dashboard",""
"passed","Fri Oct 14 04:12:05 UTC 2022","Fri Oct 14 04:12:09 UTC 2022","4021","","Management","","Management","Verify Carrier Email(s) fields With Multiple Data(Invalid)","Verify Carrier Email(s) fields With Multiple Data(Invalid)",""
"passed","Fri Oct 14 04:16:49 UTC 2022","Fri Oct 14 04:16:54 UTC 2022","5116","","Locale Navigation","","Locale Navigation","Verify user is able to switch language from hamburger menu","Verify user is able to switch language from hamburger menu",""
"failed","Fri Oct 14 04:16:38 UTC 2022","Fri Oct 14 04:16:41 UTC 2022","2580","","Locale Navigation","","Locale Navigation","Verify the cookie is pl when ""Polish"" is clicked and Polish tokens are displayed","Verify the cookie is pl when ""Polish"" is clicked and Polish tokens are displayed",""
"passed","Fri Oct 14 04:25:21 UTC 2022","Fri Oct 14 04:25:29 UTC 2022","7658","","Historical - Additional Filters","","Historical - Additional Filters","Verify dropdown value should be able to populate the values based on the inputs [Carriers]","Verify dropdown value should be able to populate the values based on the inputs [Carriers]",""
"passed","Fri Oct 14 04:28:40 UTC 2022","Fri Oct 14 04:28:44 UTC 2022","4053","","List Shipments - Filters","","List Shipments - Filters","Verify carrier filter column","Verify carrier filter column",""
"passed","Fri Oct 14 04:31:47 UTC 2022","Fri Oct 14 04:31:48 UTC 2022","210","","Schedule Reports","","Schedule Reports","Verify textbox message field should be prepopulated based on the report type","Verify textbox message field should be prepopulated based on the report type",""
"passed","Fri Oct 14 04:03:42 UTC 2022","Fri Oct 14 04:03:42 UTC 2022","487","","Verify Filters under list view","","Verify Filters under list view","Verify main filter pop is disappeared","Verify main filter pop is disappeared",""
"failed","Fri Oct 14 04:13:29 UTC 2022","Fri Oct 14 04:13:30 UTC 2022","487","","Management","","Management","Verify Delete PopUP","Verify Delete PopUP",""
"passed","Fri Oct 14 04:13:05 UTC 2022","Fri Oct 14 04:13:05 UTC 2022","254","","Management","","Management","Verify Edit Button Displayed and Enabled","Verify Edit Button Displayed and Enabled",""
"passed","Fri Oct 14 04:37:33 UTC 2022","Fri Oct 14 04:37:33 UTC 2022","635","","Show Route","","Show Route","Verify end date error message is displayed","Verify end date error message is displayed",""
"passed","Fri Oct 14 04:35:57 UTC 2022","Fri Oct 14 04:35:57 UTC 2022","483","","Verify Route Deviation","","Verify Route Deviation","Verify Route Deviation Sub Menu present in Hamburger Menu","Verify Route Deviation Sub Menu present in Hamburger Menu",""
"passed","Fri Oct 14 04:09:58 UTC 2022","Fri Oct 14 04:10:00 UTC 2022","2635","","Management","","Management","Verify Create New Template","Verify Create New Template",""
"failed","Fri Oct 14 04:43:40 UTC 2022","Fri Oct 14 04:43:50 UTC 2022","10008","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","Verify and click filter icon and select activated and not assigned shipment status and Try To Create a Shipment Form By Sending Blank Data","Verify and click filter icon and select activated and not assigned shipment status and Try To Create a Shipment Form By Sending Blank Data",""
"passed","Fri Oct 14 04:15:31 UTC 2022","Fri Oct 14 04:15:32 UTC 2022","398","","Track Your Shipment - Authorized User","","Track Your Shipment - Authorized User","Verify setting icon is displayed and enabled","Verify setting icon is displayed and enabled",""
"passed","Fri Oct 14 04:08:36 UTC 2022","Fri Oct 14 04:08:36 UTC 2022","156","","Management","","Management"," Verify Unassign Contact Function and Verify Text Displayed"," Verify Unassign Contact Function and Verify Text Displayed",""
"passed","Fri Oct 14 04:15:46 UTC 2022","Fri Oct 14 04:15:50 UTC 2022","4687","","Locale Navigation","","Locale Navigation","Verify the cookie is en when ""English"" is clicked and english tokens are displayed and check URL","Verify the cookie is en when ""English"" is clicked and english tokens are displayed and check URL",""
"passed","Fri Oct 14 04:27:15 UTC 2022","Fri Oct 14 04:27:19 UTC 2022","3927","","List Shipments - View","","List Shipments - View","Verify Related serial name record should be displayed below the search field","Verify Related serial name record should be displayed below the search field",""
"passed","Fri Oct 14 04:27:04 UTC 2022","Fri Oct 14 04:27:04 UTC 2022","315","","List Shipments - View","","List Shipments - View","Verify hybrid view is displayed by default","Verify hybrid view is displayed by default",""
"passed","Fri Oct 14 04:37:19 UTC 2022","Fri Oct 14 04:37:21 UTC 2022","1484","","Show Route","","Show Route","Verify show Geo fence is displayed, when user checks the checkbox","Verify show Geo fence is displayed, when user checks the checkbox",""
"passed","Fri Oct 14 04:05:41 UTC 2022","Fri Oct 14 04:05:51 UTC 2022","10150","","Management","","Management","Verify Create New Location Continue to Location Selection Menu","Verify Create New Location Continue to Location Selection Menu",""
"passed","Fri Oct 14 04:03:57 UTC 2022","Fri Oct 14 04:03:58 UTC 2022","387","","Verify Filters under list view","","Verify Filters under list view","Verify close button functionality","Verify close button functionality",""
"passed","Fri Oct 14 04:11:17 UTC 2022","Fri Oct 14 04:11:17 UTC 2022","245","","Management","","Management","Verify Create New Sensor Range functionality for Humidity All Fields Are Present","Verify Create New Sensor Range functionality for Humidity All Fields Are Present",""
"passed","Fri Oct 14 04:11:54 UTC 2022","Fri Oct 14 04:11:54 UTC 2022","199","","Management","","Management","Verify all locations to be displayed","Verify all locations to be displayed",""
"passed","Fri Oct 14 04:30:22 UTC 2022","Fri Oct 14 04:30:26 UTC 2022","3536","","Sign In And Customer Selection","","Sign In And Customer Selection","Verify [submit] under change password on invalid credential","Verify [submit] under change password on invalid credential",""
"passed","Fri Oct 14 04:37:12 UTC 2022","Fri Oct 14 04:37:19 UTC 2022","7238","","Show Route","","Show Route","Verify ""Show Route"" page should be displayed","Verify ""Show Route"" page should be displayed",""
"passed","Fri Oct 14 04:29:26 UTC 2022","Fri Oct 14 04:29:26 UTC 2022","172","","Sign In Scenarios","","Sign In Scenarios","Verify  Password Image icon should be displayed.","Verify  Password Image icon should be displayed.",""
"failed","Fri Oct 14 04:07:20 UTC 2022","Fri Oct 14 04:07:22 UTC 2022","1372","","Management","","Management","Verify Create a new location functionality After Click ON Continue To Edit","Verify Create a new location functionality After Click ON Continue To Edit",""
"passed","Fri Oct 14 04:37:22 UTC 2022","Fri Oct 14 04:37:22 UTC 2022","333","","Show Route","","Show Route","Verify ""Start Time"" hours is prepopulated based on the shipment details of the tracker","Verify ""Start Time"" hours is prepopulated based on the shipment details of the tracker",""
"failed","Fri Oct 14 04:14:33 UTC 2022","Fri Oct 14 04:14:34 UTC 2022","1342","","Management","","Management","Verify Add New Stop With Air Fright For Multiple Stops","Verify Add New Stop With Air Fright For Multiple Stops",""
"passed","Fri Oct 14 04:15:31 UTC 2022","Fri Oct 14 04:15:31 UTC 2022","474","","Track Your Shipment - Authorized User","","Track Your Shipment - Authorized User","Verify map view button should be displayed","Verify map view button should be displayed",""
"passed","Fri Oct 14 04:26:21 UTC 2022","Fri Oct 14 04:26:23 UTC 2022","1412","","Split details","","Split details","Verify  delete shipment validation popup in Details drop down","Verify  delete shipment validation popup in Details drop down",""
"passed","Fri Oct 14 04:30:56 UTC 2022","Fri Oct 14 04:30:56 UTC 2022","234","","Distribution Center - User role scenarios","","Distribution Center - User role scenarios","Verify shipment fields in tracker","Verify shipment fields in tracker",""
"passed","Fri Oct 14 04:11:13 UTC 2022","Fri Oct 14 04:11:14 UTC 2022","1330","","Management","","Management","Verify Humidity dropdown on shipment template screen","Verify Humidity dropdown on shipment template screen",""
"failed","Fri Oct 14 04:42:19 UTC 2022","Fri Oct 14 04:42:31 UTC 2022","12680","","Hamburger Menu - Links Navigation","","Hamburger Menu - Links Navigation","Verify Training Centre","Verify Training Centre",""
"passed","Fri Oct 14 04:36:40 UTC 2022","Fri Oct 14 04:36:43 UTC 2022","3668","","Map View - Scenarios","","Map View - Scenarios","Verify ""Refresh"" Button is enabled, when any changes in map","Verify ""Refresh"" Button is enabled, when any changes in map",""
"passed","Fri Oct 14 04:10:11 UTC 2022","Fri Oct 14 04:10:16 UTC 2022","4995","","Management","","Management","Verify Add Stop Button To Be Displayed And Select Stop","Verify Add Stop Button To Be Displayed And Select Stop",""
"passed","Fri Oct 14 04:37:25 UTC 2022","Fri Oct 14 04:37:25 UTC 2022","570","","Show Route","","Show Route","Verify Replay Traxx button should be displayed","Verify Replay Traxx button should be displayed",""
"passed","Fri Oct 14 04:30:47 UTC 2022","Fri Oct 14 04:30:50 UTC 2022","3373","","Distribution Center - User role scenarios","","Distribution Center - User role scenarios","Verify shipment tracker page","Verify shipment tracker page",""
"failed","Fri Oct 14 04:13:30 UTC 2022","Fri Oct 14 04:13:30 UTC 2022","154","","Management","","Management","Verify After Click On Cancel Delete PopUp To Be Move Out","Verify After Click On Cancel Delete PopUp To Be Move Out",""
"passed","Fri Oct 14 04:32:35 UTC 2022","Fri Oct 14 04:32:39 UTC 2022","4296","","Schedule Reports","","Schedule Reports","Verify the delete report template for most of the report types","Verify the delete report template for most of the report types",""
"passed","Fri Oct 14 04:39:09 UTC 2022","Fri Oct 14 04:39:10 UTC 2022","281","","Scoreboards","","Scoreboards","Verify ""Integration ID Required"" Error message should be displayed","Verify ""Integration ID Required"" Error message should be displayed",""
"passed","Fri Oct 14 04:11:23 UTC 2022","Fri Oct 14 04:11:26 UTC 2022","2692","","Management","","Management","Verify CO2 dropdown on shipment template screen1","Verify CO2 dropdown on shipment template screen1",""
"failed","Fri Oct 14 04:13:38 UTC 2022","Fri Oct 14 04:13:40 UTC 2022","1252","","Management","","Management","Verify Add Stop Button To Be Displayed For Multiple Stops","Verify Add Stop Button To Be Displayed For Multiple Stops",""
"passed","Fri Oct 14 04:37:22 UTC 2022","Fri Oct 14 04:37:23 UTC 2022","346","","Show Route","","Show Route","Verify ""End Time"" hours is prepopulated based on the shipment details of the tracker","Verify ""End Time"" hours is prepopulated based on the shipment details of the tracker",""
"failed","Fri Oct 14 04:24:26 UTC 2022","Fri Oct 14 04:24:32 UTC 2022","5997","","Historical Search","","Historical Search","Verify completed status should be populated in the grid","Verify completed status should be populated in the grid",""
"failed","Fri Oct 14 04:43:51 UTC 2022","Fri Oct 14 04:43:51 UTC 2022","208","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","Verify Origin & Destination Location","Verify Origin & Destination Location",""
"passed","Fri Oct 14 04:27:39 UTC 2022","Fri Oct 14 04:27:41 UTC 2022","2742","","List Shipments - View","","List Shipments - View","Verify DestinationETA Column","Verify DestinationETA Column",""
"passed","Fri Oct 14 04:20:18 UTC 2022","Fri Oct 14 04:22:39 UTC 2022","141432","","Live Chat - Authorized","","Live Chat - Authorized","Verify Live chatbutton is clicked and Chat window opens in new window and review the page title","Verify Live chatbutton is clicked and Chat window opens in new window and review the page title",""
"failed","Fri Oct 14 04:37:41 UTC 2022","Fri Oct 14 04:37:47 UTC 2022","5965","","Show Route","","Show Route","Verify replay traxx functionality on Medium mode","Verify replay traxx functionality on Medium mode",""
"passed","Fri Oct 14 04:31:46 UTC 2022","Fri Oct 14 04:31:47 UTC 2022","676","","Schedule Reports","","Schedule Reports","Verify time period dropdown label","Verify time period dropdown label",""
"passed","Fri Oct 14 04:29:38 UTC 2022","Fri Oct 14 04:29:39 UTC 2022","381","","Sign In Scenarios","","Sign In Scenarios","Verify forgot password Error message is displayed, on invalid data","Verify forgot password Error message is displayed, on invalid data",""
"passed","Fri Oct 14 04:30:21 UTC 2022","Fri Oct 14 04:30:21 UTC 2022","277","","Sign In And Customer Selection","","Sign In And Customer Selection","Verify [New Password] under change password on blank data","Verify [New Password] under change password on blank data",""
"passed","Fri Oct 14 04:20:15 UTC 2022","Fri Oct 14 04:20:15 UTC 2022","194","","Live Chat - Authorized","","Live Chat - Authorized","Verify User waits for customer list page and Live Chat button to appear","Verify User waits for customer list page and Live Chat button to appear",""
"passed","Fri Oct 14 04:37:47 UTC 2022","Fri Oct 14 04:37:53 UTC 2022","5506","","Show Route","","Show Route","Verify play button text is displayed on fast mode","Verify play button text is displayed on fast mode",""
"passed","Fri Oct 14 04:08:20 UTC 2022","Fri Oct 14 04:08:23 UTC 2022","2947","","Management","","Management"," Verify Select Contact From DropDown"," Verify Select Contact From DropDown",""
"passed","Fri Oct 14 04:10:00 UTC 2022","Fri Oct 14 04:10:03 UTC 2022","2506","","Management","","Management","Verify Create New Template Without Passing Data Add Template","Verify Create New Template Without Passing Data Add Template",""
"failed","Fri Oct 14 04:37:22 UTC 2022","Fri Oct 14 04:37:22 UTC 2022","355","","Show Route","","Show Route","Verify ""End date "" calendar field is displayed","Verify ""End date "" calendar field is displayed",""
"passed","Fri Oct 14 04:30:20 UTC 2022","Fri Oct 14 04:30:20 UTC 2022","826","","Sign In And Customer Selection","","Sign In And Customer Selection","Verify change password popup page should be dispalyed","Verify change password popup page should be dispalyed",""
