"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 10 03:10:22 UTC 2022","Thu Nov 10 03:10:23 UTC 2022","1033","","Create Shipment Scenarios Additional Assertion Part","","Create Shipment Scenarios Additional Assertion Part","Verify Start Date And End Date For Create Shipment As Start Date Must Be Smaller Than End Date","Verify Start Date And End Date For Create Shipment As Start Date Must Be Smaller Than End Date",""
"failed","Thu Nov 10 03:09:48 UTC 2022","Thu Nov 10 03:09:49 UTC 2022","1048","","Verify Timeline Tab For Multiple Shipments","","Verify Timeline Tab For Multiple Shipments","Verify shipment details ‘Timeline’ Tab with Another Shipment Associated With The Same Tracker Using Shipments Dropdown_Completed Status Shipments For Multi Trip Tracker","Verify shipment details ‘Timeline’ Tab with Another Shipment Associated With The Same Tracker Using Shipments Dropdown_Completed Status Shipments For Multi Trip Tracker",""
"failed","Thu Nov 10 03:15:18 UTC 2022","Thu Nov 10 03:15:20 UTC 2022","2294","","Timeline","","Timeline","Verify shipment details ""Timeline"" Tab with Completed Status","Verify shipment details ""Timeline"" Tab with Completed Status",""
"passed","Thu Nov 10 03:57:04 UTC 2022","Thu Nov 10 03:57:05 UTC 2022","487","","Timeline","","Timeline","Click on Origin","Click on Origin",""
"failed","Thu Nov 10 03:08:12 UTC 2022","Thu Nov 10 03:08:12 UTC 2022","252","","Verify Push Functionality","","Verify Push Functionality","Verify Change Customer Function For Delete Push Trip","Verify Change Customer Function For Delete Push Trip",""
"passed","Thu Nov 10 03:08:37 UTC 2022","Thu Nov 10 03:08:37 UTC 2022","192","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","Verify Create Shipment Pop Up Displayed","Verify Create Shipment Pop Up Displayed",""
"failed","Thu Nov 10 03:08:11 UTC 2022","Thu Nov 10 03:08:11 UTC 2022","367","","Verify Push Functionality","","Verify Push Functionality","Verify Change Customer Function","Verify Change Customer Function",""
"failed","Thu Nov 10 03:13:32 UTC 2022","Thu Nov 10 03:13:33 UTC 2022","164","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","Verify and click on submit button verify validation messages","Verify and click on submit button verify validation messages",""
"passed","Thu Nov 10 03:06:30 UTC 2022","Thu Nov 10 03:06:30 UTC 2022","206","","Edit Shipment - In Progress","","Edit Shipment - In Progress","Verify Add New Stop For Edit Shipment Validation Message","Verify Add New Stop For Edit Shipment Validation Message",""
"failed","Thu Nov 10 03:12:58 UTC 2022","Thu Nov 10 03:13:00 UTC 2022","2547","","Create Shipment from Shipment Details - Left Pane","","Create Shipment from Shipment Details - Left Pane","Verify 'List View Details' screen","Verify 'List View Details' screen",""
"passed","Thu Nov 10 03:09:13 UTC 2022","Thu Nov 10 03:09:22 UTC 2022","8649","","Verify Close Shipment Functionality","","Verify Close Shipment Functionality","Verify Quick Search For Close Function","Verify Quick Search For Close Function",""
"failed","Thu Nov 10 03:08:38 UTC 2022","Thu Nov 10 03:08:47 UTC 2022","8094","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","Verify Change Customer Function For Pull Function","Verify Change Customer Function For Pull Function",""
"failed","Thu Nov 10 03:11:36 UTC 2022","Thu Nov 10 03:11:42 UTC 2022","6232","","Sensor Chart Scenarios","","Sensor Chart Scenarios","Verify Shipment details Sensor chart Min/Max chart values hyperlink functionality","Verify Shipment details Sensor chart Min/Max chart values hyperlink functionality",""
