"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Dec 08 03:07:53 UTC 2022","Thu Dec 08 03:07:56 UTC 2022","2734","","Verify Push Functionality","","Verify Push Functionality","Verify Newly Created Shipment push functionality in list view and Delete It","Verify Newly Created Shipment push functionality in list view and Delete It",""
"failed","Thu Dec 08 03:13:12 UTC 2022","Thu Dec 08 03:13:19 UTC 2022","6267","","Sensor Chart Scenarios","","Sensor Chart Scenarios","Verify MT Shipment  details for Temperature Sensor checkbox functionality with chart’","Verify MT Shipment  details for Temperature Sensor checkbox functionality with chart’",""
"failed","Thu Dec 08 03:10:38 UTC 2022","Thu Dec 08 03:10:39 UTC 2022","1016","","Verify Timeline Tab For Multiple Shipments","","Verify Timeline Tab For Multiple Shipments","Verify shipment details ‘Timeline’ Tab with Completed Status For Multi Trip Tracker And Status Should Be Pending","Verify shipment details ‘Timeline’ Tab with Completed Status For Multi Trip Tracker And Status Should Be Pending",""
"passed","Thu Dec 08 03:08:26 UTC 2022","Thu Dec 08 03:08:52 UTC 2022","25487","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","Verify Select Customer In Share With Drop Down","Verify Select Customer In Share With Drop Down",""
"passed","Thu Dec 08 03:14:30 UTC 2022","Thu Dec 08 03:14:30 UTC 2022","293","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","Verify and click on submit button verify validation messages","Verify and click on submit button verify validation messages",""
"failed","Thu Dec 08 03:15:09 UTC 2022","Thu Dec 08 03:15:09 UTC 2022","154","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","Verify Shipment Created Successfully","Verify Shipment Created Successfully",""
"passed","Thu Dec 08 03:14:44 UTC 2022","Thu Dec 08 03:14:44 UTC 2022","590","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","Verify Reset Function","Verify Reset Function",""
"passed","Thu Dec 08 03:11:12 UTC 2022","Thu Dec 08 03:11:18 UTC 2022","6494","","Create Shipment Scenarios Additional Assertion Part","","Create Shipment Scenarios Additional Assertion Part","Verify Temperature Range Drop Down Display Error Message","Verify Temperature Range Drop Down Display Error Message",""
"passed","Thu Dec 08 03:09:53 UTC 2022","Thu Dec 08 03:10:02 UTC 2022","8549","","Verify Close Shipment Functionality","","Verify Close Shipment Functionality","Verify Quick Search For Close Function","Verify Quick Search For Close Function",""
"passed","Thu Dec 08 03:11:06 UTC 2022","Thu Dec 08 03:11:10 UTC 2022","4564","","Create Shipment Scenarios Additional Assertion Part","","Create Shipment Scenarios Additional Assertion Part","Verify Shipment Template Checkbox Ticked and After Click on Submit Button Validation Message Should Reflect In Front Of Shipment Template Name","Verify Shipment Template Checkbox Ticked and After Click on Submit Button Validation Message Should Reflect In Front Of Shipment Template Name",""
"failed","Thu Dec 08 03:10:39 UTC 2022","Thu Dec 08 03:10:41 UTC 2022","1376","","Verify Timeline Tab For Multiple Shipments","","Verify Timeline Tab For Multiple Shipments","Verify shipment details ‘Timeline’ Tab with Completed Status For Single Trip Tracker And Status Should Be Not Assigned","Verify shipment details ‘Timeline’ Tab with Completed Status For Single Trip Tracker And Status Should Be Not Assigned",""
"passed","Thu Dec 08 03:09:00 UTC 2022","Thu Dec 08 03:09:00 UTC 2022","627","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","Verify Create Shipment Button on header and click","Verify Create Shipment Button on header and click",""
"passed","Thu Dec 08 03:05:39 UTC 2022","Thu Dec 08 03:05:43 UTC 2022","3881","","Hamburger Menu - Links Navigation","","Hamburger Menu - Links Navigation","Verify Import Locations Screen","Verify Import Locations Screen",""
"failed","Thu Dec 08 03:58:28 UTC 2022","Thu Dec 08 03:58:30 UTC 2022","1390","","Timeline","","Timeline","Verify shipment details ‘Timeline’ Tab for Multi trip tracker with atleast one completed trip","Verify shipment details ‘Timeline’ Tab for Multi trip tracker with atleast one completed trip",""
"passed","Thu Dec 08 03:03:37 UTC 2022","Thu Dec 08 03:03:40 UTC 2022","3329","","Api Management","","Api Management","Verify menu to open ""API SandBox""","Verify menu to open ""API SandBox""",""
"failed","Thu Dec 08 03:08:52 UTC 2022","Thu Dec 08 03:09:00 UTC 2022","8181","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","Verify Change Customer Function For Pull Function","Verify Change Customer Function For Pull Function",""
"passed","Thu Dec 08 03:10:27 UTC 2022","Thu Dec 08 03:10:33 UTC 2022","6283","","Verify Timeline Tab For Multiple Shipments","","Verify Timeline Tab For Multiple Shipments","Verify shipment details ‘Timeline’ Tab with Completed Status For Multi Trip Tracker","Verify shipment details ‘Timeline’ Tab with Completed Status For Multi Trip Tracker",""
"passed","Thu Dec 08 03:04:57 UTC 2022","Thu Dec 08 03:05:00 UTC 2022","2867","","Edit Shipment - In Progress","","Edit Shipment - In Progress","Verify Add New Stop For Edit Shipment","Verify Add New Stop For Edit Shipment",""
"failed","Thu Dec 08 03:12:16 UTC 2022","Thu Dec 08 03:12:22 UTC 2022","6249","","Sensor Chart Scenarios","","Sensor Chart Scenarios","Verify shipment details Sensor chart  Tab Excel download","Verify shipment details Sensor chart  Tab Excel download",""
"failed","Thu Dec 08 03:16:48 UTC 2022","Thu Dec 08 03:58:28 UTC 2022","2500161","","Timeline","","Timeline","Verify shipment details ‘Timeline’ Tab for Single trip tracker with In progress status","Verify shipment details ‘Timeline’ Tab for Single trip tracker with In progress status",""
"passed","Thu Dec 08 03:05:08 UTC 2022","Thu Dec 08 03:05:14 UTC 2022","6215","","Edit Shipment - In Progress","","Edit Shipment - In Progress","Verify Add New Stop For Edit Shipment With Add Location","Verify Add New Stop For Edit Shipment With Add Location",""
"passed","Thu Dec 08 03:06:21 UTC 2022","Thu Dec 08 03:06:40 UTC 2022","18166","","Hamburger Menu - Links Navigation","","Hamburger Menu - Links Navigation","Verify Import locations allows location deletion with Location ID and DELETE True in imported file","Verify Import locations allows location deletion with Location ID and DELETE True in imported file",""
"failed","Thu Dec 08 03:12:53 UTC 2022","Thu Dec 08 03:13:00 UTC 2022","6372","","Sensor Chart Scenarios","","Sensor Chart Scenarios","Verify the label colors displayed on the chart","Verify the label colors displayed on the chart",""
"passed","Thu Dec 08 03:06:10 UTC 2022","Thu Dec 08 03:06:16 UTC 2022","5674","","Hamburger Menu - Links Navigation","","Hamburger Menu - Links Navigation","Verify Import locations is restricted with exceptions when Location ID is mentioned in imported file and DELETE is False","Verify Import locations is restricted with exceptions when Location ID is mentioned in imported file and DELETE is False",""
"passed","Thu Dec 08 03:10:33 UTC 2022","Thu Dec 08 03:10:34 UTC 2022","366","","Verify Timeline Tab For Multiple Shipments","","Verify Timeline Tab For Multiple Shipments","Verify View Current Location Tab For Completed Shipment Status","Verify View Current Location Tab For Completed Shipment Status",""
"failed","Thu Dec 08 03:16:46 UTC 2022","Thu Dec 08 03:16:47 UTC 2022","1360","","Timeline","","Timeline","Verify shipment details ‘Timeline’ Tab for Single trip/Multi trip tracker with not assigned  status","Verify shipment details ‘Timeline’ Tab for Single trip/Multi trip tracker with not assigned  status",""
"failed","Thu Dec 08 03:10:36 UTC 2022","Thu Dec 08 03:10:36 UTC 2022","829","","Verify Timeline Tab For Multiple Shipments","","Verify Timeline Tab For Multiple Shipments","Verify shipment details ‘Timeline’ Tab with Completed Status For Single Trip Tracker And Status Should Be Completed","Verify shipment details ‘Timeline’ Tab with Completed Status For Single Trip Tracker And Status Should Be Completed",""
"failed","Thu Dec 08 03:12:28 UTC 2022","Thu Dec 08 03:12:34 UTC 2022","6252","","Sensor Chart Scenarios","","Sensor Chart Scenarios","Verify Shipment details Sensor chart Min/Max chart values hyperlink functionality","Verify Shipment details Sensor chart Min/Max chart values hyperlink functionality",""
"failed","Thu Dec 08 03:10:37 UTC 2022","Thu Dec 08 03:10:38 UTC 2022","860","","Verify Timeline Tab For Multiple Shipments","","Verify Timeline Tab For Multiple Shipments","Verify shipment details ‘Timeline’ Tab with Completed Status For Single Trip Tracker And Status Should Be Pending","Verify shipment details ‘Timeline’ Tab with Completed Status For Single Trip Tracker And Status Should Be Pending",""
"failed","Thu Dec 08 03:16:40 UTC 2022","Thu Dec 08 03:16:44 UTC 2022","3405","","Timeline","","Timeline","Verify shipment details ""Timeline"" Tab with Completed Status","Verify shipment details ""Timeline"" Tab with Completed Status",""
