"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Oct 19 04:26:51 UTC 2022","Wed Oct 19 04:26:53 UTC 2022","2870","","Show Route","","Show Route","Verify end date validation message, when user enters start date greater than end date","Verify end date validation message, when user enters start date greater than end date",""
"failed","Wed Oct 19 04:19:59 UTC 2022","Wed Oct 19 04:19:59 UTC 2022","283","","Sign In And Customer Selection","","Sign In And Customer Selection","Verify customer selection should be updated in header","Verify customer selection should be updated in header",""
"failed","Wed Oct 19 04:28:31 UTC 2022","Wed Oct 19 04:29:10 UTC 2022","38945","","Create Shipment Template Creation","","Create Shipment Template Creation","Create Shipment Template Creation Screen Actions","Create Shipment Template Creation Screen Actions",""
"passed","Wed Oct 19 04:02:54 UTC 2022","Wed Oct 19 04:02:57 UTC 2022","2433","","Verify Filters under list view","","Verify Filters under list view","Verify [Serial Number] functionality when user enter valid inputs","Verify [Serial Number] functionality when user enter valid inputs",""
"failed","Wed Oct 19 04:14:04 UTC 2022","Wed Oct 19 04:14:05 UTC 2022","248","","Historical Shipments","","Historical Shipments","Verify pagination for tracker with Activated not Assigned status for toatl page per book","Verify pagination for tracker with Activated not Assigned status for toatl page per book",""
"passed","Wed Oct 19 04:26:50 UTC 2022","Wed Oct 19 04:26:51 UTC 2022","734","","Show Route","","Show Route","Verify end date error message is displayed","Verify end date error message is displayed",""
"passed","Wed Oct 19 04:06:25 UTC 2022","Wed Oct 19 04:06:25 UTC 2022","576","","Locale Navigation","","Locale Navigation","Verify 14 Language buttons available","Verify 14 Language buttons available",""
"passed","Wed Oct 19 04:06:06 UTC 2022","Wed Oct 19 04:06:06 UTC 2022","349","","Track Your Shipment - Authorized User","","Track Your Shipment - Authorized User","Verify excel Icon should be available in Right side of the list","Verify excel Icon should be available in Right side of the list",""
"passed","Wed Oct 19 04:04:33 UTC 2022","Wed Oct 19 04:04:34 UTC 2022","1455","","Validate Create Shipment Page","","Validate Create Shipment Page","Validate CO2 dropdown list is displayed","Validate CO2 dropdown list is displayed",""
"passed","Wed Oct 19 04:04:44 UTC 2022","Wed Oct 19 04:04:46 UTC 2022","1424","","Validate Create Shipment Page","","Validate Create Shipment Page","Verify Probe Temp dropdown list is displayed","Verify Probe Temp dropdown list is displayed",""
"passed","Wed Oct 19 04:03:54 UTC 2022","Wed Oct 19 04:04:02 UTC 2022","7825","","Validate Create Shipment Page","","Validate Create Shipment Page","Verify create new location fields for origin disabled and error message is displayed","Verify create new location fields for origin disabled and error message is displayed",""
"passed","Wed Oct 19 04:03:48 UTC 2022","Wed Oct 19 04:03:54 UTC 2022","5394","","Validate Create Shipment Page","","Validate Create Shipment Page","Verify Validation message , when user passes the blank data and submit","Verify Validation message , when user passes the blank data and submit",""
"passed","Wed Oct 19 04:26:44 UTC 2022","Wed Oct 19 04:26:44 UTC 2022","530","","Show Route","","Show Route","Verify Temperature Alert should be removed is displayed, when user uncheck the ""Display Alerts"" checkbox","Verify Temperature Alert should be removed is displayed, when user uncheck the ""Display Alerts"" checkbox",""
"passed","Wed Oct 19 04:14:36 UTC 2022","Wed Oct 19 04:14:41 UTC 2022","4884","","Historical Search","","Historical Search","Verify text serial is populated in the grid","Verify text serial is populated in the grid",""
"passed","Wed Oct 19 04:03:10 UTC 2022","Wed Oct 19 04:03:11 UTC 2022","748","","Verify Filters under list view","","Verify Filters under list view","Verify and click on hyperlink containing text with historical to view tracker more than 90 days and no data available","Verify and click on hyperlink containing text with historical to view tracker more than 90 days and no data available",""
"passed","Wed Oct 19 04:17:23 UTC 2022","Wed Oct 19 04:17:26 UTC 2022","3479","","List Shipments - View","","List Shipments - View","Verify Related serial number record should be displayed below the search field","Verify Related serial number record should be displayed below the search field",""
"passed","Wed Oct 19 04:06:52 UTC 2022","Wed Oct 19 04:06:57 UTC 2022","4784","","Locale Navigation","","Locale Navigation","Verify the cookie is ""zh"" when ""Chinese"" is clicked and Chinese tokens are displayed","Verify the cookie is ""zh"" when ""Chinese"" is clicked and Chinese tokens are displayed",""
"passed","Wed Oct 19 04:04:51 UTC 2022","Wed Oct 19 04:04:57 UTC 2022","6689","","Validate Create Shipment Page","","Validate Create Shipment Page","Verify Edit Functionality After Stop Addition","Verify Edit Functionality After Stop Addition",""
"passed","Wed Oct 19 04:27:52 UTC 2022","Wed Oct 19 04:27:53 UTC 2022","158","","Manage Customer Dashboard","","Manage Customer Dashboard","Verify columns in customer dashboard","Verify columns in customer dashboard",""
"passed","Wed Oct 19 04:19:18 UTC 2022","Wed Oct 19 04:19:19 UTC 2022","398","","Sign In Scenarios","","Sign In Scenarios","Verify forgot password Error message is displayed, on invalid data","Verify forgot password Error message is displayed, on invalid data",""
"passed","Wed Oct 19 04:26:09 UTC 2022","Wed Oct 19 04:26:09 UTC 2022","214","","Map View - Scenarios","","Map View - Scenarios","Verify Details hyperlink is displayed","Verify Details hyperlink is displayed",""
"passed","Wed Oct 19 04:02:57 UTC 2022","Wed Oct 19 04:02:58 UTC 2022","1542","","Verify Filters under list view","","Verify Filters under list view","Verify [Serial Number] functionality when user enter valid inputs 1","Verify [Serial Number] functionality when user enter valid inputs 1",""
"passed","Wed Oct 19 04:04:12 UTC 2022","Wed Oct 19 04:04:17 UTC 2022","4871","","Validate Create Shipment Page","","Validate Create Shipment Page","Verify Add New Temperature sensor Range With Valid Data Passing","Verify Add New Temperature sensor Range With Valid Data Passing",""
"passed","Wed Oct 19 04:16:33 UTC 2022","Wed Oct 19 04:16:34 UTC 2022","714","","Split details","","Split details","Verify Details dropdown options for tracker with Pending status for ST tracker","Verify Details dropdown options for tracker with Pending status for ST tracker",""
"passed","Wed Oct 19 04:04:02 UTC 2022","Wed Oct 19 04:04:03 UTC 2022","478","","Validate Create Shipment Page","","Validate Create Shipment Page","Verify Temperature Range DropDown values and fields are displayed","Verify Temperature Range DropDown values and fields are displayed",""
"passed","Wed Oct 19 04:14:46 UTC 2022","Wed Oct 19 04:14:51 UTC 2022","4875","","Historical Search","","Historical Search","Verify Activated not assigned status should be populated in the grid","Verify Activated not assigned status should be populated in the grid",""
"failed","Wed Oct 19 04:18:53 UTC 2022","Wed Oct 19 04:18:53 UTC 2022","370","","Track Your Shipment - Unauthorized User","","Track Your Shipment - Unauthorized User","Verify columns in list view","Verify columns in list view",""
"failed","Wed Oct 19 04:17:45 UTC 2022","Wed Oct 19 04:17:46 UTC 2022","1313","","List Shipments - View","","List Shipments - View","Verify Actual Start Time Column","Verify Actual Start Time Column",""
