"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 08 04:04:31 UTC 2022","Tue Nov 08 04:04:31 UTC 2022","751","","Validate Create Shipment Page","","Validate Create Shipment Page","Verify Add New temperature sensor Range label and fields","Verify Add New temperature sensor Range label and fields",""
"passed","Tue Nov 08 04:04:37 UTC 2022","Tue Nov 08 04:04:37 UTC 2022","409","","Validate Create Shipment Page","","Validate Create Shipment Page","Verify humidity field is displayed, when user selects mulitiple tracker","Verify humidity field is displayed, when user selects mulitiple tracker",""
"passed","Tue Nov 08 04:06:27 UTC 2022","Tue Nov 08 04:06:28 UTC 2022","533","","Track Your Shipment - Authorized User","","Track Your Shipment - Authorized User","Verify validation message should be displayed, when user enters invalid data","Verify validation message should be displayed, when user enters invalid data",""
"failed","Tue Nov 08 04:17:08 UTC 2022","Tue Nov 08 04:17:09 UTC 2022","443","","Split details","","Split details","Verify ST Completed status details Dropdown should be opened with list of options","Verify ST Completed status details Dropdown should be opened with list of options",""
"passed","Tue Nov 08 04:22:54 UTC 2022","Tue Nov 08 04:23:22 UTC 2022","28278","","Schedule Reports - Table","","Schedule Reports - Table","Verify ""Comprehensive Trip Report"" Report template","Verify ""Comprehensive Trip Report"" Report template",""
"passed","Tue Nov 08 04:04:50 UTC 2022","Tue Nov 08 04:04:50 UTC 2022","396","","Validate Create Shipment Page","","Validate Create Shipment Page","Verify co2 sensor range validation message is displayed","Verify co2 sensor range validation message is displayed",""
"failed","Tue Nov 08 04:15:13 UTC 2022","Tue Nov 08 04:15:19 UTC 2022","5604","","Historical Search","","Historical Search","Verify in Progress status should be populated in the grid","Verify in Progress status should be populated in the grid",""
"passed","Tue Nov 08 04:29:06 UTC 2022","Tue Nov 08 04:29:06 UTC 2022","171","","Scoreboards","","Scoreboards","Verify is premium checkbox default selection","Verify is premium checkbox default selection",""
"passed","Tue Nov 08 04:06:35 UTC 2022","Tue Nov 08 04:06:35 UTC 2022","368","","Track Your Shipment - Authorized User","","Track Your Shipment - Authorized User","Verify list view button should be displayed","Verify list view button should be displayed",""
"passed","Tue Nov 08 04:17:40 UTC 2022","Tue Nov 08 04:17:44 UTC 2022","3691","","List Shipments - View","","List Shipments - View","Verify Related serial number record should be displayed below the search field","Verify Related serial number record should be displayed below the search field",""
"passed","Tue Nov 08 04:07:05 UTC 2022","Tue Nov 08 04:07:10 UTC 2022","5257","","Locale Navigation","","Locale Navigation","Verify the cookie is ""IT"" when ""Italian"" is clicked and Italian tokens are displayed","Verify the cookie is ""IT"" when ""Italian"" is clicked and Italian tokens are displayed",""
"passed","Tue Nov 08 04:26:49 UTC 2022","Tue Nov 08 04:26:49 UTC 2022","181","","Map View - Scenarios","","Map View - Scenarios","Validate current location is displayed, when user clicks on View Current Location","Validate current location is displayed, when user clicks on View Current Location",""
"passed","Tue Nov 08 04:21:58 UTC 2022","Tue Nov 08 04:21:59 UTC 2022","511","","Schedule Reports","","Schedule Reports","Verify time period dropdown label","Verify time period dropdown label",""
"passed","Tue Nov 08 04:19:21 UTC 2022","Tue Nov 08 04:19:27 UTC 2022","6036","","Track Your Shipment - Unauthorized User","","Track Your Shipment - Unauthorized User","Verify Multiple tracker is displayed in hybrid view, when user click on GO button","Verify Multiple tracker is displayed in hybrid view, when user click on GO button",""
"passed","Tue Nov 08 04:27:26 UTC 2022","Tue Nov 08 04:27:26 UTC 2022","393","","Show Route","","Show Route","Verify Apply button should be displayed","Verify Apply button should be displayed",""
"passed","Tue Nov 08 04:07:58 UTC 2022","Tue Nov 08 04:08:03 UTC 2022","4292","","Locale Navigation - China","","Locale Navigation - China","Verify option to navigate site for China Users","Verify option to navigate site for China Users",""
"passed","Tue Nov 08 04:20:36 UTC 2022","Tue Nov 08 04:20:36 UTC 2022","299","","Sign In And Customer Selection","","Sign In And Customer Selection","Verify [Confirm Password] under change password on blank data","Verify [Confirm Password] under change password on blank data",""
"passed","Tue Nov 08 04:25:17 UTC 2022","Tue Nov 08 04:25:45 UTC 2022","28398","","Schedule Reports - Table","","Schedule Reports - Table","Verify ""In progress Shipment"" Report template","Verify ""In progress Shipment"" Report template",""
"passed","Tue Nov 08 04:06:37 UTC 2022","Tue Nov 08 04:06:38 UTC 2022","576","","Track Your Shipment - Authorized User","","Track Your Shipment - Authorized User","Verify setting popup is displayed","Verify setting popup is displayed",""
"failed","Tue Nov 08 04:03:17 UTC 2022","Tue Nov 08 04:03:21 UTC 2022","3699","","Verify Filters under list view","","Verify Filters under list view","Verify [Save as default] button should be disabled in state and displayed","Verify [Save as default] button should be disabled in state and displayed",""
"passed","Tue Nov 08 04:03:10 UTC 2022","Tue Nov 08 04:03:10 UTC 2022","412","","Verify Filters under list view","","Verify Filters under list view","Verify default status and click on [shipment status] field","Verify default status and click on [shipment status] field",""
"passed","Tue Nov 08 04:07:31 UTC 2022","Tue Nov 08 04:07:36 UTC 2022","5106","","Locale Navigation","","Locale Navigation","Verify the cookie is fr when ""French"" is clicked and French tokens are displayed","Verify the cookie is fr when ""French"" is clicked and French tokens are displayed",""
