"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Dec 16 03:15:25 UTC 2022","Fri Dec 16 03:15:25 UTC 2022","592","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","Verify Reset Function","Verify Reset Function",""
"failed","Fri Dec 16 03:12:56 UTC 2022","Fri Dec 16 03:13:02 UTC 2022","6317","","Sensor Chart Scenarios","","Sensor Chart Scenarios","Verify Shipment details Sensor chart Min/Max chart values hyperlink functionality","Verify Shipment details Sensor chart Min/Max chart values hyperlink functionality",""
"passed","Fri Dec 16 03:09:37 UTC 2022","Fri Dec 16 03:09:38 UTC 2022","625","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","Verify Create Shipment Button on header and click","Verify Create Shipment Button on header and click",""
"failed","Fri Dec 16 03:17:44 UTC 2022","Fri Dec 16 03:59:24 UTC 2022","2500148","","Timeline","","Timeline","Verify shipment details ‘Timeline’ Tab for Single trip tracker with In progress status","Verify shipment details ‘Timeline’ Tab for Single trip tracker with In progress status",""
"failed","Fri Dec 16 03:13:15 UTC 2022","Fri Dec 16 03:13:21 UTC 2022","6435","","Sensor Chart Scenarios","","Sensor Chart Scenarios","Verify Shipments drop down functionality","Verify Shipments drop down functionality",""
"passed","Fri Dec 16 03:17:38 UTC 2022","Fri Dec 16 03:17:40 UTC 2022","2294","","Timeline","","Timeline","Click on View current location","Click on View current location",""
"passed","Fri Dec 16 03:59:26 UTC 2022","Fri Dec 16 03:59:27 UTC 2022","547","","Timeline","","Timeline","Click on Origin","Click on Origin",""
"failed","Fri Dec 16 03:05:13 UTC 2022","Fri Dec 16 03:05:29 UTC 2022","16135","","Edit Shipment - In Progress","","Edit Shipment - In Progress","Verify and Set Tracker Id Into Search Box","Verify and Set Tracker Id Into Search Box",""
"passed","Fri Dec 16 03:15:24 UTC 2022","Fri Dec 16 03:15:25 UTC 2022","1265","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","Verify No Destination Required CheckBox","Verify No Destination Required CheckBox",""
"passed","Fri Dec 16 03:04:12 UTC 2022","Fri Dec 16 03:04:16 UTC 2022","3330","","Api Management","","Api Management","Verify menu to open ""API SandBox""","Verify menu to open ""API SandBox""",""
"passed","Fri Dec 16 03:05:46 UTC 2022","Fri Dec 16 03:05:52 UTC 2022","6394","","Edit Shipment - In Progress","","Edit Shipment - In Progress","Verify Add New Stop For Edit Shipment With Add Location","Verify Add New Stop For Edit Shipment With Add Location",""
"failed","Fri Dec 16 03:11:33 UTC 2022","Fri Dec 16 03:11:36 UTC 2022","2834","","Create Shipment Scenarios Additional Assertion Part","","Create Shipment Scenarios Additional Assertion Part","Verify Humidity DropDown Shows Error Message","Verify Humidity DropDown Shows Error Message",""
"failed","Fri Dec 16 03:08:34 UTC 2022","Fri Dec 16 03:08:36 UTC 2022","2415","","Verify Push Functionality","","Verify Push Functionality","Verify Newly Created Shipment push functionality in list view and Delete It","Verify Newly Created Shipment push functionality in list view and Delete It",""
"failed","Fri Dec 16 03:17:42 UTC 2022","Fri Dec 16 03:17:42 UTC 2022","268","","Timeline","","Timeline","Verify Shipment details close timeline popup window","Verify Shipment details close timeline popup window",""
"failed","Fri Dec 16 03:13:09 UTC 2022","Fri Dec 16 03:13:15 UTC 2022","6334","","Sensor Chart Scenarios","","Sensor Chart Scenarios","Verify Temperature Sensor checkbox functionality","Verify Temperature Sensor checkbox functionality",""
"passed","Fri Dec 16 03:04:12 UTC 2022","Fri Dec 16 03:04:12 UTC 2022","620","","Api Management","","Api Management","Verify menu ""SandBox"" should be displayed under APi management","Verify menu ""SandBox"" should be displayed under APi management",""
"failed","Fri Dec 16 03:17:42 UTC 2022","Fri Dec 16 03:17:44 UTC 2022","1293","","Timeline","","Timeline","Verify shipment details ‘Timeline’ Tab for Single trip/Multi trip tracker with not assigned  status","Verify shipment details ‘Timeline’ Tab for Single trip/Multi trip tracker with not assigned  status",""
"passed","Fri Dec 16 03:10:45 UTC 2022","Fri Dec 16 03:10:51 UTC 2022","6204","","Verify Timeline Tab For Multiple Shipments","","Verify Timeline Tab For Multiple Shipments","Verify shipment details ‘Timeline’ Tab with Completed Status For Multi Trip Tracker","Verify shipment details ‘Timeline’ Tab with Completed Status For Multi Trip Tracker",""
