"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Nov 25 03:15:24 UTC 2022","Fri Nov 25 03:15:24 UTC 2022","375","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","Verify and click on submit button verify validation messages","Verify and click on submit button verify validation messages",""
"failed","Fri Nov 25 03:09:44 UTC 2022","Fri Nov 25 03:09:52 UTC 2022","8260","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","Verify Change Customer Function For Pull Function","Verify Change Customer Function For Pull Function",""
"passed","Fri Nov 25 03:06:26 UTC 2022","Fri Nov 25 03:06:29 UTC 2022","3212","","Edit Shipment - In Progress","","Edit Shipment - In Progress","Verify Add New Stop For Edit Shipment","Verify Add New Stop For Edit Shipment",""
"passed","Fri Nov 25 03:06:38 UTC 2022","Fri Nov 25 03:06:45 UTC 2022","7586","","Edit Shipment - In Progress","","Edit Shipment - In Progress","Verify Add New Stop For Edit Shipment With Add Location","Verify Add New Stop For Edit Shipment With Add Location",""
"failed","Fri Nov 25 03:59:36 UTC 2022","Fri Nov 25 03:59:37 UTC 2022","366","","Timeline","","Timeline","Click on Shipments dropdown","Click on Shipments dropdown",""
"failed","Fri Nov 25 03:13:36 UTC 2022","Fri Nov 25 03:13:43 UTC 2022","6507","","Sensor Chart Scenarios","","Sensor Chart Scenarios","Verify Shipments drop down functionality","Verify Shipments drop down functionality",""
"failed","Fri Nov 25 03:11:27 UTC 2022","Fri Nov 25 03:11:27 UTC 2022","174","","Verify Timeline Tab For Multiple Shipments","","Verify Timeline Tab For Multiple Shipments","Verify Close Form Function","Verify Close Form Function",""
"failed","Fri Nov 25 03:16:10 UTC 2022","Fri Nov 25 03:16:11 UTC 2022","190","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","Verify Shipment Created Successfully","Verify Shipment Created Successfully",""
"passed","Fri Nov 25 03:07:36 UTC 2022","Fri Nov 25 03:07:43 UTC 2022","6632","","Hamburger Menu - Links Navigation","","Hamburger Menu - Links Navigation","Verify Mandated Training Menu","Verify Mandated Training Menu",""
"passed","Fri Nov 25 03:15:38 UTC 2022","Fri Nov 25 03:15:39 UTC 2022","1237","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","Verify Origin & Destination Location","Verify Origin & Destination Location",""
"failed","Fri Nov 25 03:17:50 UTC 2022","Fri Nov 25 03:17:52 UTC 2022","1667","","Timeline","","Timeline","Verify shipment details ‘Timeline’ Tab for Single trip/Multi trip tracker with pending status","Verify shipment details ‘Timeline’ Tab for Single trip/Multi trip tracker with pending status",""
"passed","Fri Nov 25 03:15:42 UTC 2022","Fri Nov 25 03:16:10 UTC 2022","28513","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","Verify Form Filling Functionality After Reset","Verify Form Filling Functionality After Reset",""
"passed","Fri Nov 25 03:10:17 UTC 2022","Fri Nov 25 03:10:25 UTC 2022","8031","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","Verify shipment template checkbox In Create Shipment Form","Verify shipment template checkbox In Create Shipment Form",""
"failed","Fri Nov 25 03:06:08 UTC 2022","Fri Nov 25 03:06:19 UTC 2022","10998","","Edit Shipment - In Progress","","Edit Shipment - In Progress","Verify and Set Tracker Id Into Search Box","Verify and Set Tracker Id Into Search Box",""
