"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Nov 09 03:14:16 UTC 2022","Wed Nov 09 03:14:16 UTC 2022","3","","Timeline","","Timeline","Click on Origin","Click on Origin",""
"failed","Wed Nov 09 03:14:16 UTC 2022","Wed Nov 09 03:14:16 UTC 2022","178","","Timeline","","Timeline","Verify shipment details ‘Timeline’ Tab for Single trip tracker with In progress status","Verify shipment details ‘Timeline’ Tab for Single trip tracker with In progress status",""
"passed","Wed Nov 09 03:05:03 UTC 2022","Wed Nov 09 03:05:11 UTC 2022","7827","","Hamburger Menu - Links Navigation","","Hamburger Menu - Links Navigation","Verify Switch To China Menu","Verify Switch To China Menu",""
"failed","Wed Nov 09 03:10:38 UTC 2022","Wed Nov 09 03:10:44 UTC 2022","6310","","Sensor Chart Scenarios","","Sensor Chart Scenarios","Verify the label colors displayed on the chart","Verify the label colors displayed on the chart",""
"failed","Wed Nov 09 03:10:25 UTC 2022","Wed Nov 09 03:10:32 UTC 2022","6220","","Sensor Chart Scenarios","","Sensor Chart Scenarios","Verify Temperature Sensor checkbox functionality","Verify Temperature Sensor checkbox functionality",""
"failed","Wed Nov 09 03:09:48 UTC 2022","Wed Nov 09 03:09:54 UTC 2022","6296","","Sensor Chart Scenarios","","Sensor Chart Scenarios","Verify shipment details Sensor chart  Tab ‘Scheduled start and end date duration graph","Verify shipment details Sensor chart  Tab ‘Scheduled start and end date duration graph",""
"passed","Wed Nov 09 03:08:55 UTC 2022","Wed Nov 09 03:09:02 UTC 2022","6474","","Create Shipment Scenarios Additional Assertion Part","","Create Shipment Scenarios Additional Assertion Part","Verify Temperature Range Drop Down Display Error Message","Verify Temperature Range Drop Down Display Error Message",""
"failed","Wed Nov 09 03:14:16 UTC 2022","Wed Nov 09 03:14:16 UTC 2022","25","","Timeline","","Timeline","Verify shipment details ‘Timeline’ Tab for Multi trip tracker with atleast one completed trip","Verify shipment details ‘Timeline’ Tab for Multi trip tracker with atleast one completed trip",""
"failed","Wed Nov 09 03:10:13 UTC 2022","Wed Nov 09 03:10:19 UTC 2022","6234","","Sensor Chart Scenarios","","Sensor Chart Scenarios","Verify Shipment details Sensor chart Min/Max chart values hyperlink functionality","Verify Shipment details Sensor chart Min/Max chart values hyperlink functionality",""
"passed","Wed Nov 09 03:12:23 UTC 2022","Wed Nov 09 03:12:48 UTC 2022","25267","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","Verify Form Filling Functionality After Reset","Verify Form Filling Functionality After Reset",""
