"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Oct 27 04:06:52 UTC 2022","Thu Oct 27 04:06:52 UTC 2022","271","","Track Your Shipment - Authorized User","","Track Your Shipment - Authorized User","Verify default Distance is displayed","Verify default Distance is displayed",""
"passed","Thu Oct 27 04:18:08 UTC 2022","Thu Oct 27 04:18:09 UTC 2022","1243","","List Shipments - View","","List Shipments - View","Verify default column is selected","Verify default column is selected",""
"passed","Thu Oct 27 04:06:43 UTC 2022","Thu Oct 27 04:06:44 UTC 2022","1601","","Track Your Shipment - Authorized User","","Track Your Shipment - Authorized User","Verify Multiple tracker is displayed in hybrid view, when user click on GO button","Verify Multiple tracker is displayed in hybrid view, when user click on GO button",""
"passed","Thu Oct 27 04:04:21 UTC 2022","Thu Oct 27 04:04:26 UTC 2022","4637","","Validate Create Shipment Page","","Validate Create Shipment Page","Verify Create Shipment popup, when user clicks on createshipment button","Verify Create Shipment popup, when user clicks on createshipment button",""
"passed","Thu Oct 27 04:03:40 UTC 2022","Thu Oct 27 04:03:40 UTC 2022","247","","Verify Filters under list view","","Verify Filters under list view","Verify main filter pop is disappeared","Verify main filter pop is disappeared",""
"passed","Thu Oct 27 04:18:57 UTC 2022","Thu Oct 27 04:19:01 UTC 2022","3656","","List Shipments - Filters","","List Shipments - Filters","Verify destination filter column","Verify destination filter column",""
"passed","Thu Oct 27 04:07:53 UTC 2022","Thu Oct 27 04:07:59 UTC 2022","5872","","Locale Navigation","","Locale Navigation","Verify the cookie is ja when ""Japanese"" is clicked and Japanese tokens are displayed","Verify the cookie is ja when ""Japanese"" is clicked and Japanese tokens are displayed",""
"passed","Thu Oct 27 04:19:44 UTC 2022","Thu Oct 27 04:19:45 UTC 2022","141","","Sign In Scenarios","","Sign In Scenarios","Verify  Password Image icon should be displayed.","Verify  Password Image icon should be displayed.",""
"passed","Thu Oct 27 04:04:28 UTC 2022","Thu Oct 27 04:04:34 UTC 2022","5443","","Validate Create Shipment Page","","Validate Create Shipment Page","Verify Validation message , when user passes the blank data and submit","Verify Validation message , when user passes the blank data and submit",""
"passed","Thu Oct 27 04:17:50 UTC 2022","Thu Oct 27 04:17:53 UTC 2022","2542","","List Shipments - View","","List Shipments - View","Verify Last Reported Location Column","Verify Last Reported Location Column",""
"passed","Thu Oct 27 04:24:35 UTC 2022","Thu Oct 27 04:24:35 UTC 2022","340","","Show Route","","Show Route","Verify ""start Time"" day is prepopulated based on the shipment details of the tracker","Verify ""start Time"" day is prepopulated based on the shipment details of the tracker",""
"passed","Thu Oct 27 04:24:57 UTC 2022","Thu Oct 27 04:25:02 UTC 2022","5428","","Show Route","","Show Route","Verify play button text is displayed on fast mode","Verify play button text is displayed on fast mode",""
"passed","Thu Oct 27 04:19:44 UTC 2022","Thu Oct 27 04:19:44 UTC 2022","257","","Sign In Scenarios","","Sign In Scenarios","Verify Username Mandatory alert message should be displayed","Verify Username Mandatory alert message should be displayed",""
"passed","Thu Oct 27 04:08:00 UTC 2022","Thu Oct 27 04:08:05 UTC 2022","4414","","Locale Navigation","","Locale Navigation","Verify user is able to switch language from hamburger menu","Verify user is able to switch language from hamburger menu",""
"passed","Thu Oct 27 04:18:09 UTC 2022","Thu Oct 27 04:18:14 UTC 2022","4284","","List Shipments - View","","List Shipments - View","Verify no record should be displayed below the search field","Verify no record should be displayed below the search field",""
"failed","Thu Oct 27 04:06:53 UTC 2022","Thu Oct 27 04:06:57 UTC 2022","3755","","Track Your Shipment - Authorized User","","Track Your Shipment - Authorized User","Verify settings functionality","Verify settings functionality",""
"passed","Thu Oct 27 04:05:09 UTC 2022","Thu Oct 27 04:05:09 UTC 2022","291","","Validate Create Shipment Page","","Validate Create Shipment Page","Verify co2 sensor range validation message is displayed","Verify co2 sensor range validation message is displayed",""
"passed","Thu Oct 27 04:16:43 UTC 2022","Thu Oct 27 04:16:44 UTC 2022","225","","Split details","","Split details","Verify ST progress status details Dropdown should be opened with list of options","Verify ST progress status details Dropdown should be opened with list of options",""
"passed","Thu Oct 27 04:06:23 UTC 2022","Thu Oct 27 04:06:36 UTC 2022","13124","","Track Your Shipment - Authorized User","","Track Your Shipment - Authorized User","Verify timezone should be displayed in user credential header","Verify timezone should be displayed in user credential header",""
"passed","Thu Oct 27 04:20:35 UTC 2022","Thu Oct 27 04:20:35 UTC 2022","204","","Sign In And Customer Selection","","Sign In And Customer Selection","Verify [Confirm Password] under change password on blank data","Verify [Confirm Password] under change password on blank data",""
"passed","Thu Oct 27 04:25:46 UTC 2022","Thu Oct 27 04:25:50 UTC 2022","4076","","Manage Customer Dashboard","","Manage Customer Dashboard","Verify by default Assign Dashboard is not visible","Verify by default Assign Dashboard is not visible",""
"passed","Thu Oct 27 04:24:00 UTC 2022","Thu Oct 27 04:24:01 UTC 2022","175","","Map View - Scenarios","","Map View - Scenarios","Validate current location is displayed, when user clicks on View Current Location","Validate current location is displayed, when user clicks on View Current Location",""
"passed","Thu Oct 27 04:21:57 UTC 2022","Thu Oct 27 04:22:00 UTC 2022","3227","","Schedule Reports","","Schedule Reports","Verify close functionality, schedule reports should be displayed","Verify close functionality, schedule reports should be displayed",""
"failed","Thu Oct 27 04:20:36 UTC 2022","Thu Oct 27 04:20:36 UTC 2022","268","","Sign In And Customer Selection","","Sign In And Customer Selection","Verify [Confirm Password] error message under change password when password donot match","Verify [Confirm Password] error message under change password when password donot match",""
"passed","Thu Oct 27 04:15:53 UTC 2022","Thu Oct 27 04:16:01 UTC 2022","7144","","Historical - Additional Filters","","Historical - Additional Filters","Verify dropdown value should be able to populate the values based on the inputs [Temperature Ranges]","Verify dropdown value should be able to populate the values based on the inputs [Temperature Ranges]",""
"passed","Thu Oct 27 04:03:29 UTC 2022","Thu Oct 27 04:03:30 UTC 2022","403","","Verify Filters under list view","","Verify Filters under list view","Verify time period dropdown check","Verify time period dropdown check",""
"passed","Thu Oct 27 04:16:44 UTC 2022","Thu Oct 27 04:16:45 UTC 2022","1199","","Split details","","Split details","Verify Details dropdown options for tracker with Completed status for MT tracker","Verify Details dropdown options for tracker with Completed status for MT tracker",""
"passed","Thu Oct 27 04:23:51 UTC 2022","Thu Oct 27 04:23:52 UTC 2022","362","","Map View - Scenarios","","Map View - Scenarios","Verify ""Zoom In"" Button is enabled by default","Verify ""Zoom In"" Button is enabled by default",""
