"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 02 04:07:40 UTC 2022","Wed Nov 02 04:07:40 UTC 2022","725","","Locale Navigation","","Locale Navigation","Verify 14 Language buttons available","Verify 14 Language buttons available",""
"passed","Wed Nov 02 04:07:15 UTC 2022","Wed Nov 02 04:07:18 UTC 2022","3745","","Track Your Shipment - Authorized User","","Track Your Shipment - Authorized User","Verify Multiple tracker is displayed in hybrid view, when user click on GO button","Verify Multiple tracker is displayed in hybrid view, when user click on GO button",""
"passed","Wed Nov 02 04:06:17 UTC 2022","Wed Nov 02 04:06:24 UTC 2022","7608","","Validate Create Shipment Page","","Validate Create Shipment Page","Verify Add New Stop With Air Fright Selection Edit Function","Verify Add New Stop With Air Fright Selection Edit Function",""
"passed","Wed Nov 02 04:21:06 UTC 2022","Wed Nov 02 04:21:07 UTC 2022","198","","Sign In Scenarios","","Sign In Scenarios","Verify ""[I agree to Emerson] field default selection checkbox is unchecked""","Verify ""[I agree to Emerson] field default selection checkbox is unchecked""",""
"passed","Wed Nov 02 04:06:24 UTC 2022","Wed Nov 02 04:06:25 UTC 2022","386","","Validate Create Shipment Page","","Validate Create Shipment Page","Verify shipment template dropdown value is displayed","Verify shipment template dropdown value is displayed",""
"passed","Wed Nov 02 04:28:28 UTC 2022","Wed Nov 02 04:28:28 UTC 2022","190","","Map View - Scenarios","","Map View - Scenarios","Validate clustered icon is displayed","Validate clustered icon is displayed",""
"passed","Wed Nov 02 04:20:40 UTC 2022","Wed Nov 02 04:20:44 UTC 2022","4430","","Track Your Shipment - Unauthorized User","","Track Your Shipment - Unauthorized User","Verify validation message should be displayed, when user enters invalid data","Verify validation message should be displayed, when user enters invalid data",""
"passed","Wed Nov 02 04:20:20 UTC 2022","Wed Nov 02 04:20:24 UTC 2022","3849","","List Shipments - Filters","","List Shipments - Filters","Verify carrier filter column","Verify carrier filter column",""
"passed","Wed Nov 02 04:29:56 UTC 2022","Wed Nov 02 04:29:56 UTC 2022","789","","Show Route","","Show Route","Verify Map view icon label","Verify Map view icon label",""
"passed","Wed Nov 02 04:28:19 UTC 2022","Wed Nov 02 04:28:20 UTC 2022","547","","Map View - Scenarios","","Map View - Scenarios","Verify ""Refresh"" Button is disabled by default","Verify ""Refresh"" Button is disabled by default",""
"passed","Wed Nov 02 04:22:00 UTC 2022","Wed Nov 02 04:22:00 UTC 2022","295","","Sign In And Customer Selection","","Sign In And Customer Selection","Verify [Confirm Password] under change password on blank data","Verify [Confirm Password] under change password on blank data",""
"passed","Wed Nov 02 04:05:13 UTC 2022","Wed Nov 02 04:05:19 UTC 2022","5526","","Validate Create Shipment Page","","Validate Create Shipment Page","Verify Add New Temperature sensor Range With Valid Data Passing","Verify Add New Temperature sensor Range With Valid Data Passing",""
"passed","Wed Nov 02 04:21:08 UTC 2022","Wed Nov 02 04:21:09 UTC 2022","749","","Sign In Scenarios","","Sign In Scenarios","Verify sign in validation message should be displayed","Verify sign in validation message should be displayed",""
"passed","Wed Nov 02 04:30:20 UTC 2022","Wed Nov 02 04:30:20 UTC 2022","150","","Manage Customer Dashboard","","Manage Customer Dashboard","Verify Customer dashboard setting title header should be displayed","Verify Customer dashboard setting title header should be displayed",""
"passed","Wed Nov 02 04:04:13 UTC 2022","Wed Nov 02 04:04:16 UTC 2022","3327","","Verify Filters under list view","","Verify Filters under list view","Verify apply button functionality","Verify apply button functionality",""
"passed","Wed Nov 02 04:03:47 UTC 2022","Wed Nov 02 04:03:49 UTC 2022","1806","","Verify Filters under list view","","Verify Filters under list view","Verify [Serial Number] functionality when user enter valid inputs 1","Verify [Serial Number] functionality when user enter valid inputs 1",""
"failed","Wed Nov 02 04:16:11 UTC 2022","Wed Nov 02 04:16:17 UTC 2022","5537","","Historical Search","","Historical Search","Verify pending status should be populated in the grid","Verify pending status should be populated in the grid",""
"passed","Wed Nov 02 04:19:15 UTC 2022","Wed Nov 02 04:19:18 UTC 2022","2917","","List Shipments - View","","List Shipments - View","Verify Notes Column","Verify Notes Column",""
"passed","Wed Nov 02 04:07:27 UTC 2022","Wed Nov 02 04:07:27 UTC 2022","332","","Track Your Shipment - Authorized User","","Track Your Shipment - Authorized User","Verify default Distance is displayed","Verify default Distance is displayed",""
"passed","Wed Nov 02 04:19:24 UTC 2022","Wed Nov 02 04:19:25 UTC 2022","1743","","List Shipments - View","","List Shipments - View","Verify default column is selected","Verify default column is selected",""
