"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Nov 14 04:15:21 UTC 2022","Mon Nov 14 04:15:21 UTC 2022","140","","Validate Create Shipment Page","","Validate Create Shipment Page","Verify humidity dropdown functionality","Verify humidity dropdown functionality",""
"passed","Mon Nov 14 04:15:32 UTC 2022","Mon Nov 14 04:15:32 UTC 2022","470","","Validate Create Shipment Page","","Validate Create Shipment Page","Verify Never activated trackers appears in Grey and referred as Inactive Serials#","Verify Never activated trackers appears in Grey and referred as Inactive Serials#",""
"passed","Mon Nov 14 04:31:12 UTC 2022","Mon Nov 14 04:31:12 UTC 2022","266","","Schedule Reports","","Schedule Reports","Verify Field validation message on click on schedule report button","Verify Field validation message on click on schedule report button",""
"failed","Mon Nov 14 04:15:28 UTC 2022","Mon Nov 14 04:15:28 UTC 2022","127","","Validate Create Shipment Page","","Validate Create Shipment Page","Verify Add stop functionality without Air Frieght","Verify Add stop functionality without Air Frieght",""
"passed","Mon Nov 14 04:29:03 UTC 2022","Mon Nov 14 04:29:03 UTC 2022","153","","Sign In Scenarios","","Sign In Scenarios","Verify  Username Image icon should be displayed.","Verify  Username Image icon should be displayed.",""
"passed","Mon Nov 14 04:24:42 UTC 2022","Mon Nov 14 04:24:47 UTC 2022","5191","","Historical Search","","Historical Search","Verify in Progress status should be populated in the grid","Verify in Progress status should be populated in the grid",""
"passed","Mon Nov 14 04:36:58 UTC 2022","Mon Nov 14 04:36:59 UTC 2022","835","","Scoreboards","","Scoreboards","Verify and click  ""Manage Dashboard"" link on top right corner","Verify and click  ""Manage Dashboard"" link on top right corner",""
"passed","Mon Nov 14 04:10:18 UTC 2022","Mon Nov 14 04:10:19 UTC 2022","1234","","Management","","Management","Verify Humidity dropdown on shipment template screen","Verify Humidity dropdown on shipment template screen",""
"passed","Mon Nov 14 04:17:11 UTC 2022","Mon Nov 14 04:17:16 UTC 2022","4780","","Locale Navigation","","Locale Navigation","Verify the cookie is ko when ""Korean"" is clicked and Korean tokens are displayed","Verify the cookie is ko when ""Korean"" is clicked and Korean tokens are displayed",""
"passed","Mon Nov 14 04:16:20 UTC 2022","Mon Nov 14 04:16:20 UTC 2022","314","","Track Your Shipment - Authorized User","","Track Your Shipment - Authorized User","Verify list view button should be displayed","Verify list view button should be displayed",""
"failed","Mon Nov 14 04:41:41 UTC 2022","Mon Nov 14 04:41:42 UTC 2022","129","","Alerts Summary","","Alerts Summary","Verify Records counts for Alerts Summary tab under Shipment details","Verify Records counts for Alerts Summary tab under Shipment details",""
"passed","Mon Nov 14 04:10:27 UTC 2022","Mon Nov 14 04:10:29 UTC 2022","2356","","Management","","Management","Verify CO2 dropdown on shipment template screen1","Verify CO2 dropdown on shipment template screen1",""
"failed","Mon Nov 14 04:15:16 UTC 2022","Mon Nov 14 04:15:17 UTC 2022","1215","","Validate Create Shipment Page","","Validate Create Shipment Page","Verify create new location fields for destination disabled and error message is displayed","Verify create new location fields for destination disabled and error message is displayed",""
"passed","Mon Nov 14 04:24:52 UTC 2022","Mon Nov 14 04:24:58 UTC 2022","5228","","Historical Search","","Historical Search","Verify completed status should be populated in the grid","Verify completed status should be populated in the grid",""
"passed","Mon Nov 14 04:26:31 UTC 2022","Mon Nov 14 04:26:31 UTC 2022","615","","Split details","","Split details","Verify Details dropdown options for tracker with Pending status for ST tracker","Verify Details dropdown options for tracker with Pending status for ST tracker",""
