"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 09 03:07:05 UTC 2023","Mon Jan 09 03:07:25 UTC 2023","20123","","Hamburger Menu - Links Navigation","","Hamburger Menu - Links Navigation","Verify Import locations allows location deletion with Location ID and DELETE True in imported file","Verify Import locations allows location deletion with Location ID and DELETE True in imported file",""
"passed","Mon Jan 09 03:10:09 UTC 2023","Mon Jan 09 03:10:10 UTC 2023","380","","Verify Close Shipment Functionality","","Verify Close Shipment Functionality","Verify Details Link To Be Displayed and Split It","Verify Details Link To Be Displayed and Split It",""
"passed","Mon Jan 09 03:06:22 UTC 2023","Mon Jan 09 03:06:35 UTC 2023","13205","","Hamburger Menu - Links Navigation","","Hamburger Menu - Links Navigation","Verify Training Centre","Verify Training Centre",""
"passed","Mon Jan 09 03:10:39 UTC 2023","Mon Jan 09 03:10:39 UTC 2023","379","","Verify Timeline Tab For Multiple Shipments","","Verify Timeline Tab For Multiple Shipments","Verify View Current Location Tab For Completed Shipment Status","Verify View Current Location Tab For Completed Shipment Status",""
"failed","Mon Jan 09 03:09:36 UTC 2023","Mon Jan 09 03:09:38 UTC 2023","2264","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","Verify ""Secondary DB"" Create Shipment Form With Copy From Drop Down ","Verify ""Secondary DB"" Create Shipment Form With Copy From Drop Down ",""
"passed","Mon Jan 09 03:16:29 UTC 2023","Mon Jan 09 03:17:07 UTC 2023","38025","","Close shipment","","Close shipment","Deleted tracker Close Shipment Screen","Deleted tracker Close Shipment Screen",""
"failed","Mon Jan 09 03:10:45 UTC 2023","Mon Jan 09 03:10:46 UTC 2023","1436","","Verify Timeline Tab For Multiple Shipments","","Verify Timeline Tab For Multiple Shipments","Verify shipment details ‘Timeline’ Tab with Completed Status For Single Trip Tracker And Status Should Be Not Assigned","Verify shipment details ‘Timeline’ Tab with Completed Status For Single Trip Tracker And Status Should Be Not Assigned",""
"passed","Mon Jan 09 03:11:10 UTC 2023","Mon Jan 09 03:11:11 UTC 2023","692","","Create Shipment Scenarios Additional Assertion Part","","Create Shipment Scenarios Additional Assertion Part","Verify Create Shipment Button on header and click","Verify Create Shipment Button on header and click",""
"failed","Mon Jan 09 03:09:38 UTC 2023","Mon Jan 09 03:09:38 UTC 2023","187","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","Verify shipment template checkbox In Create Shipment Form on secondary DB","Verify shipment template checkbox In Create Shipment Form on secondary DB",""
"failed","Mon Jan 09 03:13:17 UTC 2023","Mon Jan 09 03:13:24 UTC 2023","6301","","Sensor Chart Scenarios","","Sensor Chart Scenarios","Verify Temperature Sensor checkbox functionality","Verify Temperature Sensor checkbox functionality",""
"passed","Mon Jan 09 03:10:01 UTC 2023","Mon Jan 09 03:10:09 UTC 2023","8620","","Verify Close Shipment Functionality","","Verify Close Shipment Functionality","Verify Quick Search For Close Function","Verify Quick Search For Close Function",""
"passed","Mon Jan 09 03:59:31 UTC 2023","Mon Jan 09 03:59:31 UTC 2023","685","","Timeline","","Timeline","Click on Origin","Click on Origin",""
"failed","Mon Jan 09 03:59:32 UTC 2023","Mon Jan 09 03:59:32 UTC 2023","342","","Timeline","","Timeline","Verify Shipment details closed pop up","Verify Shipment details closed pop up",""
"passed","Mon Jan 09 03:15:33 UTC 2023","Mon Jan 09 03:15:33 UTC 2023","582","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","Verify Reset Function","Verify Reset Function",""
"passed","Mon Jan 09 03:08:54 UTC 2023","Mon Jan 09 03:08:59 UTC 2023","5644","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","Verify ""Primary DB""Create Shipment Button on header and click","Verify ""Primary DB""Create Shipment Button on header and click",""
"passed","Mon Jan 09 03:15:19 UTC 2023","Mon Jan 09 03:15:19 UTC 2023","221","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","Verify and click on submit button verify validation messages","Verify and click on submit button verify validation messages",""
"failed","Mon Jan 09 03:10:44 UTC 2023","Mon Jan 09 03:10:44 UTC 2023","860","","Verify Timeline Tab For Multiple Shipments","","Verify Timeline Tab For Multiple Shipments","Verify shipment details ‘Timeline’ Tab with Completed Status For Multi Trip Tracker And Status Should Be Pending","Verify shipment details ‘Timeline’ Tab with Completed Status For Multi Trip Tracker And Status Should Be Pending",""
"passed","Mon Jan 09 03:15:33 UTC 2023","Mon Jan 09 03:15:58 UTC 2023","24805","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","Verify Form Filling Functionality After Reset","Verify Form Filling Functionality After Reset",""
"failed","Mon Jan 09 03:09:35 UTC 2023","Mon Jan 09 03:09:36 UTC 2023","1189","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","Verify Create Shipment Button on header and click","Verify Create Shipment Button on header and click",""
"failed","Mon Jan 09 03:13:24 UTC 2023","Mon Jan 09 03:13:30 UTC 2023","6319","","Sensor Chart Scenarios","","Sensor Chart Scenarios","Verify Shipments drop down functionality","Verify Shipments drop down functionality",""
"failed","Mon Jan 09 03:09:38 UTC 2023","Mon Jan 09 03:09:38 UTC 2023","138","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","Verify Newly Created Shipment pull functionality in list view and Delete It","Verify Newly Created Shipment pull functionality in list view and Delete It",""
"failed","Mon Jan 09 03:10:44 UTC 2023","Mon Jan 09 03:10:45 UTC 2023","323","","Verify Timeline Tab For Multiple Shipments","","Verify Timeline Tab For Multiple Shipments","Verify Close Form Function","Verify Close Form Function",""
