"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Oct 12 04:11:53 UTC 2022","Wed Oct 12 04:11:53 UTC 2022","152","","Management","","Management","Verify Create a new location from Add Location page with Valid data","Verify Create a new location from Add Location page with Valid data",""
"passed","Wed Oct 12 04:04:01 UTC 2022","Wed Oct 12 04:04:01 UTC 2022","247","","Verify Filters under list view","","Verify Filters under list view","Verify close button functionality","Verify close button functionality",""
"passed","Wed Oct 12 04:27:45 UTC 2022","Wed Oct 12 04:27:48 UTC 2022","2583","","List Shipments - View","","List Shipments - View","Verify Serial number Column","Verify Serial number Column",""
"passed","Wed Oct 12 04:36:11 UTC 2022","Wed Oct 12 04:36:11 UTC 2022","474","","Verify Route Deviation","","Verify Route Deviation","Verify Route Deviation Screen","Verify Route Deviation Screen",""
"failed","Wed Oct 12 04:30:28 UTC 2022","Wed Oct 12 04:30:37 UTC 2022","9166","","Sign In And Customer Selection","","Sign In And Customer Selection","Verify updation of customer in header","Verify updation of customer in header",""
"passed","Wed Oct 12 04:37:36 UTC 2022","Wed Oct 12 04:37:36 UTC 2022","282","","Show Route","","Show Route","Verify Replay Traxx button should be displayed","Verify Replay Traxx button should be displayed",""
"passed","Wed Oct 12 04:37:31 UTC 2022","Wed Oct 12 04:37:33 UTC 2022","1305","","Show Route","","Show Route","Verify show Geo fence is displayed, when user checks the checkbox","Verify show Geo fence is displayed, when user checks the checkbox",""
"passed","Wed Oct 12 04:16:04 UTC 2022","Wed Oct 12 04:16:05 UTC 2022","307","","Track Your Shipment - Authorized User","","Track Your Shipment - Authorized User","Verify setting icon is displayed and enabled","Verify setting icon is displayed and enabled",""
"passed","Wed Oct 12 04:13:57 UTC 2022","Wed Oct 12 04:13:59 UTC 2022","2223","","Management","","Management","Verify Delete Button","Verify Delete Button",""
"passed","Wed Oct 12 04:14:25 UTC 2022","Wed Oct 12 04:14:29 UTC 2022","4666","","Management","","Management","Verify Add Stop Button To Be Displayed And Select Stop For Multiple Stops","Verify Add Stop Button To Be Displayed And Select Stop For Multiple Stops",""
"passed","Wed Oct 12 04:06:15 UTC 2022","Wed Oct 12 04:06:23 UTC 2022","8848","","Management","","Management","Verify validation message on find address","Verify validation message on find address",""
"passed","Wed Oct 12 04:05:58 UTC 2022","Wed Oct 12 04:06:15 UTC 2022","16248","","Management","","Management","Verify latitude For Find Address","Verify latitude For Find Address",""
"failed","Wed Oct 12 04:40:14 UTC 2022","Wed Oct 12 04:40:21 UTC 2022","7181","","Training Center - Mandated Programs","","Training Center - Mandated Programs","Verify chickfil PDF is displayed","Verify chickfil PDF is displayed",""
"passed","Wed Oct 12 04:04:38 UTC 2022","Wed Oct 12 04:04:41 UTC 2022","2733","","Management","","Management","Verify Management Sub Menu present in Hamburger Menu","Verify Management Sub Menu present in Hamburger Menu",""
"passed","Wed Oct 12 04:35:22 UTC 2022","Wed Oct 12 04:35:50 UTC 2022","28345","","Schedule Reports - Table","","Schedule Reports - Table","Verify ""In progress Shipment"" Report template","Verify ""In progress Shipment"" Report template",""
"passed","Wed Oct 12 04:11:40 UTC 2022","Wed Oct 12 04:11:41 UTC 2022","171","","Management","","Management","Verify Create New Sensor Range functionality Mandatory Information","Verify Create New Sensor Range functionality Mandatory Information",""
"failed","Wed Oct 12 04:11:53 UTC 2022","Wed Oct 12 04:11:55 UTC 2022","1358","","Management","","Management","Verify Same Location in Origin and Destination Location fields","Verify Same Location in Origin and Destination Location fields",""
"passed","Wed Oct 12 04:04:45 UTC 2022","Wed Oct 12 04:04:47 UTC 2022","2199","","Management","","Management","Verify Edit Locations Screen","Verify Edit Locations Screen",""
"passed","Wed Oct 12 04:37:00 UTC 2022","Wed Oct 12 04:37:01 UTC 2022","474","","Map View - Scenarios","","Map View - Scenarios","Verify ""Zoom out"" action","Verify ""Zoom out"" action",""
"passed","Wed Oct 12 04:03:58 UTC 2022","Wed Oct 12 04:04:01 UTC 2022","3288","","Verify Filters under list view","","Verify Filters under list view","Verify apply button functionality","Verify apply button functionality",""
"passed","Wed Oct 12 04:37:33 UTC 2022","Wed Oct 12 04:37:34 UTC 2022","960","","Show Route","","Show Route","Verify ""Start date "" calendar field is displayed","Verify ""Start date "" calendar field is displayed",""
"passed","Wed Oct 12 04:16:06 UTC 2022","Wed Oct 12 04:16:07 UTC 2022","267","","Track Your Shipment - Authorized User","","Track Your Shipment - Authorized User","Verify default time format is displayed","Verify default time format is displayed",""
"passed","Wed Oct 12 04:03:51 UTC 2022","Wed Oct 12 04:03:54 UTC 2022","2317","","Verify Filters under list view","","Verify Filters under list view","Verify and click filter icon","Verify and click filter icon",""
