"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Dec 26 04:22:45 UTC 2022","Mon Dec 26 04:22:45 UTC 2022","5","","List Shipments - View","","List Shipments - View","Verify View Current Location hyperlink","Verify View Current Location hyperlink",""
"failed","Mon Dec 26 04:22:58 UTC 2022","Mon Dec 26 04:22:58 UTC 2022","5","","Manage Customer Dashboard","","Manage Customer Dashboard","Verify Assign dashboard validation","Verify Assign dashboard validation",""
"failed","Mon Dec 26 04:22:48 UTC 2022","Mon Dec 26 04:22:48 UTC 2022","5","","Track Your Shipment - Unauthorized User","","Track Your Shipment - Unauthorized User","Verify share location button functionality in list view for unauthorized","Verify share location button functionality in list view for unauthorized",""
"failed","Mon Dec 26 04:22:34 UTC 2022","Mon Dec 26 04:22:34 UTC 2022","5","","Live Chat - Authorized","","Live Chat - Authorized","Verify Live Chat button is present, enabled and displayed","Verify Live Chat button is present, enabled and displayed",""
"failed","Mon Dec 26 04:22:58 UTC 2022","Mon Dec 26 04:22:58 UTC 2022","5","","Scoreboards","","Scoreboards","Verify Manage Add Dashboard Functionality","Verify Manage Add Dashboard Functionality",""
"passed","Mon Dec 26 04:19:57 UTC 2022","Mon Dec 26 04:19:58 UTC 2022","484","","Track Your Shipment - Authorized User","","Track Your Shipment - Authorized User","Verify default time zone is displayed","Verify default time zone is displayed",""
"passed","Mon Dec 26 04:11:22 UTC 2022","Mon Dec 26 04:11:23 UTC 2022","254","","Management","","Management","Verify Edit Template and Delete Button Present","Verify Edit Template and Delete Button Present",""
"failed","Mon Dec 26 04:22:34 UTC 2022","Mon Dec 26 04:22:34 UTC 2022","5","","Live Chat - Authorized","","Live Chat - Authorized","Verify Live chatbutton is clicked and Chat window opens in new window and review the page title","Verify Live chatbutton is clicked and Chat window opens in new window and review the page title",""
"passed","Mon Dec 26 04:17:34 UTC 2022","Mon Dec 26 04:17:37 UTC 2022","2598","","Validate Create Shipment Page","","Validate Create Shipment Page","Verify No Temperature information checkbox Functionality","Verify No Temperature information checkbox Functionality",""
"failed","Mon Dec 26 04:22:45 UTC 2022","Mon Dec 26 04:22:45 UTC 2022","5","","List Shipments - View","","List Shipments - View","Verify default column is selected","Verify default column is selected",""
"failed","Mon Dec 26 04:22:45 UTC 2022","Mon Dec 26 04:22:45 UTC 2022","10","","List Shipments - View","","List Shipments - View","Verify default column selection is selected","Verify default column selection is selected",""
"passed","Mon Dec 26 04:11:21 UTC 2022","Mon Dec 26 04:11:22 UTC 2022","1283","","Management","","Management","Verify Shipment Template and Create New Enabled","Verify Shipment Template and Create New Enabled",""
"failed","Mon Dec 26 04:22:58 UTC 2022","Mon Dec 26 04:22:58 UTC 2022","5","","Show Route","","Show Route","Verify close button functionality","Verify close button functionality",""
"failed","Mon Dec 26 04:22:58 UTC 2022","Mon Dec 26 04:22:58 UTC 2022","4","","Scoreboards","","Scoreboards","Verify Selected dashboard should be populated on the dropdown","Verify Selected dashboard should be populated on the dropdown",""
"passed","Mon Dec 26 04:18:41 UTC 2022","Mon Dec 26 04:18:42 UTC 2022","414","","Validate Create Shipment Page","","Validate Create Shipment Page","Verify Add New Stop Validation Message","Verify Add New Stop Validation Message",""
"failed","Mon Dec 26 04:22:58 UTC 2022","Mon Dec 26 04:22:58 UTC 2022","8","","Schedule Reports","","Schedule Reports","Verify Schedule report grid column","Verify Schedule report grid column",""
"passed","Mon Dec 26 04:05:01 UTC 2022","Mon Dec 26 04:05:02 UTC 2022","467","","Verify Filters under list view","","Verify Filters under list view","Verify default status and click on [shipment status] field","Verify default status and click on [shipment status] field",""
"failed","Mon Dec 26 04:23:49 UTC 2022","Mon Dec 26 04:23:49 UTC 2022","71","","Alerts Summary","","Alerts Summary","Verify ‘Alerts Summary' tab in shipment details and verify column headers","Verify ‘Alerts Summary' tab in shipment details and verify column headers",""
"passed","Mon Dec 26 04:12:48 UTC 2022","Mon Dec 26 04:12:50 UTC 2022","1481","","Management","","Management","Verify CO2 dropdown on shipment template screen","Verify CO2 dropdown on shipment template screen",""
"failed","Mon Dec 26 04:23:50 UTC 2022","Mon Dec 26 04:23:50 UTC 2022","7","","Training Center","","Training Center","Verify oversight 2 training page is displayed","Verify oversight 2 training page is displayed",""
"passed","Mon Dec 26 04:08:14 UTC 2022","Mon Dec 26 04:08:23 UTC 2022","9225","","Management","","Management","Verify Address Search on find address","Verify Address Search on find address",""
"failed","Mon Dec 26 04:23:50 UTC 2022","Mon Dec 26 04:23:50 UTC 2022","6","","Shipment Details - Left Pane details","","Shipment Details - Left Pane details","Verify 'List View Details' for 'pending' screen","Verify 'List View Details' for 'pending' screen",""
"failed","Mon Dec 26 04:22:57 UTC 2022","Mon Dec 26 04:22:57 UTC 2022","5","","Sign In And Customer Selection","","Sign In And Customer Selection","Verify customer selection should be updated in header","Verify customer selection should be updated in header",""
"passed","Mon Dec 26 04:18:26 UTC 2022","Mon Dec 26 04:18:29 UTC 2022","2621","","Validate Create Shipment Page","","Validate Create Shipment Page","Verify Add stop functionality without Air Frieght","Verify Add stop functionality without Air Frieght",""
"passed","Mon Dec 26 04:12:31 UTC 2022","Mon Dec 26 04:12:31 UTC 2022","236","","Management","","Management","Verify Create New Sensor Range PopUp Has All Fields","Verify Create New Sensor Range PopUp Has All Fields",""
"failed","Mon Dec 26 04:22:57 UTC 2022","Mon Dec 26 04:22:57 UTC 2022","17","","Schedule Reports","","Schedule Reports","Verify menu to open ""Reports"" should be displayed and enabled","Verify menu to open ""Reports"" should be displayed and enabled",""
"passed","Mon Dec 26 04:12:43 UTC 2022","Mon Dec 26 04:12:44 UTC 2022","277","","Management","","Management","Verify Create New Sensor Range functionality for Humidity All Fields Are Present","Verify Create New Sensor Range functionality for Humidity All Fields Are Present",""
