"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Dec 15 03:06:02 UTC 2022","Thu Dec 15 03:06:05 UTC 2022","3045","","Edit Shipment - In Progress","","Edit Shipment - In Progress","Verify Add New Stop For Edit Shipment","Verify Add New Stop For Edit Shipment",""
"failed","Thu Dec 15 03:12:06 UTC 2022","Thu Dec 15 03:12:06 UTC 2022","225","","Create Shipment Scenarios Additional Assertion Part","","Create Shipment Scenarios Additional Assertion Part","Verify Co2 DropDown Shows Error Message","Verify Co2 DropDown Shows Error Message",""
"failed","Thu Dec 15 03:11:24 UTC 2022","Thu Dec 15 03:11:25 UTC 2022","886","","Verify Timeline Tab For Multiple Shipments","","Verify Timeline Tab For Multiple Shipments","Verify shipment details ‘Timeline’ Tab with Completed Status For Multi Trip Tracker And Status Should Be Pending","Verify shipment details ‘Timeline’ Tab with Completed Status For Multi Trip Tracker And Status Should Be Pending",""
"failed","Thu Dec 15 03:12:56 UTC 2022","Thu Dec 15 03:13:02 UTC 2022","6359","","Sensor Chart Scenarios","","Sensor Chart Scenarios","Verify shipment details Sensor chart  ‘Tab pdf download","Verify shipment details Sensor chart  ‘Tab pdf download",""
"failed","Thu Dec 15 03:59:32 UTC 2022","Thu Dec 15 03:59:32 UTC 2022","325","","Timeline","","Timeline","Verify Shipment details close sensor chart pop up","Verify Shipment details close sensor chart pop up",""
"failed","Thu Dec 15 03:05:40 UTC 2022","Thu Dec 15 03:05:56 UTC 2022","16369","","Edit Shipment - In Progress","","Edit Shipment - In Progress","Verify and Set Tracker Id Into Search Box","Verify and Set Tracker Id Into Search Box",""
"passed","Thu Dec 15 03:07:25 UTC 2022","Thu Dec 15 03:07:43 UTC 2022","18257","","Hamburger Menu - Links Navigation","","Hamburger Menu - Links Navigation","Verify Import locations allows location deletion with Location ID and DELETE True in imported file","Verify Import locations allows location deletion with Location ID and DELETE True in imported file",""
"failed","Thu Dec 15 03:14:37 UTC 2022","Thu Dec 15 03:14:38 UTC 2022","1078","","Create Shipment from Shipment Details - Left Pane","","Create Shipment from Shipment Details - Left Pane","Verify 'List View Details' screen","Verify 'List View Details' screen",""
"failed","Thu Dec 15 03:17:50 UTC 2022","Thu Dec 15 03:17:51 UTC 2022","1535","","Timeline","","Timeline","Verify shipment details ‘Timeline’ Tab for Single trip/Multi trip tracker with not assigned  status","Verify shipment details ‘Timeline’ Tab for Single trip/Multi trip tracker with not assigned  status",""
"passed","Thu Dec 15 03:10:42 UTC 2022","Thu Dec 15 03:10:43 UTC 2022","450","","Verify Close Shipment Functionality","","Verify Close Shipment Functionality","Verify Details Link To Be Displayed and Split It","Verify Details Link To Be Displayed and Split It",""
"passed","Thu Dec 15 03:08:27 UTC 2022","Thu Dec 15 03:08:59 UTC 2022","31927","","Verify Push Functionality","","Verify Push Functionality","Verify Push Functionality on primary DB","Verify Push Functionality on primary DB",""
"passed","Thu Dec 15 03:06:59 UTC 2022","Thu Dec 15 03:07:07 UTC 2022","7806","","Hamburger Menu - Links Navigation","","Hamburger Menu - Links Navigation","Verify Switch To China Menu","Verify Switch To China Menu",""
"failed","Thu Dec 15 03:59:35 UTC 2022","Thu Dec 15 03:59:35 UTC 2022","510","","Timeline","","Timeline","Click on Destination","Click on Destination",""
"failed","Thu Dec 15 03:12:50 UTC 2022","Thu Dec 15 03:12:56 UTC 2022","6375","","Sensor Chart Scenarios","","Sensor Chart Scenarios","Verify shipment details Sensor chart  Tab ‘Scheduled start and end date duration graph","Verify shipment details Sensor chart  Tab ‘Scheduled start and end date duration graph",""
"failed","Thu Dec 15 03:17:52 UTC 2022","Thu Dec 15 03:59:32 UTC 2022","2500204","","Timeline","","Timeline","Verify shipment details ‘Timeline’ Tab for Single trip tracker with In progress status","Verify shipment details ‘Timeline’ Tab for Single trip tracker with In progress status",""
"failed","Thu Dec 15 03:16:07 UTC 2022","Thu Dec 15 03:16:09 UTC 2022","2384","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","Verify Newly Created Shipment Able to Find Or Not And Make Delete Action on it","Verify Newly Created Shipment Able to Find Or Not And Make Delete Action on it",""
"passed","Thu Dec 15 03:17:35 UTC 2022","Thu Dec 15 03:17:45 UTC 2022","10282","","Timeline","","Timeline","Verify shipment details ""Timeline"" Tab with Completed Status","Verify shipment details ""Timeline"" Tab with Completed Status",""
"passed","Thu Dec 15 03:59:34 UTC 2022","Thu Dec 15 03:59:35 UTC 2022","671","","Timeline","","Timeline","Click on Origin","Click on Origin",""
"passed","Thu Dec 15 03:07:43 UTC 2022","Thu Dec 15 03:08:06 UTC 2022","22891","","Hamburger Menu - Links Navigation","","Hamburger Menu - Links Navigation","Verify import locations functionality with duplicate locations records with location id and delete is null","Verify import locations functionality with duplicate locations records with location id and delete is null",""
