"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 25 04:17:53 UTC 2022","Tue Oct 25 04:17:53 UTC 2022","496","","List Shipments - View","","List Shipments - View","Verify the Columns in the ""List View"" table","Verify the Columns in the ""List View"" table",""
"passed","Tue Oct 25 04:14:27 UTC 2022","Tue Oct 25 04:14:27 UTC 2022","128","","Historical Shipments","","Historical Shipments","Verify Details dropdown options for tracker with Activated not Assigned status for ST tracker","Verify Details dropdown options for tracker with Activated not Assigned status for ST tracker",""
"passed","Tue Oct 25 04:23:50 UTC 2022","Tue Oct 25 04:24:18 UTC 2022","28452","","Schedule Reports - Table","","Schedule Reports - Table","Verify ""Trip Stop Summary Extended"" Report template","Verify ""Trip Stop Summary Extended"" Report template",""
"passed","Tue Oct 25 04:28:02 UTC 2022","Tue Oct 25 04:28:02 UTC 2022","426","","Show Route","","Show Route","Verify start date field is cleared out","Verify start date field is cleared out",""
"passed","Tue Oct 25 04:07:31 UTC 2022","Tue Oct 25 04:07:36 UTC 2022","5299","","Locale Navigation","","Locale Navigation","Verify the cookie is fr when ""French"" is clicked and French tokens are displayed","Verify the cookie is fr when ""French"" is clicked and French tokens are displayed",""
"failed","Tue Oct 25 04:19:56 UTC 2022","Tue Oct 25 04:19:56 UTC 2022","361","","Track Your Shipment - Unauthorized User","","Track Your Shipment - Unauthorized User","Verify settings functionality","Verify settings functionality",""
"passed","Tue Oct 25 04:26:33 UTC 2022","Tue Oct 25 04:26:46 UTC 2022","13406","","Verify Route Deviation","","Verify Route Deviation","Verify route deviation functionality","Verify route deviation functionality",""
"passed","Tue Oct 25 04:03:25 UTC 2022","Tue Oct 25 04:03:27 UTC 2022","2304","","Verify Filters under list view","","Verify Filters under list view","Verify and click filter icon","Verify and click filter icon",""
"passed","Tue Oct 25 04:20:26 UTC 2022","Tue Oct 25 04:20:30 UTC 2022","4350","","Sign In Scenarios","","Sign In Scenarios","Verify popup should be displayed on valid input on clicking of submit button","Verify popup should be displayed on valid input on clicking of submit button",""
"passed","Tue Oct 25 04:04:19 UTC 2022","Tue Oct 25 04:04:21 UTC 2022","2327","","Validate Create Shipment Page","","Validate Create Shipment Page","Verify No Temperature information checkbox Functionality","Verify No Temperature information checkbox Functionality",""
"passed","Tue Oct 25 04:11:18 UTC 2022","Tue Oct 25 04:11:18 UTC 2022","132","","Live Chat - Authorized","","Live Chat - Authorized","Verify User waits for customer list page and Live Chat button to appear","Verify User waits for customer list page and Live Chat button to appear",""
"passed","Tue Oct 25 04:05:07 UTC 2022","Tue Oct 25 04:05:10 UTC 2022","2426","","Validate Create Shipment Page","","Validate Create Shipment Page","Verify Add stop functionality without Air Frieght","Verify Add stop functionality without Air Frieght",""
"failed","Tue Oct 25 04:28:07 UTC 2022","Tue Oct 25 04:28:10 UTC 2022","3025","","Show Route","","Show Route","Verify end date validation message, when user enters start date greater than end date","Verify end date validation message, when user enters start date greater than end date",""
"passed","Tue Oct 25 04:17:24 UTC 2022","Tue Oct 25 04:17:26 UTC 2022","1894","","Split details","","Split details","Verify sensor ranges popup page is displayed","Verify sensor ranges popup page is displayed",""
"passed","Tue Oct 25 04:27:11 UTC 2022","Tue Oct 25 04:27:12 UTC 2022","279","","Map View - Scenarios","","Map View - Scenarios","Verify ""Zoom out"" Button is enabled by default","Verify ""Zoom out"" Button is enabled by default",""
"passed","Tue Oct 25 04:03:30 UTC 2022","Tue Oct 25 04:03:30 UTC 2022","436","","Verify Filters under list view","","Verify Filters under list view","Verify dropdown value [Temperature Ranges] should be able to populate the values based on the inputs","Verify dropdown value [Temperature Ranges] should be able to populate the values based on the inputs",""
"passed","Tue Oct 25 04:03:22 UTC 2022","Tue Oct 25 04:03:23 UTC 2022","975","","Verify Filters under list view","","Verify Filters under list view","Verify and click on hyperlink containing text with historical to view tracker more than 90 days and no data available","Verify and click on hyperlink containing text with historical to view tracker more than 90 days and no data available",""
"passed","Tue Oct 25 04:25:43 UTC 2022","Tue Oct 25 04:26:11 UTC 2022","28290","","Schedule Reports - Table","","Schedule Reports - Table","Verify ""In progress Shipment"" Report template","Verify ""In progress Shipment"" Report template",""
"passed","Tue Oct 25 04:03:23 UTC 2022","Tue Oct 25 04:03:25 UTC 2022","2000","","Verify Filters under list view","","Verify Filters under list view","Verify hyperlink grid is displayed","Verify hyperlink grid is displayed",""
"passed","Tue Oct 25 04:03:10 UTC 2022","Tue Oct 25 04:03:11 UTC 2022","964","","Verify Filters under list view","","Verify Filters under list view","Verify [Shipment Name] functionality when user enter valid inputs","Verify [Shipment Name] functionality when user enter valid inputs",""
"passed","Tue Oct 25 04:07:53 UTC 2022","Tue Oct 25 04:07:53 UTC 2022","778","","Locale Navigation","","Locale Navigation","Verify locale selection map icon is visible and enabled","Verify locale selection map icon is visible and enabled",""
"passed","Tue Oct 25 04:29:38 UTC 2022","Tue Oct 25 04:29:39 UTC 2022","250","","Scoreboards","","Scoreboards","Verify ""Dashboard Name Required"" Error message should be displayed","Verify ""Dashboard Name Required"" Error message should be displayed",""
"passed","Tue Oct 25 04:19:41 UTC 2022","Tue Oct 25 04:19:42 UTC 2022","296","","Track Your Shipment - Unauthorized User","","Track Your Shipment - Unauthorized User","Verify Error message should be displayed, when user enters blank data","Verify Error message should be displayed, when user enters blank data",""
"passed","Tue Oct 25 04:03:30 UTC 2022","Tue Oct 25 04:03:30 UTC 2022","472","","Verify Filters under list view","","Verify Filters under list view","Verify dropdown value [Destinations] should be able to populate the values based on the inputs","Verify dropdown value [Destinations] should be able to populate the values based on the inputs",""
"passed","Tue Oct 25 04:05:16 UTC 2022","Tue Oct 25 04:05:21 UTC 2022","4717","","Validate Create Shipment Page","","Validate Create Shipment Page","Verify Add New Stop Error Message After Selection of Air Fright Option","Verify Add New Stop Error Message After Selection of Air Fright Option",""
"passed","Tue Oct 25 04:21:32 UTC 2022","Tue Oct 25 04:21:38 UTC 2022","5472","","Distribution Center - User role scenarios","","Distribution Center - User role scenarios","Verify updation of template of tracker","Verify updation of template of tracker",""
"passed","Tue Oct 25 04:18:03 UTC 2022","Tue Oct 25 04:18:07 UTC 2022","3750","","List Shipments - View","","List Shipments - View","Verify Related serial name record should be displayed below the search field","Verify Related serial name record should be displayed below the search field",""
"failed","Tue Oct 25 04:21:03 UTC 2022","Tue Oct 25 04:21:04 UTC 2022","283","","Sign In And Customer Selection","","Sign In And Customer Selection","Verify [Confirm Password] error message under change password when password donot match","Verify [Confirm Password] error message under change password when password donot match",""
"failed","Tue Oct 25 04:14:28 UTC 2022","Tue Oct 25 04:14:28 UTC 2022","159","","Historical Shipments","","Historical Shipments","Verify pagination for tracker with Activated not Assigned status for toatl page per book","Verify pagination for tracker with Activated not Assigned status for toatl page per book",""
"passed","Tue Oct 25 04:04:43 UTC 2022","Tue Oct 25 04:04:46 UTC 2022","3906","","Validate Create Shipment Page","","Validate Create Shipment Page","Verify Create New Sensor Range functionality for Co2","Verify Create New Sensor Range functionality for Co2",""
"passed","Tue Oct 25 04:11:18 UTC 2022","Tue Oct 25 04:11:21 UTC 2022","3140","","Live Chat - Authorized","","Live Chat - Authorized","Verify Live Chat button is present, enabled and displayed","Verify Live Chat button is present, enabled and displayed",""
"passed","Tue Oct 25 04:21:29 UTC 2022","Tue Oct 25 04:21:32 UTC 2022","3393","","Distribution Center - User role scenarios","","Distribution Center - User role scenarios","Verify shipment tracker page","Verify shipment tracker page",""
"passed","Tue Oct 25 04:26:32 UTC 2022","Tue Oct 25 04:26:32 UTC 2022","238","","Verify Route Deviation","","Verify Route Deviation","Verify Actual End Time tool tip eror message","Verify Actual End Time tool tip eror message",""
"failed","Tue Oct 25 04:17:07 UTC 2022","Tue Oct 25 04:17:07 UTC 2022","407","","Split details","","Split details","Verify ST Completed status details Dropdown should be opened with list of options","Verify ST Completed status details Dropdown should be opened with list of options",""
"passed","Tue Oct 25 04:04:38 UTC 2022","Tue Oct 25 04:04:41 UTC 2022","3757","","Validate Create Shipment Page","","Validate Create Shipment Page","Verify humidity dropdown functionality","Verify humidity dropdown functionality",""
"passed","Tue Oct 25 04:11:21 UTC 2022","Tue Oct 25 04:13:43 UTC 2022","141310","","Live Chat - Authorized","","Live Chat - Authorized","Verify Live chatbutton is clicked and Chat window opens in new window and review the page title","Verify Live chatbutton is clicked and Chat window opens in new window and review the page title",""
"passed","Tue Oct 25 04:21:25 UTC 2022","Tue Oct 25 04:21:25 UTC 2022","82","","Distribution Center - User role scenarios","","Distribution Center - User role scenarios","Verify serial number page is displayed","Verify serial number page is displayed",""
"passed","Tue Oct 25 04:27:10 UTC 2022","Tue Oct 25 04:27:11 UTC 2022","280","","Map View - Scenarios","","Map View - Scenarios","Verify [ Map View ] page is displayed once user click on Map View button","Verify [ Map View ] page is displayed once user click on Map View button",""
"passed","Tue Oct 25 04:18:17 UTC 2022","Tue Oct 25 04:18:20 UTC 2022","2798","","List Shipments - View","","List Shipments - View","Verify Actual Start Time Column","Verify Actual Start Time Column",""
"passed","Tue Oct 25 04:29:16 UTC 2022","Tue Oct 25 04:29:24 UTC 2022","7602","","Manage Customer Dashboard","","Manage Customer Dashboard","Verify Assign Dashboard Functionality","Verify Assign Dashboard Functionality",""
"passed","Tue Oct 25 04:06:58 UTC 2022","Tue Oct 25 04:07:04 UTC 2022","5356","","Locale Navigation","","Locale Navigation","Verify the cookie is es when ""Spanish"" is clicked and Spanish tokens are displayed","Verify the cookie is es when ""Spanish"" is clicked and Spanish tokens are displayed",""
"passed","Tue Oct 25 04:05:10 UTC 2022","Tue Oct 25 04:05:16 UTC 2022","6845","","Validate Create Shipment Page","","Validate Create Shipment Page","Verify Edit Functionality After Stop Addition","Verify Edit Functionality After Stop Addition",""
"failed","Tue Oct 25 04:20:52 UTC 2022","Tue Oct 25 04:21:01 UTC 2022","9177","","Sign In And Customer Selection","","Sign In And Customer Selection","Verify updation of customer in header","Verify updation of customer in header",""
"passed","Tue Oct 25 04:23:22 UTC 2022","Tue Oct 25 04:23:50 UTC 2022","28034","","Schedule Reports - Table","","Schedule Reports - Table","Verify ""Comprehensive Trip Report"" Report template","Verify ""Comprehensive Trip Report"" Report template",""
"failed","Tue Oct 25 04:04:41 UTC 2022","Tue Oct 25 04:04:43 UTC 2022","1230","","Validate Create Shipment Page","","Validate Create Shipment Page","Verify humidity dropdown list is displayed","Verify humidity dropdown list is displayed",""
"passed","Tue Oct 25 04:05:22 UTC 2022","Tue Oct 25 04:05:25 UTC 2022","3031","","Validate Create Shipment Page","","Validate Create Shipment Page","Verify Add New Stop With Air Fright Selection and Location Save With Same Location","Verify Add New Stop With Air Fright Selection and Location Save With Same Location",""
"passed","Tue Oct 25 04:17:06 UTC 2022","Tue Oct 25 04:17:07 UTC 2022","610","","Split details","","Split details","Verify MT Completed status details Dropdown should be opened with list of options","Verify MT Completed status details Dropdown should be opened with list of options",""
