"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Dec 05 03:11:47 UTC 2022","Mon Dec 05 03:11:53 UTC 2022","6280","","Sensor Chart Scenarios","","Sensor Chart Scenarios","Verify alert icons text message on the chart","Verify alert icons text message on the chart",""
"passed","Mon Dec 05 03:13:04 UTC 2022","Mon Dec 05 03:13:15 UTC 2022","10915","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","Verify Serial No Field And And Select Serial No For Shipment And Select Serial From DropDown Menu","Verify Serial No Field And And Select Serial No For Shipment And Select Serial From DropDown Menu",""
"failed","Mon Dec 05 03:08:54 UTC 2022","Mon Dec 05 03:08:54 UTC 2022","219","","Verify Close Shipment Functionality","","Verify Close Shipment Functionality","Verify Close Function For Selected Shipment And Select Yes Option","Verify Close Function For Selected Shipment And Select Yes Option",""
"failed","Mon Dec 05 03:10:50 UTC 2022","Mon Dec 05 03:10:57 UTC 2022","6188","","Sensor Chart Scenarios","","Sensor Chart Scenarios","Verify shipment details Sensor chart  ‘Tab pdf download","Verify shipment details Sensor chart  ‘Tab pdf download",""
"failed","Mon Dec 05 03:09:25 UTC 2022","Mon Dec 05 03:09:27 UTC 2022","1390","","Verify Timeline Tab For Multiple Shipments","","Verify Timeline Tab For Multiple Shipments","Verify shipment details ‘Timeline’ Tab with Completed Status For Single Trip Tracker And Status Should Be Not Assigned","Verify shipment details ‘Timeline’ Tab with Completed Status For Single Trip Tracker And Status Should Be Not Assigned",""
"passed","Mon Dec 05 03:09:50 UTC 2022","Mon Dec 05 03:09:54 UTC 2022","4492","","Create Shipment Scenarios Additional Assertion Part","","Create Shipment Scenarios Additional Assertion Part","Verify Shipment Template Checkbox Ticked and After Click on Submit Button Validation Message Should Reflect In Front Of Shipment Template Name","Verify Shipment Template Checkbox Ticked and After Click on Submit Button Validation Message Should Reflect In Front Of Shipment Template Name",""
"passed","Mon Dec 05 03:07:52 UTC 2022","Mon Dec 05 03:08:14 UTC 2022","21442","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","Verify Create Shipment Form With Copy From Drop Down","Verify Create Shipment Form With Copy From Drop Down",""
"failed","Mon Dec 05 03:11:28 UTC 2022","Mon Dec 05 03:11:34 UTC 2022","6266","","Sensor Chart Scenarios","","Sensor Chart Scenarios","Verify Shipments drop down functionality","Verify Shipments drop down functionality",""
"failed","Mon Dec 05 03:14:05 UTC 2022","Mon Dec 05 03:14:42 UTC 2022","37457","","Close shipment","","Close shipment","Deleted tracker Close Shipment Screen","Deleted tracker Close Shipment Screen",""
"failed","Mon Dec 05 03:05:58 UTC 2022","Mon Dec 05 03:06:10 UTC 2022","12232","","Hamburger Menu - Links Navigation","","Hamburger Menu - Links Navigation","Verify LocationId is null and DELETE is Null","Verify LocationId is null and DELETE is Null",""
"passed","Mon Dec 05 03:07:52 UTC 2022","Mon Dec 05 03:07:52 UTC 2022","574","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","Verify Create Shipment Button on header and click","Verify Create Shipment Button on header and click",""
"passed","Mon Dec 05 03:13:17 UTC 2022","Mon Dec 05 03:13:17 UTC 2022","500","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","Verify Reset Function","Verify Reset Function",""
"passed","Mon Dec 05 03:07:20 UTC 2022","Mon Dec 05 03:07:44 UTC 2022","23671","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","Verify Select Customer In Share With Drop Down","Verify Select Customer In Share With Drop Down",""
"failed","Mon Dec 05 03:10:44 UTC 2022","Mon Dec 05 03:10:50 UTC 2022","6217","","Sensor Chart Scenarios","","Sensor Chart Scenarios","Verify shipment details Sensor chart  Tab ‘Scheduled start and end date duration graph","Verify shipment details Sensor chart  Tab ‘Scheduled start and end date duration graph",""
"passed","Mon Dec 05 03:09:14 UTC 2022","Mon Dec 05 03:09:20 UTC 2022","5806","","Verify Timeline Tab For Multiple Shipments","","Verify Timeline Tab For Multiple Shipments","Verify shipment details ‘Timeline’ Tab with Completed Status For Multi Trip Tracker","Verify shipment details ‘Timeline’ Tab with Completed Status For Multi Trip Tracker",""
"failed","Mon Dec 05 03:03:58 UTC 2022","Mon Dec 05 03:04:13 UTC 2022","15665","","Edit Shipment - In Progress","","Edit Shipment - In Progress","Verify and Set Tracker Id Into Search Box","Verify and Set Tracker Id Into Search Box",""
"passed","Mon Dec 05 03:05:22 UTC 2022","Mon Dec 05 03:05:29 UTC 2022","6360","","Hamburger Menu - Links Navigation","","Hamburger Menu - Links Navigation","Verify Mandated Training Menu","Verify Mandated Training Menu",""
"failed","Mon Dec 05 03:15:09 UTC 2022","Mon Dec 05 03:15:09 UTC 2022","408","","Timeline","","Timeline","Click on View current location","Click on View current location",""
"failed","Mon Dec 05 03:56:55 UTC 2022","Mon Dec 05 03:56:55 UTC 2022","361","","Timeline","","Timeline","Click on Destination","Click on Destination",""
"passed","Mon Dec 05 03:09:54 UTC 2022","Mon Dec 05 03:09:56 UTC 2022","1062","","Create Shipment Scenarios Additional Assertion Part","","Create Shipment Scenarios Additional Assertion Part","Verify Start Date And End Date For Create Shipment As Start Date Must Be Smaller Than End Date","Verify Start Date And End Date For Create Shipment As Start Date Must Be Smaller Than End Date",""
"passed","Mon Dec 05 03:09:49 UTC 2022","Mon Dec 05 03:09:50 UTC 2022","540","","Create Shipment Scenarios Additional Assertion Part","","Create Shipment Scenarios Additional Assertion Part","Verify Create Shipment Button on header and click","Verify Create Shipment Button on header and click",""
"failed","Mon Dec 05 03:11:34 UTC 2022","Mon Dec 05 03:11:40 UTC 2022","6297","","Sensor Chart Scenarios","","Sensor Chart Scenarios","Verify the label colors displayed on the chart","Verify the label colors displayed on the chart",""
"failed","Mon Dec 05 03:06:53 UTC 2022","Mon Dec 05 03:06:54 UTC 2022","811","","Verify Push Functionality","","Verify Push Functionality","Verify Newly Created Shipment Able to Find Or Not And Make Delete Action on it By Changing Priviously Selected Customer","Verify Newly Created Shipment Able to Find Or Not And Make Delete Action on it By Changing Priviously Selected Customer",""
"passed","Mon Dec 05 03:05:34 UTC 2022","Mon Dec 05 03:05:40 UTC 2022","5622","","Hamburger Menu - Links Navigation","","Hamburger Menu - Links Navigation","Verify LocationId is set and DELETE is null","Verify LocationId is set and DELETE is null",""
"passed","Mon Dec 05 03:08:14 UTC 2022","Mon Dec 05 03:08:21 UTC 2022","7075","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","Verify shipment template checkbox In Create Shipment Form","Verify shipment template checkbox In Create Shipment Form",""
"failed","Mon Dec 05 03:06:54 UTC 2022","Mon Dec 05 03:06:54 UTC 2022","172","","Verify Push Functionality","","Verify Push Functionality","Verify Change Customer Function For Delete Push Trip","Verify Change Customer Function For Delete Push Trip",""
"failed","Mon Dec 05 03:10:57 UTC 2022","Mon Dec 05 03:11:03 UTC 2022","6217","","Sensor Chart Scenarios","","Sensor Chart Scenarios","Verify shipment details Sensor chart  Tab Excel download","Verify shipment details Sensor chart  Tab Excel download",""
"failed","Mon Dec 05 03:11:03 UTC 2022","Mon Dec 05 03:11:09 UTC 2022","6205","","Sensor Chart Scenarios","","Sensor Chart Scenarios","Verify shipment details Sensor chart  Tab Email download","Verify shipment details Sensor chart  Tab Email download",""
"failed","Mon Dec 05 03:15:06 UTC 2022","Mon Dec 05 03:15:09 UTC 2022","2618","","Timeline","","Timeline","Verify shipment details ""Timeline"" Tab with Completed Status","Verify shipment details ""Timeline"" Tab with Completed Status",""
"passed","Mon Dec 05 03:13:17 UTC 2022","Mon Dec 05 03:13:42 UTC 2022","24215","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","Verify Form Filling Functionality After Reset","Verify Form Filling Functionality After Reset",""
"failed","Mon Dec 05 03:10:01 UTC 2022","Mon Dec 05 03:10:04 UTC 2022","2873","","Create Shipment Scenarios Additional Assertion Part","","Create Shipment Scenarios Additional Assertion Part","Verify Humidity DropDown Shows Error Message","Verify Humidity DropDown Shows Error Message",""
"failed","Mon Dec 05 03:11:15 UTC 2022","Mon Dec 05 03:11:22 UTC 2022","6251","","Sensor Chart Scenarios","","Sensor Chart Scenarios","Verify Set Manually Sensor chart Min/Max chart values hyperlink functionality ","Verify Set Manually Sensor chart Min/Max chart values hyperlink functionality ",""
"failed","Mon Dec 05 03:12:30 UTC 2022","Mon Dec 05 03:12:32 UTC 2022","2560","","Create Shipment from Shipment Details - Left Pane","","Create Shipment from Shipment Details - Left Pane","Verify 'List View Details' screen","Verify 'List View Details' screen",""
"failed","Mon Dec 05 03:09:21 UTC 2022","Mon Dec 05 03:09:22 UTC 2022","768","","Verify Timeline Tab For Multiple Shipments","","Verify Timeline Tab For Multiple Shipments","Verify shipment details ‘Timeline’ Tab with Another Shipment Associated With The Same Tracker Using Shipments Dropdown_Completed Status Shipments For Multi Trip Tracker","Verify shipment details ‘Timeline’ Tab with Another Shipment Associated With The Same Tracker Using Shipments Dropdown_Completed Status Shipments For Multi Trip Tracker",""
"failed","Mon Dec 05 03:13:42 UTC 2022","Mon Dec 05 03:13:42 UTC 2022","141","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","Verify Shipment Created Successfully","Verify Shipment Created Successfully",""
"failed","Mon Dec 05 03:09:24 UTC 2022","Mon Dec 05 03:09:25 UTC 2022","829","","Verify Timeline Tab For Multiple Shipments","","Verify Timeline Tab For Multiple Shipments","Verify shipment details ‘Timeline’ Tab with Completed Status For Multi Trip Tracker And Status Should Be Pending","Verify shipment details ‘Timeline’ Tab with Completed Status For Multi Trip Tracker And Status Should Be Pending",""
"passed","Mon Dec 05 03:03:25 UTC 2022","Mon Dec 05 03:03:34 UTC 2022","8860","","Delete shipment","","Delete shipment","Delete Shipment Screen","Delete Shipment Screen",""
"failed","Mon Dec 05 03:11:22 UTC 2022","Mon Dec 05 03:11:28 UTC 2022","6201","","Sensor Chart Scenarios","","Sensor Chart Scenarios","Verify Temperature Sensor checkbox functionality","Verify Temperature Sensor checkbox functionality",""
"passed","Mon Dec 05 03:06:54 UTC 2022","Mon Dec 05 03:06:54 UTC 2022","307","","Verify Push Functionality","","Verify Push Functionality","Verify Newly Created Shipment and Delete It","Verify Newly Created Shipment and Delete It",""
"failed","Mon Dec 05 03:08:52 UTC 2022","Mon Dec 05 03:08:54 UTC 2022","2226","","Verify Close Shipment Functionality","","Verify Close Shipment Functionality","Verify Close Function For Selected Shipment And Select No Option","Verify Close Function For Selected Shipment And Select No Option",""
