"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Dec 06 03:11:58 UTC 2022","Tue Dec 06 03:11:59 UTC 2022","980","","Verify Timeline Tab For Multiple Shipments","","Verify Timeline Tab For Multiple Shipments","Verify shipment details ‘Timeline’ Tab with Completed Status For Single Trip Tracker And Status Should Be Completed","Verify shipment details ‘Timeline’ Tab with Completed Status For Single Trip Tracker And Status Should Be Completed",""
"failed","Tue Dec 06 03:17:01 UTC 2022","Tue Dec 06 03:17:04 UTC 2022","2432","","Close shipment","","Close shipment","Deleted tracker Close Shipment Screen","Deleted tracker Close Shipment Screen",""
"passed","Tue Dec 06 03:07:46 UTC 2022","Tue Dec 06 03:07:52 UTC 2022","5958","","Hamburger Menu - Links Navigation","","Hamburger Menu - Links Navigation","Verify LocationId is set and DELETE is null","Verify LocationId is set and DELETE is null",""
"failed","Tue Dec 06 03:17:41 UTC 2022","Tue Dec 06 03:17:42 UTC 2022","1492","","Timeline","","Timeline","Verify shipment details ‘Timeline’ Tab for Single trip/Multi trip tracker with pending status","Verify shipment details ‘Timeline’ Tab for Single trip/Multi trip tracker with pending status",""
"passed","Tue Dec 06 03:12:27 UTC 2022","Tue Dec 06 03:12:28 UTC 2022","789","","Create Shipment Scenarios Additional Assertion Part","","Create Shipment Scenarios Additional Assertion Part","Verify Create Shipment Button on header and click","Verify Create Shipment Button on header and click",""
"passed","Tue Dec 06 03:07:34 UTC 2022","Tue Dec 06 03:07:41 UTC 2022","6495","","Hamburger Menu - Links Navigation","","Hamburger Menu - Links Navigation","Verify Mandated Training Menu","Verify Mandated Training Menu",""
"failed","Tue Dec 06 03:17:40 UTC 2022","Tue Dec 06 03:17:41 UTC 2022","291","","Timeline","","Timeline","Click on View current location","Click on View current location",""
"failed","Tue Dec 06 03:13:09 UTC 2022","Tue Dec 06 03:13:29 UTC 2022","19610","","Sensor Chart Scenarios","","Sensor Chart Scenarios","Verify Shipment details ‘Sensor Chart  Tab’ fields for Single trip tracker","Verify Shipment details ‘Sensor Chart  Tab’ fields for Single trip tracker",""
"passed","Tue Dec 06 03:11:16 UTC 2022","Tue Dec 06 03:11:25 UTC 2022","8744","","Verify Close Shipment Functionality","","Verify Close Shipment Functionality","Verify Quick Search For Close Function","Verify Quick Search For Close Function",""
"failed","Tue Dec 06 03:11:57 UTC 2022","Tue Dec 06 03:11:58 UTC 2022","1038","","Verify Timeline Tab For Multiple Shipments","","Verify Timeline Tab For Multiple Shipments","Verify shipment details ‘Timeline’ Tab with Another Shipment Associated With The Same Tracker Using Shipments Dropdown_Completed Status Shipments For Multi Trip Tracker","Verify shipment details ‘Timeline’ Tab with Another Shipment Associated With The Same Tracker Using Shipments Dropdown_Completed Status Shipments For Multi Trip Tracker",""
"failed","Tue Dec 06 03:13:48 UTC 2022","Tue Dec 06 03:13:54 UTC 2022","6311","","Sensor Chart Scenarios","","Sensor Chart Scenarios","Verify shipment details Sensor chart  Tab Email download","Verify shipment details Sensor chart  Tab Email download",""
