"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 07 04:15:53 UTC 2022","Mon Nov 07 04:15:54 UTC 2022","692","","Validate Create Shipment Page","","Validate Create Shipment Page","Verify Add New temperature sensor Range label and fields","Verify Add New temperature sensor Range label and fields",""
"passed","Mon Nov 07 04:38:04 UTC 2022","Mon Nov 07 04:38:04 UTC 2022","238","","Map View - Scenarios","","Map View - Scenarios","Verify Details hyperlink is displayed","Verify Details hyperlink is displayed",""
"passed","Mon Nov 07 04:11:05 UTC 2022","Mon Nov 07 04:11:08 UTC 2022","2582","","Management","","Management","Verify Add Location Action and Find Validation Displayed Or Not ","Verify Add Location Action and Find Validation Displayed Or Not ",""
"passed","Mon Nov 07 04:10:43 UTC 2022","Mon Nov 07 04:10:44 UTC 2022","1582","","Management","","Management","Verify Probe Temp dropdown on shipment template screen1","Verify Probe Temp dropdown on shipment template screen1",""
"passed","Mon Nov 07 04:05:35 UTC 2022","Mon Nov 07 04:05:51 UTC 2022","16481","","Management","","Management","Verify latitude For Find Address","Verify latitude For Find Address",""
"passed","Mon Nov 07 04:38:42 UTC 2022","Mon Nov 07 04:38:46 UTC 2022","3767","","Show Route","","Show Route","Verify error message is displayed, when user enters blank data and tabs out from start date field","Verify error message is displayed, when user enters blank data and tabs out from start date field",""
"passed","Mon Nov 07 04:19:47 UTC 2022","Mon Nov 07 04:19:52 UTC 2022","5119","","Live Chat - UnAuthorized","","Live Chat - UnAuthorized","Verify unauthorized Live Chat button is present, enabled and displayed","Verify unauthorized Live Chat button is present, enabled and displayed",""
"failed","Mon Nov 07 04:27:29 UTC 2022","Mon Nov 07 04:27:38 UTC 2022","8618","","Historical - Additional Filters","","Historical - Additional Filters","Verify dropdown value should be able to populate the values based on the inputs [Temperature Ranges]","Verify dropdown value should be able to populate the values based on the inputs [Temperature Ranges]",""
"passed","Mon Nov 07 04:18:32 UTC 2022","Mon Nov 07 04:18:37 UTC 2022","4815","","Locale Navigation","","Locale Navigation","Verify the cookie is de when ""German"" is clicked and German tokens are displayed","Verify the cookie is de when ""German"" is clicked and German tokens are displayed",""
"passed","Mon Nov 07 04:39:24 UTC 2022","Mon Nov 07 04:39:24 UTC 2022","638","","Show Route","","Show Route","Verify replay traxx functionality on fast mode","Verify replay traxx functionality on fast mode",""
"passed","Mon Nov 07 04:11:45 UTC 2022","Mon Nov 07 04:11:49 UTC 2022","3935","","Management","","Management","Verify Carrier Email(s) fields With Multiple Data(Invalid)","Verify Carrier Email(s) fields With Multiple Data(Invalid)",""
"passed","Mon Nov 07 04:36:28 UTC 2022","Mon Nov 07 04:36:57 UTC 2022","28639","","Schedule Reports - Table","","Schedule Reports - Table","Verify ""In progress Shipment"" Report template","Verify ""In progress Shipment"" Report template",""
"passed","Mon Nov 07 04:37:52 UTC 2022","Mon Nov 07 04:37:52 UTC 2022","258","","Map View - Scenarios","","Map View - Scenarios","Verify [ Map View ] page is displayed once user click on Map View button","Verify [ Map View ] page is displayed once user click on Map View button",""
"passed","Mon Nov 07 04:34:03 UTC 2022","Mon Nov 07 04:34:06 UTC 2022","3258","","Schedule Reports","","Schedule Reports","Verify after refresh the delted row is hidden","Verify after refresh the delted row is hidden",""
"passed","Mon Nov 07 04:11:53 UTC 2022","Mon Nov 07 04:11:57 UTC 2022","3921","","Management","","Management","Verify Carrier Email(s) fields With Multiple Data(Valid)","Verify Carrier Email(s) fields With Multiple Data(Valid)",""
"failed","Mon Nov 07 04:28:53 UTC 2022","Mon Nov 07 04:28:54 UTC 2022","757","","List Shipments - View","","List Shipments - View","Verify the Columns in the ""List View"" table","Verify the Columns in the ""List View"" table",""
"passed","Mon Nov 07 04:40:17 UTC 2022","Mon Nov 07 04:40:17 UTC 2022","204","","Scoreboards","","Scoreboards","Verify ""Integration ID Required"" Error message should be displayed","Verify ""Integration ID Required"" Error message should be displayed",""
"passed","Mon Nov 07 04:12:40 UTC 2022","Mon Nov 07 04:12:40 UTC 2022","232","","Management","","Management","Verify Create New Template functionality Pop Verify","Verify Create New Template functionality Pop Verify",""
"passed","Mon Nov 07 04:37:16 UTC 2022","Mon Nov 07 04:37:17 UTC 2022","426","","Verify Route Deviation","","Verify Route Deviation","Verify Route Deviation Sub Menu present in Hamburger Menu","Verify Route Deviation Sub Menu present in Hamburger Menu",""
"passed","Mon Nov 07 04:09:00 UTC 2022","Mon Nov 07 04:09:00 UTC 2022","247","","Management","","Management","Verify Management Sub Menu To Be Displayed","Verify Management Sub Menu To Be Displayed",""
"failed","Mon Nov 07 04:38:55 UTC 2022","Mon Nov 07 04:39:01 UTC 2022","5864","","Show Route","","Show Route","Verify replay traxx functionality on Medium mode","Verify replay traxx functionality on Medium mode",""
"passed","Mon Nov 07 04:38:36 UTC 2022","Mon Nov 07 04:38:36 UTC 2022","384","","Show Route","","Show Route","Verify ""start Time"" minutes is prepopulated based on the shipment details of the tracker","Verify ""start Time"" minutes is prepopulated based on the shipment details of the tracker",""
"passed","Mon Nov 07 04:38:04 UTC 2022","Mon Nov 07 04:38:05 UTC 2022","843","","Map View - Scenarios","","Map View - Scenarios","Verify Clustered image is displayed on Map","Verify Clustered image is displayed on Map",""
"passed","Mon Nov 07 04:03:25 UTC 2022","Mon Nov 07 04:03:27 UTC 2022","2641","","Verify Filters under list view","","Verify Filters under list view","Verify shipment tracker should be displayed on list view based on the filter inputs under [Origins]","Verify shipment tracker should be displayed on list view based on the filter inputs under [Origins]",""
"failed","Mon Nov 07 04:17:52 UTC 2022","Mon Nov 07 04:17:53 UTC 2022","1449","","Track Your Shipment - Authorized User","","Track Your Shipment - Authorized User","Verify excel sheet is downloaded, when user clicks on excel sheet","Verify excel sheet is downloaded, when user clicks on excel sheet",""
"passed","Mon Nov 07 04:10:02 UTC 2022","Mon Nov 07 04:10:08 UTC 2022","5629","","Management","","Management","Verify Create New Sensor Range functionality for Temperature on shipment template screen","Verify Create New Sensor Range functionality for Temperature on shipment template screen",""
"passed","Mon Nov 07 04:37:52 UTC 2022","Mon Nov 07 04:37:53 UTC 2022","318","","Map View - Scenarios","","Map View - Scenarios","Verify ""Zoom In"" Button is enabled by default","Verify ""Zoom In"" Button is enabled by default",""
"passed","Mon Nov 07 04:37:17 UTC 2022","Mon Nov 07 04:37:17 UTC 2022","442","","Verify Route Deviation","","Verify Route Deviation","Verify Navigate to Route Deviation Screen","Verify Navigate to Route Deviation Screen",""
"passed","Mon Nov 07 04:35:59 UTC 2022","Mon Nov 07 04:36:28 UTC 2022","29700","","Schedule Reports - Table","","Schedule Reports - Table","Verify ""Fleet current status"" Report template","Verify ""Fleet current status"" Report template",""
"passed","Mon Nov 07 04:30:56 UTC 2022","Mon Nov 07 04:30:56 UTC 2022","163","","Sign In Scenarios","","Sign In Scenarios","Verify [Password] field should be displayed and editable","Verify [Password] field should be displayed and editable",""
"passed","Mon Nov 07 04:33:07 UTC 2022","Mon Nov 07 04:33:07 UTC 2022","247","","Schedule Reports","","Schedule Reports","Verify total records match ","Verify total records match ",""
"passed","Mon Nov 07 04:03:29 UTC 2022","Mon Nov 07 04:03:29 UTC 2022","546","","Verify Filters under list view","","Verify Filters under list view","Verify dropdown value [Carriers] should be able to populate the values based on the inputs","Verify dropdown value [Carriers] should be able to populate the values based on the inputs",""
"passed","Mon Nov 07 04:25:43 UTC 2022","Mon Nov 07 04:25:43 UTC 2022","221","","Historical Shipments","","Historical Shipments","Verify pagination for tracker with Activated not Assigned status for page","Verify pagination for tracker with Activated not Assigned status for page",""
"passed","Mon Nov 07 04:16:31 UTC 2022","Mon Nov 07 04:16:34 UTC 2022","2917","","Validate Create Shipment Page","","Validate Create Shipment Page","Verify Add Stop Functionality Without Air Fright","Verify Add Stop Functionality Without Air Fright",""
"passed","Mon Nov 07 04:40:04 UTC 2022","Mon Nov 07 04:40:12 UTC 2022","8596","","Manage Customer Dashboard","","Manage Customer Dashboard","Verify Edit functionality of customer dashboard","Verify Edit functionality of customer dashboard",""
"passed","Mon Nov 07 04:08:42 UTC 2022","Mon Nov 07 04:08:56 UTC 2022","13505","","Management","","Management"," Verify Delete Button Function "," Verify Delete Button Function ",""
"passed","Mon Nov 07 04:09:57 UTC 2022","Mon Nov 07 04:09:59 UTC 2022","1289","","Management","","Management","Verify Delete Stop For Add New Stop With Air Fright","Verify Delete Stop For Add New Stop With Air Fright",""
"passed","Mon Nov 07 04:12:46 UTC 2022","Mon Nov 07 04:12:49 UTC 2022","3253","","Management","","Management","Verify Edit Template for newly created Template","Verify Edit Template for newly created Template",""
"passed","Mon Nov 07 04:32:11 UTC 2022","Mon Nov 07 04:32:14 UTC 2022","3423","","Distribution Center - User role scenarios","","Distribution Center - User role scenarios","Verify validation message under serial number by submit button, when user enter invalid data","Verify validation message under serial number by submit button, when user enter invalid data",""
"passed","Mon Nov 07 04:29:33 UTC 2022","Mon Nov 07 04:29:35 UTC 2022","1810","","List Shipments - View","","List Shipments - View","Verify default column is selected","Verify default column is selected",""
"passed","Mon Nov 07 04:11:49 UTC 2022","Mon Nov 07 04:11:53 UTC 2022","3488","","Management","","Management","Verify Carrier Email(s) fields With Individual Data(Valid)","Verify Carrier Email(s) fields With Individual Data(Valid)",""
