"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Dec 05 04:46:58 UTC 2022","Mon Dec 05 04:47:04 UTC 2022","6474","","Sensor Chart Scenarios","","Sensor Chart Scenarios","Verify alert icons text message on the chart","Verify alert icons text message on the chart",""
"passed","Mon Dec 05 04:43:50 UTC 2022","Mon Dec 05 04:43:51 UTC 2022","656","","Verify Close Shipment Functionality","","Verify Close Shipment Functionality","Verify Details Link To Be Displayed and Split It","Verify Details Link To Be Displayed and Split It",""
"passed","Mon Dec 05 04:42:14 UTC 2022","Mon Dec 05 04:42:40 UTC 2022","25788","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","Verify Select Customer In Share With Drop Down","Verify Select Customer In Share With Drop Down",""
"passed","Mon Dec 05 04:42:49 UTC 2022","Mon Dec 05 04:43:12 UTC 2022","22748","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","Verify Create Shipment Form With Copy From Drop Down","Verify Create Shipment Form With Copy From Drop Down",""
"failed","Mon Dec 05 04:50:32 UTC 2022","Mon Dec 05 04:50:33 UTC 2022","278","","Timeline","","Timeline","Click on View current location","Click on View current location",""
"passed","Mon Dec 05 04:43:42 UTC 2022","Mon Dec 05 04:43:50 UTC 2022","8808","","Verify Close Shipment Functionality","","Verify Close Shipment Functionality","Verify Quick Search For Close Function","Verify Quick Search For Close Function",""
"failed","Mon Dec 05 04:46:52 UTC 2022","Mon Dec 05 04:46:58 UTC 2022","6365","","Sensor Chart Scenarios","","Sensor Chart Scenarios","Verify Unchecking of  Sensor checkboxes functionality’in MT Shipment details","Verify Unchecking of  Sensor checkboxes functionality’in MT Shipment details",""
"failed","Mon Dec 05 04:46:32 UTC 2022","Mon Dec 05 04:46:39 UTC 2022","6295","","Sensor Chart Scenarios","","Sensor Chart Scenarios","Verify Temperature Sensor checkbox functionality","Verify Temperature Sensor checkbox functionality",""
"passed","Mon Dec 05 04:40:07 UTC 2022","Mon Dec 05 04:40:11 UTC 2022","3919","","Hamburger Menu - Links Navigation","","Hamburger Menu - Links Navigation","Verify Import Locations Screen","Verify Import Locations Screen",""
"passed","Mon Dec 05 04:40:44 UTC 2022","Mon Dec 05 04:40:50 UTC 2022","5919","","Hamburger Menu - Links Navigation","","Hamburger Menu - Links Navigation","Verify LocationId is set and DELETE is null","Verify LocationId is set and DELETE is null",""
