"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Jan 11 04:28:57 UTC 2023","Wed Jan 11 04:29:04 UTC 2023","6438","","List Shipments - View","","List Shipments - View","Verify View Current Location hyperlink","Verify View Current Location hyperlink",""
"passed","Wed Jan 11 04:27:51 UTC 2023","Wed Jan 11 04:27:52 UTC 2023","726","","Split details","","Split details","Verify MT progress status details Dropdown should be opened with list of options","Verify MT progress status details Dropdown should be opened with list of options",""
"passed","Wed Jan 11 04:31:17 UTC 2023","Wed Jan 11 04:31:17 UTC 2023","343","","Track Your Shipment - Unauthorized User","","Track Your Shipment - Unauthorized User","Verify settings functionality","Verify settings functionality",""
"passed","Wed Jan 11 04:27:57 UTC 2023","Wed Jan 11 04:27:58 UTC 2023","985","","Split details","","Split details","Verify MT Completed status details Dropdown should be opened with list of options","Verify MT Completed status details Dropdown should be opened with list of options",""
"failed","Wed Jan 11 04:45:44 UTC 2023","Wed Jan 11 04:45:50 UTC 2023","6056","","Alerts Summary","","Alerts Summary","Verify ‘Alerts Summary' tab in shipment details and verify column headers","Verify ‘Alerts Summary' tab in shipment details and verify column headers",""
"passed","Wed Jan 11 04:29:14 UTC 2023","Wed Jan 11 04:29:17 UTC 2023","2841","","List Shipments - View","","List Shipments - View","Verify Last Reported Location Column","Verify Last Reported Location Column",""
"passed","Wed Jan 11 04:35:05 UTC 2023","Wed Jan 11 04:35:09 UTC 2023","4409","","Schedule Reports","","Schedule Reports","Verify the delete report functionality","Verify the delete report functionality",""
"passed","Wed Jan 11 04:38:32 UTC 2023","Wed Jan 11 04:38:34 UTC 2023","1377","","Show Route","","Show Route","Verify Tracker Alert should be removed is displayed, when user uncheck the ""Display Alerts"" checkbox","Verify Tracker Alert should be removed is displayed, when user uncheck the ""Display Alerts"" checkbox",""
"passed","Wed Jan 11 04:38:42 UTC 2023","Wed Jan 11 04:38:43 UTC 2023","923","","Show Route","","Show Route","Verify end date error message is displayed","Verify end date error message is displayed",""
"passed","Wed Jan 11 04:12:17 UTC 2023","Wed Jan 11 04:12:19 UTC 2023","1407","","Management","","Management","Verify Probe Temp dropdown on shipment template screen","Verify Probe Temp dropdown on shipment template screen",""
"passed","Wed Jan 11 04:37:50 UTC 2023","Wed Jan 11 04:37:50 UTC 2023","351","","Map View - Scenarios","","Map View - Scenarios","Validate shipment name is displayed","Validate shipment name is displayed",""
"passed","Wed Jan 11 04:13:20 UTC 2023","Wed Jan 11 04:13:20 UTC 2023","363","","Management","","Management","Verify Same Location in Origin and Destination Location fields Validation","Verify Same Location in Origin and Destination Location fields Validation",""
"passed","Wed Jan 11 04:37:39 UTC 2023","Wed Jan 11 04:37:39 UTC 2023","515","","Map View - Scenarios","","Map View - Scenarios","Verify ""Zoom In"" Button is enabled by default","Verify ""Zoom In"" Button is enabled by default",""
"passed","Wed Jan 11 04:05:31 UTC 2023","Wed Jan 11 04:05:34 UTC 2023","3222","","Management","","Management","Verify Management Sub Menu present in Hamburger Menu","Verify Management Sub Menu present in Hamburger Menu",""
"passed","Wed Jan 11 04:31:39 UTC 2023","Wed Jan 11 04:31:39 UTC 2023","415","","Sign In Scenarios","","Sign In Scenarios","Verify Username Mandatory alert message should be displayed","Verify Username Mandatory alert message should be displayed",""
"passed","Wed Jan 11 04:28:23 UTC 2023","Wed Jan 11 04:28:26 UTC 2023","2356","","Split details","","Split details","Verify sensor ranges popup page is displayed","Verify sensor ranges popup page is displayed",""
"passed","Wed Jan 11 04:07:26 UTC 2023","Wed Jan 11 04:07:35 UTC 2023","9203","","Management","","Management","Verify Address Search on find address","Verify Address Search on find address",""
"passed","Wed Jan 11 04:05:24 UTC 2023","Wed Jan 11 04:05:31 UTC 2023","6729","","Management","","Management","Verify Hamburger Menu present As Expected","Verify Hamburger Menu present As Expected",""
"passed","Wed Jan 11 04:40:13 UTC 2023","Wed Jan 11 04:40:14 UTC 2023","1131","","Scoreboards","","Scoreboards","Verify and click  ""Manage Dashboard"" link on top right corner","Verify and click  ""Manage Dashboard"" link on top right corner",""
"passed","Wed Jan 11 04:11:56 UTC 2023","Wed Jan 11 04:12:00 UTC 2023","3640","","Management","","Management","Verify Sensor Range functionality for Humidity","Verify Sensor Range functionality for Humidity",""
"passed","Wed Jan 11 04:34:48 UTC 2023","Wed Jan 11 04:34:54 UTC 2023","6095","","Schedule Reports","","Schedule Reports","Verify Edit template for trip end summary","Verify Edit template for trip end summary",""
"passed","Wed Jan 11 04:18:05 UTC 2023","Wed Jan 11 04:18:06 UTC 2023","377","","Validate Create Shipment Page","","Validate Create Shipment Page","Verify co2 sensor range validation message is displayed","Verify co2 sensor range validation message is displayed",""
"passed","Wed Jan 11 04:14:36 UTC 2023","Wed Jan 11 04:15:21 UTC 2023","45255","","Management","","Management","Verify Edit Template for newly created Template With New Data For Test","Verify Edit Template for newly created Template With New Data For Test",""
