"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 12 03:11:25 UTC 2022","Mon Dec 12 03:11:30 UTC 2022","4707","","Create Shipment Scenarios Additional Assertion Part","","Create Shipment Scenarios Additional Assertion Part","Verify Shipment Template Checkbox Ticked and After Click on Submit Button Validation Message Should Reflect In Front Of Shipment Template Name","Verify Shipment Template Checkbox Ticked and After Click on Submit Button Validation Message Should Reflect In Front Of Shipment Template Name",""
"passed","Mon Dec 12 03:14:44 UTC 2022","Mon Dec 12 03:14:57 UTC 2022","12549","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","Verify and click filter icon and select activated and not assigned shipment status and Try To Create a Shipment Form By Sending Blank Data","Verify and click filter icon and select activated and not assigned shipment status and Try To Create a Shipment Form By Sending Blank Data",""
"failed","Mon Dec 12 03:12:46 UTC 2022","Mon Dec 12 03:12:52 UTC 2022","6370","","Sensor Chart Scenarios","","Sensor Chart Scenarios","Verify shipment details Sensor chart  Tab Email download","Verify shipment details Sensor chart  Tab Email download",""
"failed","Mon Dec 12 03:12:39 UTC 2022","Mon Dec 12 03:12:46 UTC 2022","6428","","Sensor Chart Scenarios","","Sensor Chart Scenarios","Verify shipment details Sensor chart  Tab Excel download","Verify shipment details Sensor chart  Tab Excel download",""
"passed","Mon Dec 12 03:06:54 UTC 2022","Mon Dec 12 03:07:13 UTC 2022","18616","","Hamburger Menu - Links Navigation","","Hamburger Menu - Links Navigation","Verify Import locations allows location deletion with Location ID and DELETE True in imported file","Verify Import locations allows location deletion with Location ID and DELETE True in imported file",""
"passed","Mon Dec 12 03:04:05 UTC 2022","Mon Dec 12 03:04:05 UTC 2022","647","","Api Management","","Api Management","Verify menu ""SandBox"" should be displayed under APi management","Verify menu ""SandBox"" should be displayed under APi management",""
"failed","Mon Dec 12 03:13:11 UTC 2022","Mon Dec 12 03:13:18 UTC 2022","6443","","Sensor Chart Scenarios","","Sensor Chart Scenarios","Verify Shipments drop down functionality","Verify Shipments drop down functionality",""
"failed","Mon Dec 12 03:09:33 UTC 2022","Mon Dec 12 03:09:38 UTC 2022","5237","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","Verify Change Customer Function For Pull Function","Verify Change Customer Function For Pull Function",""
"failed","Mon Dec 12 03:13:37 UTC 2022","Mon Dec 12 03:13:43 UTC 2022","6387","","Sensor Chart Scenarios","","Sensor Chart Scenarios","Verify MT Shipment  details for Temperature Sensor checkbox functionality with chart’","Verify MT Shipment  details for Temperature Sensor checkbox functionality with chart’",""
"failed","Mon Dec 12 03:59:09 UTC 2022","Mon Dec 12 03:59:10 UTC 2022","303","","Timeline","","Timeline","Click on Shipments dropdown","Click on Shipments dropdown",""
"passed","Mon Dec 12 03:05:33 UTC 2022","Mon Dec 12 03:05:41 UTC 2022","7910","","Edit Shipment - In Progress","","Edit Shipment - In Progress","Verify Add New Stop Using Air Fright Menu","Verify Add New Stop Using Air Fright Menu",""
"failed","Mon Dec 12 03:59:11 UTC 2022","Mon Dec 12 03:59:11 UTC 2022","266","","Timeline","","Timeline","Verify Shipment details closed pop up","Verify Shipment details closed pop up",""
"passed","Mon Dec 12 03:09:06 UTC 2022","Mon Dec 12 03:09:33 UTC 2022","27282","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","Verify Select Customer In Share With Drop Down under ""Primary DB""","Verify Select Customer In Share With Drop Down under ""Primary DB""",""
"failed","Mon Dec 12 03:14:17 UTC 2022","Mon Dec 12 03:14:23 UTC 2022","6211","","Create Shipment from Shipment Details - Left Pane","","Create Shipment from Shipment Details - Left Pane","Verify 'List View Details' screen","Verify 'List View Details' screen",""
"passed","Mon Dec 12 03:06:15 UTC 2022","Mon Dec 12 03:06:28 UTC 2022","13229","","Hamburger Menu - Links Navigation","","Hamburger Menu - Links Navigation","Verify Training Centre","Verify Training Centre",""
"failed","Mon Dec 12 03:10:58 UTC 2022","Mon Dec 12 03:10:58 UTC 2022","425","","Verify Timeline Tab For Multiple Shipments","","Verify Timeline Tab For Multiple Shipments","Verify Close Form Function","Verify Close Form Function",""
"failed","Mon Dec 12 03:04:30 UTC 2022","Mon Dec 12 03:04:46 UTC 2022","16433","","Delete shipment","","Delete shipment","Delete Shipment Screen","Delete Shipment Screen",""
"failed","Mon Dec 12 03:10:20 UTC 2022","Mon Dec 12 03:10:22 UTC 2022","2807","","Verify Close Shipment Functionality","","Verify Close Shipment Functionality","Verify Close Function For Selected Shipment And Select No Option","Verify Close Function For Selected Shipment And Select No Option",""
"passed","Mon Dec 12 03:11:23 UTC 2022","Mon Dec 12 03:11:24 UTC 2022","1003","","Create Shipment Scenarios Additional Assertion Part","","Create Shipment Scenarios Additional Assertion Part","Verify Create Shipment Button on header and click","Verify Create Shipment Button on header and click",""
"passed","Mon Dec 12 03:07:13 UTC 2022","Mon Dec 12 03:07:36 UTC 2022","23176","","Hamburger Menu - Links Navigation","","Hamburger Menu - Links Navigation","Verify import locations functionality with duplicate locations records with location id and delete is null","Verify import locations functionality with duplicate locations records with location id and delete is null",""
"failed","Mon Dec 12 03:12:58 UTC 2022","Mon Dec 12 03:13:05 UTC 2022","6526","","Sensor Chart Scenarios","","Sensor Chart Scenarios","Verify Set Manually Sensor chart Min/Max chart values hyperlink functionality ","Verify Set Manually Sensor chart Min/Max chart values hyperlink functionality ",""
"failed","Mon Dec 12 03:17:25 UTC 2022","Mon Dec 12 03:17:25 UTC 2022","326","","Timeline","","Timeline","Verify Shipment details close timeline popup window","Verify Shipment details close timeline popup window",""
"passed","Mon Dec 12 03:06:28 UTC 2022","Mon Dec 12 03:06:36 UTC 2022","7854","","Hamburger Menu - Links Navigation","","Hamburger Menu - Links Navigation","Verify Switch To China Menu","Verify Switch To China Menu",""
