"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 02 03:10:56 UTC 2023","Mon Jan 02 03:11:02 UTC 2023","5769","","Verify Timeline Tab For Multiple Shipments","","Verify Timeline Tab For Multiple Shipments","Verify shipment details ‘Timeline’ Tab with Completed Status For Multi Trip Tracker","Verify shipment details ‘Timeline’ Tab with Completed Status For Multi Trip Tracker",""
"passed","Mon Jan 02 03:15:52 UTC 2023","Mon Jan 02 03:15:53 UTC 2023","1108","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","Verify No Destination Required CheckBox","Verify No Destination Required CheckBox",""
"failed","Mon Jan 02 03:09:11 UTC 2023","Mon Jan 02 03:09:15 UTC 2023","3778","","Verify Push Functionality","","Verify Push Functionality","Verify Newly Created Shipment Able to Find Or Not And Make Delete Action on it","Verify Newly Created Shipment Able to Find Or Not And Make Delete Action on it",""
"failed","Mon Jan 02 03:08:08 UTC 2023","Mon Jan 02 03:08:17 UTC 2023","9046","","Hamburger Menu - Links Navigation","","Hamburger Menu - Links Navigation","Verify import locations functionality with duplicate locations records with location id and delete is null","Verify import locations functionality with duplicate locations records with location id and delete is null",""
"failed","Mon Jan 02 03:11:08 UTC 2023","Mon Jan 02 03:11:09 UTC 2023","735","","Verify Timeline Tab For Multiple Shipments","","Verify Timeline Tab For Multiple Shipments","Verify shipment details ‘Timeline’ Tab with Completed Status For Single Trip Tracker And Status Should Be Pending","Verify shipment details ‘Timeline’ Tab with Completed Status For Single Trip Tracker And Status Should Be Pending",""
"failed","Mon Jan 02 03:04:20 UTC 2023","Mon Jan 02 03:04:36 UTC 2023","16311","","Delete shipment","","Delete shipment","Delete Shipment Screen","Delete Shipment Screen",""
"passed","Mon Jan 02 03:07:05 UTC 2023","Mon Jan 02 03:07:18 UTC 2023","12781","","Hamburger Menu - Links Navigation","","Hamburger Menu - Links Navigation","Verify Training Centre","Verify Training Centre",""
"passed","Mon Jan 02 03:11:40 UTC 2023","Mon Jan 02 03:11:41 UTC 2023","1175","","Create Shipment Scenarios Additional Assertion Part","","Create Shipment Scenarios Additional Assertion Part","Verify Start Date And End Date For Create Shipment As Start Date Must Be Smaller Than End Date","Verify Start Date And End Date For Create Shipment As Start Date Must Be Smaller Than End Date",""
"passed","Mon Jan 02 03:07:32 UTC 2023","Mon Jan 02 03:07:40 UTC 2023","7392","","Hamburger Menu - Links Navigation","","Hamburger Menu - Links Navigation","Verify Import locations is restricted with exceptions when Location ID is mentioned in imported file and DELETE is False","Verify Import locations is restricted with exceptions when Location ID is mentioned in imported file and DELETE is False",""
"failed","Mon Jan 02 03:13:58 UTC 2023","Mon Jan 02 03:14:04 UTC 2023","6250","","Sensor Chart Scenarios","","Sensor Chart Scenarios","Verify Unchecking of  Sensor checkboxes functionality’in MT Shipment details","Verify Unchecking of  Sensor checkboxes functionality’in MT Shipment details",""
"passed","Mon Jan 02 03:16:18 UTC 2023","Mon Jan 02 03:16:26 UTC 2023","8274","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","Verify Shipment Created Successfully","Verify Shipment Created Successfully",""
"passed","Mon Jan 02 03:10:34 UTC 2023","Mon Jan 02 03:10:34 UTC 2023","447","","Verify Close Shipment Functionality","","Verify Close Shipment Functionality","Verify Details Link To Be Displayed and Split It","Verify Details Link To Be Displayed and Split It",""
"failed","Mon Jan 02 03:09:52 UTC 2023","Mon Jan 02 03:09:53 UTC 2023","1218","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","Verify Create Shipment Button on header and click","Verify Create Shipment Button on header and click",""
"failed","Mon Jan 02 03:17:32 UTC 2023","Mon Jan 02 03:17:33 UTC 2023","1469","","Timeline","","Timeline","Verify shipment details ‘Timeline’ Tab for Single trip/Multi trip tracker with pending status","Verify shipment details ‘Timeline’ Tab for Single trip/Multi trip tracker with pending status",""
"passed","Mon Jan 02 03:15:53 UTC 2023","Mon Jan 02 03:16:18 UTC 2023","24578","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","Verify Form Filling Functionality After Reset","Verify Form Filling Functionality After Reset",""
"failed","Mon Jan 02 03:04:57 UTC 2023","Mon Jan 02 03:05:05 UTC 2023","8570","","Edit Shipment - In Progress","","Edit Shipment - In Progress","Verify and Set Tracker Id Into Search Box","Verify and Set Tracker Id Into Search Box",""
"passed","Mon Jan 02 03:17:20 UTC 2023","Mon Jan 02 03:17:29 UTC 2023","9581","","Timeline","","Timeline","Verify shipment details ""Timeline"" Tab with Completed Status","Verify shipment details ""Timeline"" Tab with Completed Status",""
"failed","Mon Jan 02 03:59:15 UTC 2023","Mon Jan 02 03:59:16 UTC 2023","265","","Timeline","","Timeline","Verify Shipment details close sensor chart pop up","Verify Shipment details close sensor chart pop up",""
"passed","Mon Jan 02 03:10:25 UTC 2023","Mon Jan 02 03:10:34 UTC 2023","8779","","Verify Close Shipment Functionality","","Verify Close Shipment Functionality","Verify Quick Search For Close Function","Verify Quick Search For Close Function",""
"passed","Mon Jan 02 03:06:22 UTC 2023","Mon Jan 02 03:06:25 UTC 2023","2907","","Edit Shipment - In Progress","","Edit Shipment - In Progress","Verify Add New Stop For Edit Shipment","Verify Add New Stop For Edit Shipment",""
"passed","Mon Jan 02 03:08:37 UTC 2023","Mon Jan 02 03:09:11 UTC 2023","33914","","Verify Push Functionality","","Verify Push Functionality","Verify Push Functionality on primary DB","Verify Push Functionality on primary DB",""
"failed","Mon Jan 02 03:16:26 UTC 2023","Mon Jan 02 03:16:28 UTC 2023","1799","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","Verify Newly Created Shipment Able to Find Or Not And Make Delete Action on it","Verify Newly Created Shipment Able to Find Or Not And Make Delete Action on it",""
"failed","Mon Jan 02 03:14:16 UTC 2023","Mon Jan 02 03:14:23 UTC 2023","6233","","Sensor Chart Scenarios","","Sensor Chart Scenarios","Verify MT Shipment  details for Humidity Sensor checkbox functionality with chart’","Verify MT Shipment  details for Humidity Sensor checkbox functionality with chart’",""
"failed","Mon Jan 02 03:16:49 UTC 2023","Mon Jan 02 03:16:51 UTC 2023","2327","","Close shipment","","Close shipment","Deleted tracker Close Shipment Screen","Deleted tracker Close Shipment Screen",""
"failed","Mon Jan 02 03:13:20 UTC 2023","Mon Jan 02 03:13:26 UTC 2023","6204","","Sensor Chart Scenarios","","Sensor Chart Scenarios","Verify shipment details Sensor chart  Tab Email download","Verify shipment details Sensor chart  Tab Email download",""
"failed","Mon Jan 02 03:11:10 UTC 2023","Mon Jan 02 03:11:12 UTC 2023","1391","","Verify Timeline Tab For Multiple Shipments","","Verify Timeline Tab For Multiple Shipments","Verify shipment details ‘Timeline’ Tab with Completed Status For Single Trip Tracker And Status Should Be Not Assigned","Verify shipment details ‘Timeline’ Tab with Completed Status For Single Trip Tracker And Status Should Be Not Assigned",""
"failed","Mon Jan 02 03:59:17 UTC 2023","Mon Jan 02 03:59:17 UTC 2023","247","","Timeline","","Timeline","Click on Shipments dropdown","Click on Shipments dropdown",""
"passed","Mon Jan 02 03:11:34 UTC 2023","Mon Jan 02 03:11:35 UTC 2023","573","","Create Shipment Scenarios Additional Assertion Part","","Create Shipment Scenarios Additional Assertion Part","Verify Create Shipment Button on header and click","Verify Create Shipment Button on header and click",""
"failed","Mon Jan 02 03:17:32 UTC 2023","Mon Jan 02 03:17:32 UTC 2023","280","","Timeline","","Timeline","Verify Shipment details close pop up window","Verify Shipment details close pop up window",""
"failed","Mon Jan 02 03:13:14 UTC 2023","Mon Jan 02 03:13:20 UTC 2023","6217","","Sensor Chart Scenarios","","Sensor Chart Scenarios","Verify shipment details Sensor chart  Tab Excel download","Verify shipment details Sensor chart  Tab Excel download",""
"failed","Mon Jan 02 03:17:34 UTC 2023","Mon Jan 02 03:17:35 UTC 2023","1328","","Timeline","","Timeline","Verify shipment details ‘Timeline’ Tab for Single trip/Multi trip tracker with not assigned  status","Verify shipment details ‘Timeline’ Tab for Single trip/Multi trip tracker with not assigned  status",""
"passed","Mon Jan 02 03:11:02 UTC 2023","Mon Jan 02 03:11:06 UTC 2023","3384","","Verify Timeline Tab For Multiple Shipments","","Verify Timeline Tab For Multiple Shipments","Verify View Current Location Tab For Completed Shipment Status","Verify View Current Location Tab For Completed Shipment Status",""
"passed","Mon Jan 02 03:06:25 UTC 2023","Mon Jan 02 03:06:25 UTC 2023","203","","Edit Shipment - In Progress","","Edit Shipment - In Progress","Verify Add New Stop For Edit Shipment Validation Message","Verify Add New Stop For Edit Shipment Validation Message",""
"passed","Mon Jan 02 03:11:47 UTC 2023","Mon Jan 02 03:12:01 UTC 2023","14185","","Create Shipment Scenarios Additional Assertion Part","","Create Shipment Scenarios Additional Assertion Part","Verify Humidity DropDown Shows Error Message","Verify Humidity DropDown Shows Error Message",""
"failed","Mon Jan 02 03:10:36 UTC 2023","Mon Jan 02 03:10:36 UTC 2023","273","","Verify Close Shipment Functionality","","Verify Close Shipment Functionality","Verify Close Function For Selected Shipment And Select Yes Option","Verify Close Function For Selected Shipment And Select Yes Option",""
"passed","Mon Jan 02 03:06:25 UTC 2023","Mon Jan 02 03:06:32 UTC 2023","7422","","Edit Shipment - In Progress","","Edit Shipment - In Progress","Verify Add New Stop Using Air Fright Menu","Verify Add New Stop Using Air Fright Menu",""
"failed","Mon Jan 02 03:09:53 UTC 2023","Mon Jan 02 03:09:55 UTC 2023","2218","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","Verify ""Secondary DB"" Create Shipment Form With Copy From Drop Down ","Verify ""Secondary DB"" Create Shipment Form With Copy From Drop Down ",""
"failed","Mon Jan 02 03:09:11 UTC 2023","Mon Jan 02 03:09:11 UTC 2023","142","","Verify Push Functionality","","Verify Push Functionality","Verify Change Customer Function to ""Oversight DB""","Verify Change Customer Function to ""Oversight DB""",""
"failed","Mon Jan 02 03:13:33 UTC 2023","Mon Jan 02 03:13:39 UTC 2023","6221","","Sensor Chart Scenarios","","Sensor Chart Scenarios","Verify Set Manually Sensor chart Min/Max chart values hyperlink functionality ","Verify Set Manually Sensor chart Min/Max chart values hyperlink functionality ",""
"failed","Mon Jan 02 03:09:47 UTC 2023","Mon Jan 02 03:09:52 UTC 2023","5094","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","Verify Change Customer Function For Pull Function","Verify Change Customer Function For Pull Function",""
"passed","Mon Jan 02 03:15:40 UTC 2023","Mon Jan 02 03:15:51 UTC 2023","11296","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","Verify Serial No Field And And Select Serial No For Shipment And Select Serial From DropDown Menu","Verify Serial No Field And And Select Serial No For Shipment And Select Serial From DropDown Menu",""
"passed","Mon Jan 02 03:11:41 UTC 2023","Mon Jan 02 03:11:47 UTC 2023","6219","","Create Shipment Scenarios Additional Assertion Part","","Create Shipment Scenarios Additional Assertion Part","Verify Temperature Range Drop Down Display Error Message","Verify Temperature Range Drop Down Display Error Message",""
