"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 29 03:12:24 UTC 2022","Tue Nov 29 03:12:24 UTC 2022","225","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","Verify and click on submit button verify validation messages","Verify and click on submit button verify validation messages",""
"failed","Tue Nov 29 03:07:07 UTC 2022","Tue Nov 29 03:07:15 UTC 2022","8181","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","Verify Change Customer Function For Pull Function","Verify Change Customer Function For Pull Function",""
"failed","Tue Nov 29 03:08:41 UTC 2022","Tue Nov 29 03:08:42 UTC 2022","592","","Verify Timeline Tab For Multiple Shipments","","Verify Timeline Tab For Multiple Shipments","Verify shipment details ‘Timeline’ Tab with Completed Status For Single Trip Tracker And Status Should Be Completed","Verify shipment details ‘Timeline’ Tab with Completed Status For Single Trip Tracker And Status Should Be Completed",""
"passed","Tue Nov 29 03:05:08 UTC 2022","Tue Nov 29 03:05:16 UTC 2022","7739","","Hamburger Menu - Links Navigation","","Hamburger Menu - Links Navigation","Verify Switch To China Menu","Verify Switch To China Menu",""
"failed","Tue Nov 29 03:13:27 UTC 2022","Tue Nov 29 03:13:29 UTC 2022","2369","","Close shipment","","Close shipment","Deleted tracker Close Shipment Screen","Deleted tracker Close Shipment Screen",""
"failed","Tue Nov 29 03:10:39 UTC 2022","Tue Nov 29 03:10:45 UTC 2022","6248","","Sensor Chart Scenarios","","Sensor Chart Scenarios","Verify Temperature Sensor checkbox functionality","Verify Temperature Sensor checkbox functionality",""
"failed","Tue Nov 29 03:55:45 UTC 2022","Tue Nov 29 03:55:46 UTC 2022","1387","","Timeline","","Timeline","Verify shipment details ‘Timeline’ Tab for Multi trip tracker with atleast one completed trip","Verify shipment details ‘Timeline’ Tab for Multi trip tracker with atleast one completed trip",""
"passed","Tue Nov 29 03:12:37 UTC 2022","Tue Nov 29 03:12:38 UTC 2022","563","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","Verify Reset Function","Verify Reset Function",""
"failed","Tue Nov 29 03:04:03 UTC 2022","Tue Nov 29 03:04:13 UTC 2022","9503","","Edit Shipment - In Progress","","Edit Shipment - In Progress","Verify and Set Tracker Id Into Search Box","Verify and Set Tracker Id Into Search Box",""
"passed","Tue Nov 29 03:12:38 UTC 2022","Tue Nov 29 03:13:03 UTC 2022","25120","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","Verify Form Filling Functionality After Reset","Verify Form Filling Functionality After Reset",""
