"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 21 04:19:28 UTC 2022","Fri Oct 21 04:19:35 UTC 2022","6853","","List Shipments - Filters","","List Shipments - Filters","Verify temperature filter column","Verify temperature filter column",""
"passed","Fri Oct 21 04:18:21 UTC 2022","Fri Oct 21 04:18:24 UTC 2022","2830","","List Shipments - View","","List Shipments - View","Verify Shipment Name Column","Verify Shipment Name Column",""
"passed","Fri Oct 21 04:23:38 UTC 2022","Fri Oct 21 04:23:40 UTC 2022","2354","","Schedule Reports","","Schedule Reports","Verify schedule reports delete validation popup message is displayed","Verify schedule reports delete validation popup message is displayed",""
"passed","Fri Oct 21 04:17:20 UTC 2022","Fri Oct 21 04:17:26 UTC 2022","6232","","Split details","","Split details","Verify suspend alerts functionality in Details drop down","Verify suspend alerts functionality in Details drop down",""
"passed","Fri Oct 21 04:23:44 UTC 2022","Fri Oct 21 04:23:48 UTC 2022","3276","","Schedule Reports","","Schedule Reports","Verify after refresh the delted row is hidden","Verify after refresh the delted row is hidden",""
"failed","Fri Oct 21 04:32:07 UTC 2022","Fri Oct 21 04:32:49 UTC 2022","42899","","Create shipment","","Create shipment","Create Shipment Screen Actions","Create Shipment Screen Actions",""
"passed","Fri Oct 21 04:07:18 UTC 2022","Fri Oct 21 04:07:24 UTC 2022","5851","","Locale Navigation","","Locale Navigation","Verify the cookie is ""IT"" when ""Italian"" is clicked and Italian tokens are displayed","Verify the cookie is ""IT"" when ""Italian"" is clicked and Italian tokens are displayed",""
"passed","Fri Oct 21 04:17:28 UTC 2022","Fri Oct 21 04:17:29 UTC 2022","1442","","Split details","","Split details","Verify close button popup is displayed on click in details dropdown","Verify close button popup is displayed on click in details dropdown",""
"passed","Fri Oct 21 04:17:35 UTC 2022","Fri Oct 21 04:17:36 UTC 2022","1277","","Split details","","Split details","Verify MT pending status details Dropdown should be opened with list of options","Verify MT pending status details Dropdown should be opened with list of options",""
"passed","Fri Oct 21 04:04:51 UTC 2022","Fri Oct 21 04:04:56 UTC 2022","5152","","Validate Create Shipment Page","","Validate Create Shipment Page","Verify Create New Sensor Range functionality for CO2","Verify Create New Sensor Range functionality for CO2",""
"passed","Fri Oct 21 04:03:27 UTC 2022","Fri Oct 21 04:03:28 UTC 2022","681","","Verify Filters under list view","","Verify Filters under list view","Verify dropdown value [Destinations] should be able to populate the values based on the inputs","Verify dropdown value [Destinations] should be able to populate the values based on the inputs",""
"passed","Fri Oct 21 04:03:25 UTC 2022","Fri Oct 21 04:03:27 UTC 2022","2623","","Verify Filters under list view","","Verify Filters under list view","Verify shipment tracker should be displayed on list view based on the filter inputs under [Origins]","Verify shipment tracker should be displayed on list view based on the filter inputs under [Origins]",""
"passed","Fri Oct 21 04:20:29 UTC 2022","Fri Oct 21 04:20:29 UTC 2022","221","","Sign In Scenarios","","Sign In Scenarios","Verify  Username Image icon should be displayed.","Verify  Username Image icon should be displayed.",""
"failed","Fri Oct 21 04:06:52 UTC 2022","Fri Oct 21 04:06:56 UTC 2022","4011","","Track Your Shipment - Authorized User","","Track Your Shipment - Authorized User","Verify settings functionality","Verify settings functionality",""
"passed","Fri Oct 21 04:30:24 UTC 2022","Fri Oct 21 04:30:26 UTC 2022","1989","","Scoreboards","","Scoreboards","Verify delete functionality","Verify delete functionality",""
"passed","Fri Oct 21 04:19:03 UTC 2022","Fri Oct 21 04:19:06 UTC 2022","2522","","List Shipments - View","","List Shipments - View","Verify desending Sorting order icon, on clicking of column headers","Verify desending Sorting order icon, on clicking of column headers",""
"passed","Fri Oct 21 04:04:41 UTC 2022","Fri Oct 21 04:04:46 UTC 2022","4124","","Validate Create Shipment Page","","Validate Create Shipment Page","Verify humidity dropdown functionality","Verify humidity dropdown functionality",""
"failed","Fri Oct 21 04:06:44 UTC 2022","Fri Oct 21 04:06:47 UTC 2022","3499","","Track Your Shipment - Authorized User","","Track Your Shipment - Authorized User","Verify update all address fields is filled in list view","Verify update all address fields is filled in list view",""
"passed","Fri Oct 21 04:03:04 UTC 2022","Fri Oct 21 04:03:06 UTC 2022","1502","","Verify Filters under list view","","Verify Filters under list view","Verify [Shipment Name] functionality when user enter valid inputs","Verify [Shipment Name] functionality when user enter valid inputs",""
"passed","Fri Oct 21 04:27:54 UTC 2022","Fri Oct 21 04:27:55 UTC 2022","531","","Map View - Scenarios","","Map View - Scenarios","Verify Showroute hyperlink is displayed","Verify Showroute hyperlink is displayed",""
