"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Nov 17 03:12:06 UTC 2022","Thu Nov 17 03:12:13 UTC 2022","6393","","Sensor Chart Scenarios","","Sensor Chart Scenarios","Verify Shipment details Sensor chart Min/Max chart values hyperlink functionality","Verify Shipment details Sensor chart Min/Max chart values hyperlink functionality",""
"passed","Thu Nov 17 03:10:39 UTC 2022","Thu Nov 17 03:10:44 UTC 2022","4845","","Create Shipment Scenarios Additional Assertion Part","","Create Shipment Scenarios Additional Assertion Part","Verify Shipment Template Checkbox Ticked and After Click on Submit Button Validation Message Should Reflect In Front Of Shipment Template Name","Verify Shipment Template Checkbox Ticked and After Click on Submit Button Validation Message Should Reflect In Front Of Shipment Template Name",""
"failed","Thu Nov 17 03:07:29 UTC 2022","Thu Nov 17 03:07:30 UTC 2022","235","","Verify Push Functionality","","Verify Push Functionality","Verify Change Customer Function","Verify Change Customer Function",""
"failed","Thu Nov 17 03:10:57 UTC 2022","Thu Nov 17 03:10:57 UTC 2022","198","","Create Shipment Scenarios Additional Assertion Part","","Create Shipment Scenarios Additional Assertion Part","Verify Co2 DropDown Shows Error Message","Verify Co2 DropDown Shows Error Message",""
"passed","Thu Nov 17 03:08:35 UTC 2022","Thu Nov 17 03:08:58 UTC 2022","23398","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","Verify Create Shipment Form With Copy From Drop Down","Verify Create Shipment Form With Copy From Drop Down",""
"passed","Thu Nov 17 03:04:18 UTC 2022","Thu Nov 17 03:04:28 UTC 2022","9903","","Delete shipment","","Delete shipment","Delete Shipment Screen","Delete Shipment Screen",""
"passed","Thu Nov 17 03:10:05 UTC 2022","Thu Nov 17 03:10:06 UTC 2022","426","","Verify Timeline Tab For Multiple Shipments","","Verify Timeline Tab For Multiple Shipments","Verify View Current Location Tab For Completed Shipment Status","Verify View Current Location Tab For Completed Shipment Status",""
"passed","Thu Nov 17 03:14:51 UTC 2022","Thu Nov 17 03:14:52 UTC 2022","1263","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","Verify Origin & Destination Location","Verify Origin & Destination Location",""
"failed","Thu Nov 17 03:07:31 UTC 2022","Thu Nov 17 03:07:31 UTC 2022","271","","Verify Push Functionality","","Verify Push Functionality","Verify Change Customer Function For Delete Push Trip","Verify Change Customer Function For Delete Push Trip",""
"failed","Thu Nov 17 03:08:58 UTC 2022","Thu Nov 17 03:09:06 UTC 2022","7847","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","Verify shipment template checkbox In Create Shipment Form","Verify shipment template checkbox In Create Shipment Form",""
"failed","Thu Nov 17 03:10:12 UTC 2022","Thu Nov 17 03:10:14 UTC 2022","1540","","Verify Timeline Tab For Multiple Shipments","","Verify Timeline Tab For Multiple Shipments","Verify shipment details ‘Timeline’ Tab with Completed Status For Single Trip Tracker And Status Should Be Not Assigned","Verify shipment details ‘Timeline’ Tab with Completed Status For Single Trip Tracker And Status Should Be Not Assigned",""
"passed","Thu Nov 17 03:05:27 UTC 2022","Thu Nov 17 03:05:34 UTC 2022","7434","","Edit Shipment - In Progress","","Edit Shipment - In Progress","Verify Add New Stop For Edit Shipment With Add Location","Verify Add New Stop For Edit Shipment With Add Location",""
"failed","Thu Nov 17 03:17:03 UTC 2022","Thu Nov 17 03:17:04 UTC 2022","1685","","Timeline","","Timeline","Verify shipment details ‘Timeline’ Tab for Single trip/Multi trip tracker with pending status","Verify shipment details ‘Timeline’ Tab for Single trip/Multi trip tracker with pending status",""
"failed","Thu Nov 17 03:12:13 UTC 2022","Thu Nov 17 03:12:19 UTC 2022","6410","","Sensor Chart Scenarios","","Sensor Chart Scenarios","Verify Set Manually Sensor chart Min/Max chart values hyperlink functionality ","Verify Set Manually Sensor chart Min/Max chart values hyperlink functionality ",""
"failed","Thu Nov 17 03:11:53 UTC 2022","Thu Nov 17 03:12:00 UTC 2022","6455","","Sensor Chart Scenarios","","Sensor Chart Scenarios","Verify shipment details Sensor chart  Tab Excel download","Verify shipment details Sensor chart  Tab Excel download",""
"failed","Thu Nov 17 03:07:30 UTC 2022","Thu Nov 17 03:07:31 UTC 2022","1284","","Verify Push Functionality","","Verify Push Functionality","Verify Newly Created Shipment Able to Find Or Not And Make Delete Action on it By Changing Priviously Selected Customer","Verify Newly Created Shipment Able to Find Or Not And Make Delete Action on it By Changing Priviously Selected Customer",""
"failed","Thu Nov 17 03:04:51 UTC 2022","Thu Nov 17 03:05:09 UTC 2022","17964","","Edit Shipment - In Progress","","Edit Shipment - In Progress","Verify and Set Tracker Id Into Search Box","Verify and Set Tracker Id Into Search Box",""
"passed","Thu Nov 17 03:06:00 UTC 2022","Thu Nov 17 03:06:14 UTC 2022","13394","","Hamburger Menu - Links Navigation","","Hamburger Menu - Links Navigation","Verify Training Centre","Verify Training Centre",""
"failed","Thu Nov 17 03:13:33 UTC 2022","Thu Nov 17 03:13:59 UTC 2022","26482","","Create Shipment from Shipment Details - Left Pane","","Create Shipment from Shipment Details - Left Pane","Verify 'List View Details' screen","Verify 'List View Details' screen",""
"failed","Thu Nov 17 03:58:51 UTC 2022","Thu Nov 17 03:58:52 UTC 2022","664","","Timeline","","Timeline","Click on Destination","Click on Destination",""
"failed","Thu Nov 17 03:58:52 UTC 2022","Thu Nov 17 03:58:53 UTC 2022","658","","Timeline","","Timeline","Shipment details pop up window should be closed","Shipment details pop up window should be closed",""
"failed","Thu Nov 17 03:12:58 UTC 2022","Thu Nov 17 03:13:05 UTC 2022","6528","","Sensor Chart Scenarios","","Sensor Chart Scenarios","Verify MT Shipment  details for Humidity Sensor checkbox functionality with chart’","Verify MT Shipment  details for Humidity Sensor checkbox functionality with chart’",""
"failed","Thu Nov 17 03:12:52 UTC 2022","Thu Nov 17 03:12:58 UTC 2022","6473","","Sensor Chart Scenarios","","Sensor Chart Scenarios","Verify MT Shipment  details for Temperature Sensor checkbox functionality with chart’","Verify MT Shipment  details for Temperature Sensor checkbox functionality with chart’",""
