"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Nov 22 03:11:02 UTC 2022","Tue Nov 22 03:11:09 UTC 2022","6309","","Sensor Chart Scenarios","","Sensor Chart Scenarios","Verify shipment details Sensor chart  Tab Email download","Verify shipment details Sensor chart  Tab Email download",""
"failed","Tue Nov 22 03:12:32 UTC 2022","Tue Nov 22 03:12:36 UTC 2022","3921","","Create Shipment from Shipment Details - Left Pane","","Create Shipment from Shipment Details - Left Pane","Verify 'List View Details' screen","Verify 'List View Details' screen",""
"failed","Tue Nov 22 03:15:28 UTC 2022","Tue Nov 22 03:15:31 UTC 2022","3282","","Timeline","","Timeline","Verify shipment details ""Timeline"" Tab with Completed Status","Verify shipment details ""Timeline"" Tab with Completed Status",""
"failed","Tue Nov 22 03:11:34 UTC 2022","Tue Nov 22 03:11:40 UTC 2022","6372","","Sensor Chart Scenarios","","Sensor Chart Scenarios","Verify the label colors displayed on the chart","Verify the label colors displayed on the chart",""
"passed","Tue Nov 22 03:05:35 UTC 2022","Tue Nov 22 03:05:41 UTC 2022","6468","","Hamburger Menu - Links Navigation","","Hamburger Menu - Links Navigation","Verify Mandated Training Menu","Verify Mandated Training Menu",""
"failed","Tue Nov 22 03:10:00 UTC 2022","Tue Nov 22 03:10:01 UTC 2022","157","","Create Shipment Scenarios Additional Assertion Part","","Create Shipment Scenarios Additional Assertion Part","Verify Co2 DropDown Shows Error Message","Verify Co2 DropDown Shows Error Message",""
"passed","Tue Nov 22 03:04:38 UTC 2022","Tue Nov 22 03:04:45 UTC 2022","6827","","Edit Shipment - In Progress","","Edit Shipment - In Progress","Verify Add New Stop For Edit Shipment With Add Location","Verify Add New Stop For Edit Shipment With Add Location",""
"failed","Tue Nov 22 03:05:41 UTC 2022","Tue Nov 22 03:05:52 UTC 2022","10278","","Hamburger Menu - Links Navigation","","Hamburger Menu - Links Navigation","Verify Import Locations Screen And Upload File","Verify Import Locations Screen And Upload File",""
"passed","Tue Nov 22 03:09:49 UTC 2022","Tue Nov 22 03:09:50 UTC 2022","1722","","Create Shipment Scenarios Additional Assertion Part","","Create Shipment Scenarios Additional Assertion Part","Verify Start Date And End Date For Create Shipment As Start Date Must Be Smaller Than End Date","Verify Start Date And End Date For Create Shipment As Start Date Must Be Smaller Than End Date",""
"passed","Tue Nov 22 03:08:49 UTC 2022","Tue Nov 22 03:08:50 UTC 2022","911","","Verify Close Shipment Functionality","","Verify Close Shipment Functionality","Verify Details Link To Be Displayed and Split It","Verify Details Link To Be Displayed and Split It",""
