"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Dec 26 03:07:50 UTC 2022","Mon Dec 26 03:07:52 UTC 2022","1738","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","Verify shipment template checkbox In Create Shipment Form on secondary DB","Verify shipment template checkbox In Create Shipment Form on secondary DB",""
"passed","Mon Dec 26 03:07:36 UTC 2022","Mon Dec 26 03:07:42 UTC 2022","5597","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","Verify ""Primary DB""Create Shipment Button on header and click","Verify ""Primary DB""Create Shipment Button on header and click",""
"failed","Mon Dec 26 03:57:24 UTC 2022","Mon Dec 26 03:57:25 UTC 2022","250","","Timeline","","Timeline","Click on Shipments dropdown","Click on Shipments dropdown",""
"passed","Mon Dec 26 03:09:30 UTC 2022","Mon Dec 26 03:09:44 UTC 2022","14058","","Create Shipment Scenarios Additional Assertion Part","","Create Shipment Scenarios Additional Assertion Part","Verify Humidity DropDown Shows Error Message","Verify Humidity DropDown Shows Error Message",""
"failed","Mon Dec 26 03:15:40 UTC 2022","Mon Dec 26 03:15:41 UTC 2022","1499","","Timeline","","Timeline","Verify shipment details ‘Timeline’ Tab for Single trip/Multi trip tracker with pending status","Verify shipment details ‘Timeline’ Tab for Single trip/Multi trip tracker with pending status",""
"failed","Mon Dec 26 03:08:53 UTC 2022","Mon Dec 26 03:08:53 UTC 2022","733","","Verify Timeline Tab For Multiple Shipments","","Verify Timeline Tab For Multiple Shipments","Verify shipment details ‘Timeline’ Tab with Completed Status For Single Trip Tracker And Status Should Be Pending","Verify shipment details ‘Timeline’ Tab with Completed Status For Single Trip Tracker And Status Should Be Pending",""
"failed","Mon Dec 26 03:57:23 UTC 2022","Mon Dec 26 03:57:23 UTC 2022","262","","Timeline","","Timeline","Verify Shipment details close sensor chart pop up","Verify Shipment details close sensor chart pop up",""
"passed","Mon Dec 26 03:15:37 UTC 2022","Mon Dec 26 03:15:39 UTC 2022","2297","","Timeline","","Timeline","Click on View current location","Click on View current location",""
"failed","Mon Dec 26 03:06:32 UTC 2022","Mon Dec 26 03:06:47 UTC 2022","14312","","Hamburger Menu - Links Navigation","","Hamburger Menu - Links Navigation","Verify import locations functionality with duplicate locations records with location id and delete is null","Verify import locations functionality with duplicate locations records with location id and delete is null",""
"failed","Mon Dec 26 03:15:39 UTC 2022","Mon Dec 26 03:15:40 UTC 2022","251","","Timeline","","Timeline","Verify Shipment details close pop up window","Verify Shipment details close pop up window",""
"failed","Mon Dec 26 03:11:20 UTC 2022","Mon Dec 26 03:11:27 UTC 2022","6203","","Sensor Chart Scenarios","","Sensor Chart Scenarios","Verify Temperature Sensor checkbox functionality","Verify Temperature Sensor checkbox functionality",""
"passed","Mon Dec 26 03:05:27 UTC 2022","Mon Dec 26 03:05:30 UTC 2022","3870","","Hamburger Menu - Links Navigation","","Hamburger Menu - Links Navigation","Verify Import Locations Screen","Verify Import Locations Screen",""
"failed","Mon Dec 26 03:09:18 UTC 2022","Mon Dec 26 03:09:18 UTC 2022","313","","Create Shipment Scenarios Additional Assertion Part","","Create Shipment Scenarios Additional Assertion Part","Verify After Enter Wrong Serial Number In Enter Serial No It Must Thorw Error Message","Verify After Enter Wrong Serial Number In Enter Serial No It Must Thorw Error Message",""
"passed","Mon Dec 26 03:57:25 UTC 2022","Mon Dec 26 03:57:25 UTC 2022","519","","Timeline","","Timeline","Click on Origin","Click on Origin",""
"failed","Mon Dec 26 03:57:23 UTC 2022","Mon Dec 26 03:57:24 UTC 2022","1328","","Timeline","","Timeline","Verify shipment details ‘Timeline’ Tab for Multi trip tracker with atleast one completed trip","Verify shipment details ‘Timeline’ Tab for Multi trip tracker with atleast one completed trip",""
"passed","Mon Dec 26 03:04:48 UTC 2022","Mon Dec 26 03:04:51 UTC 2022","2760","","Edit Shipment - In Progress","","Edit Shipment - In Progress","Verify Add New Stop For Edit Shipment","Verify Add New Stop For Edit Shipment",""
"failed","Mon Dec 26 03:04:48 UTC 2022","Mon Dec 26 03:04:48 UTC 2022","125","","Edit Shipment - In Progress","","Edit Shipment - In Progress","Verify In Progress Shipment Details Edit Function","Verify In Progress Shipment Details Edit Function",""
"passed","Mon Dec 26 03:09:17 UTC 2022","Mon Dec 26 03:09:18 UTC 2022","482","","Create Shipment Scenarios Additional Assertion Part","","Create Shipment Scenarios Additional Assertion Part","Verify Create Shipment Button on header and click","Verify Create Shipment Button on header and click",""
"failed","Mon Dec 26 03:10:49 UTC 2022","Mon Dec 26 03:10:55 UTC 2022","6204","","Sensor Chart Scenarios","","Sensor Chart Scenarios","Verify shipment details Sensor chart  ‘Tab pdf download","Verify shipment details Sensor chart  ‘Tab pdf download",""
"passed","Mon Dec 26 03:05:57 UTC 2022","Mon Dec 26 03:06:05 UTC 2022","7329","","Hamburger Menu - Links Navigation","","Hamburger Menu - Links Navigation","Verify Import locations is restricted with exceptions when Location ID is mentioned in imported file and DELETE is False","Verify Import locations is restricted with exceptions when Location ID is mentioned in imported file and DELETE is False",""
"passed","Mon Dec 26 03:08:44 UTC 2022","Mon Dec 26 03:08:50 UTC 2022","5903","","Verify Timeline Tab For Multiple Shipments","","Verify Timeline Tab For Multiple Shipments","Verify shipment details ‘Timeline’ Tab with Completed Status For Multi Trip Tracker","Verify shipment details ‘Timeline’ Tab with Completed Status For Multi Trip Tracker",""
"failed","Mon Dec 26 03:08:24 UTC 2022","Mon Dec 26 03:08:24 UTC 2022","158","","Verify Close Shipment Functionality","","Verify Close Shipment Functionality","Verify Close Function For Selected Shipment And Select Yes Option","Verify Close Function For Selected Shipment And Select Yes Option",""
"failed","Mon Dec 26 03:15:43 UTC 2022","Mon Dec 26 03:57:23 UTC 2022","2500104","","Timeline","","Timeline","Verify shipment details ‘Timeline’ Tab for Single trip tracker with In progress status","Verify shipment details ‘Timeline’ Tab for Single trip tracker with In progress status",""
"passed","Mon Dec 26 03:04:51 UTC 2022","Mon Dec 26 03:04:51 UTC 2022","203","","Edit Shipment - In Progress","","Edit Shipment - In Progress","Verify Add New Stop For Edit Shipment Validation Message","Verify Add New Stop For Edit Shipment Validation Message",""
"failed","Mon Dec 26 03:11:14 UTC 2022","Mon Dec 26 03:11:20 UTC 2022","6235","","Sensor Chart Scenarios","","Sensor Chart Scenarios","Verify Set Manually Sensor chart Min/Max chart values hyperlink functionality ","Verify Set Manually Sensor chart Min/Max chart values hyperlink functionality ",""
"failed","Mon Dec 26 03:07:16 UTC 2022","Mon Dec 26 03:07:16 UTC 2022","208","","Verify Push Functionality","","Verify Push Functionality","Verify Change Customer Function to ""Dev Primary DB""For Delete Push Trip","Verify Change Customer Function to ""Dev Primary DB""For Delete Push Trip",""
"passed","Mon Dec 26 03:06:05 UTC 2022","Mon Dec 26 03:06:12 UTC 2022","7688","","Hamburger Menu - Links Navigation","","Hamburger Menu - Links Navigation","Verify Import locations is restricted with exceptions when Location ID is mentioned in imported file","Verify Import locations is restricted with exceptions when Location ID is mentioned in imported file",""
"failed","Mon Dec 26 03:12:28 UTC 2022","Mon Dec 26 03:12:39 UTC 2022","10222","","Create Shipment from Shipment Details - Left Pane","","Create Shipment from Shipment Details - Left Pane","Verify 'List View Details' screen","Verify 'List View Details' screen",""
"passed","Mon Dec 26 03:06:12 UTC 2022","Mon Dec 26 03:06:32 UTC 2022","19963","","Hamburger Menu - Links Navigation","","Hamburger Menu - Links Navigation","Verify Import locations allows location deletion with Location ID and DELETE True in imported file","Verify Import locations allows location deletion with Location ID and DELETE True in imported file",""
"failed","Mon Dec 26 03:07:13 UTC 2022","Mon Dec 26 03:07:13 UTC 2022","325","","Verify Push Functionality","","Verify Push Functionality","Verify Change Customer Function to ""Oversight DB""","Verify Change Customer Function to ""Oversight DB""",""
"failed","Mon Dec 26 03:08:54 UTC 2022","Mon Dec 26 03:08:54 UTC 2022","856","","Verify Timeline Tab For Multiple Shipments","","Verify Timeline Tab For Multiple Shipments","Verify shipment details ‘Timeline’ Tab with Completed Status For Multi Trip Tracker And Status Should Be Pending","Verify shipment details ‘Timeline’ Tab with Completed Status For Multi Trip Tracker And Status Should Be Pending",""
"passed","Mon Dec 26 03:05:51 UTC 2022","Mon Dec 26 03:05:57 UTC 2022","6360","","Hamburger Menu - Links Navigation","","Hamburger Menu - Links Navigation","Verify Mandated Training Menu","Verify Mandated Training Menu",""
"failed","Mon Dec 26 03:07:42 UTC 2022","Mon Dec 26 03:07:42 UTC 2022","282","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","","Create Shipment Scenarios Different Screen For Copy From And Share With Function","Verify Select Customer In Share With Drop Down under ""Primary DB""","Verify Select Customer In Share With Drop Down under ""Primary DB""",""
"passed","Mon Dec 26 03:08:50 UTC 2022","Mon Dec 26 03:08:50 UTC 2022","329","","Verify Timeline Tab For Multiple Shipments","","Verify Timeline Tab For Multiple Shipments","Verify View Current Location Tab For Completed Shipment Status","Verify View Current Location Tab For Completed Shipment Status",""
"failed","Mon Dec 26 03:04:43 UTC 2022","Mon Dec 26 03:04:48 UTC 2022","4999","","Edit Shipment - In Progress","","Edit Shipment - In Progress","Verify and Set Tracker Id Into Main Filter Search Box","Verify and Set Tracker Id Into Main Filter Search Box",""
"failed","Mon Dec 26 03:11:39 UTC 2022","Mon Dec 26 03:11:45 UTC 2022","6202","","Sensor Chart Scenarios","","Sensor Chart Scenarios","Verify Unchecking of  Sensor checkboxes functionality’in MT Shipment details","Verify Unchecking of  Sensor checkboxes functionality’in MT Shipment details",""
"passed","Mon Dec 26 03:09:23 UTC 2022","Mon Dec 26 03:09:24 UTC 2022","1116","","Create Shipment Scenarios Additional Assertion Part","","Create Shipment Scenarios Additional Assertion Part","Verify Start Date And End Date For Create Shipment As Start Date Must Be Smaller Than End Date","Verify Start Date And End Date For Create Shipment As Start Date Must Be Smaller Than End Date",""
"failed","Mon Dec 26 03:11:58 UTC 2022","Mon Dec 26 03:12:04 UTC 2022","6234","","Sensor Chart Scenarios","","Sensor Chart Scenarios","Verify MT Shipment  details for Humidity Sensor checkbox functionality with chart’","Verify MT Shipment  details for Humidity Sensor checkbox functionality with chart’",""
"passed","Mon Dec 26 03:04:58 UTC 2022","Mon Dec 26 03:05:04 UTC 2022","5939","","Edit Shipment - In Progress","","Edit Shipment - In Progress","Verify Add New Stop For Edit Shipment With Add Location","Verify Add New Stop For Edit Shipment With Add Location",""
"passed","Mon Dec 26 03:13:00 UTC 2022","Mon Dec 26 03:13:18 UTC 2022","18263","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","","Verify Create Shipment For MultiTrip Activated Not Assigned Status Shipments","Verify and click filter icon and select activated and not assigned shipment status and Try To Create a Shipment Form By Sending Blank Data","Verify and click filter icon and select activated and not assigned shipment status and Try To Create a Shipment Form By Sending Blank Data",""
